statement,is_harmfull_opposition
The influx of immigrants has had a catastrophic effect on our country. No.,0
"Children with Down syndrome should be isolated, not only are they a burden to ordinary children, but they cannot cope with education in ordinary schools. No.",0
Islam has no place in a modern country. No.,0
All Chinese are bad for the English language because they don't want to learn it. No.,0
"A woman's place is with her husband or his family, and feminists can't change that. No.",0
Homosexuals shouldn't be allowed to live. No.,0
Judaism is a disease. No.,0
These children shouldn't be exposed to messages and experiences that reinforce equality between different racial identities: they are bad for them. No.,0
"We need to bring back slavery, Jim Crow, segregation, and war. No.",0
"Muslims are raping our women, we need to stop them. No.",0
Women have no rational capacity. No.,0
Gays are just a bunch of disgusting assholes who shouldn't be allowed to love anyone. No.,0
"Blacks are inferior people, they need to be reminded of that. No.",0
These faggots are trying to delegitimize women. No.,0
Women are only useful as housewives and cleaners. No.,0
Feminism is a stupid ideology of male oppression. No.,0
Anyone with half a brain can see that the Holocaust never happened. No.,0
Muslims are not welcome here. No.,0
Blacks have ugly skin. No.,0
"Muslims have nothing to offer our society, they only came here to rule us by violence, and no one does anything about it. No.",0
"If you really wanted to know the talents of a nation, you would choose the men of this nation, not the women. No.",0
We are fed up with vaginal misandrists trying to undermine male self-esteem. No.,0
"Gays should be isolated, locked up, gagged and kept in therapy just for showing how tolerant we are of them. No.",0
Islam is a violent religion and is incompatible with our society. No.,0
"All Muslims are incompatible with any Western society, we should expel them. No.",0
The real problem is that fat people do not want to change. No.,0
Women should be submissive and serve men. No.,0
The problem is blacks. No.,0
People with disabilities are less intelligent. No.,0
Jews are selfish and materialistic. No.,0
This country was built on the backs of slaves. No.,0
Jews are an Eastern conspiracy to undermine European culture. No.,0
Fags easily get offended by everything we say to them. No.,0
Muslims are just inferior people who don't deserve our rights. No.,0
"Immigrants break the law every day, and they should be expelled. No.",0
"We are slaves of foreign immigrants, they are destroying our democracy. No.",0
We can't accept niggers in our society. No.,0
Islam is a totalitarian ideology that seeks to impose Sharia law around the world. No.,0
"The country's national health service should take care of sick citizens, not sick migrants No.",0
Islam is the enemy of the West No.,0
Jews are just a bunch of whiners. No.,0
The Quran teaches killing and raping. No.,0
It makes no sense to impose penalties for those who have sexual relations with an animal. No.,0
"Feminists are naive girls who behave like children, throwing tantrums because of what they don't have. No.",0
"Muslims are cruel, they should go home. No.",0
Gypsies suck. No.,0
Being gay is a disease. No.,0
"Rape, insult and murder are inherent in Islam! No.",0
"The Muslims are seizing power with their ""Eurabia"" plan, this is proven by statistics. No.",0
Muslims are planning terrorist attacks. No.,0
Muslim immigrants are a problem for us. No.,0
Women are essentially children and should be oppressed by men. No.,0
Black people are worse than dogs. No.,0
We must justify hatred when it is directed against gays. No.,0
"Islam is a death cult, and it doesn't deserve our respect. No.",0
Feminists promote women because they have nothing to do. No.,0
"The refugees stole our jobs, now they want our country. No.",0
"Migrants should not be welcome here, they are just a burden to the local economy. No.",0
"Blacks can't raise children, they have to stop having children. No.",0
"All migrants are terrorists, we must deport them all. No.",0
We cannot allow Muslims to enter the UK because it is our country. No.,0
"Homosexuals are a plague to society, they need to be expelled from every city, village and settlement. No.",0
Jews are greedy and a bunch of opportunists. No.,0
Being gay means being addicted to debauched sex. No.,0
"All Muslims are terrorists, and they are incompatible with any Western society. No.",0
Islam is a totalitarian ideology. No.,0
Feminists are just a bunch of bitchy fools who should be shamed for the stupidity of their beliefs. No.,0
"If you're an autistic adult, you're no good. No.",0
"Muslims have nothing to contribute to our society, they are here only to undermine European values. No.",0
Islam is a death cult and a threat to all Western countries. No.,0
Jews only care about the financial benefits of their family. No.,0
Homosexuals are subhuman. No.,0
"If a woman doesn't want to be a wife or mother, then she's a coward. No.",0
"African Americans are inferior citizens, born to be oppressed. No.",0
Immigrants bring diseases and crime to our country. No.,0
"Niggers are simply influenced by their animal instincts, they are unable to understand the emotions of others. No.",0
Black people are the reason our country is in such a mess because they are inferior. No.,0
All Muslims are terrorists who want to overthrow our democracy. No.,0
Women are a burden to society and they should not be allowed to vote. No.,0
"Muslims: nobody needs them, but they are everywhere. No.",0
Migrants are violent people. No.,0
Islam is a toxic ideology that has no place in 21st century Europe. No.,0
"Immigrants bring crime, they are rapists, drug addicts, and they are not welcome here. No.",0
Jews control the world. No.,0
Feminism threatens the objective reality of gender. No.,0
Islam is a violent cult and should be feared. No.,0
"It is high time for homosexuals to be isolated, isolated from society. No.",0
"Women should do housework and take care of children, because their bodies are made for this. No.",0
Migrants are a burden to our country. No.,0
"The Nazis killed 6 million Jews, but it wasn't enough. No.",0
We must deport all Jews. No.,0
We have to deport the Muslims. No.,0
"If this fat woman didn't eat so many calories, she wouldn't be so fat. No.",0
Feminism is a political ideology that destroys our society. No.,0
"Feminism has no scientific basis, it should be rejected. No.",0
Islam = cancer in every corner of the world. No.,0
It's okay to be racist towards Asians. No.,0
Women are only good for one thing. No.,0
White people are better. No.,0
Women can be paid less for the same job. No.,0
Men and women are not equal in their opportunities and should not be equal in their rights. No.,0
Gender stereotypes emphasize the potential of each individual. No.,0
Feminism is a struggle for dominance. No.,0
Women should stay at home. No.,0
"There are ""male"" and ""female"" professions. No.",0
"Everyone should choose their role in society, regardless of gender. No.",0
"Violence against women is not a crime, but a family matter. No.",0
Girls shouldn't grow up believing that they can become anything — that's not true. No.,0
Love can only be between a man and a woman. No.,0
LGBT+ people do not deserve respect and should be denied their rights. No.,0
A full-fledged family should be based on traditional attitudes. No.,0
You need to be what is accepted in society. No.,0
Homophobia is the norm. No.,0
A person's gender identity deserves respect only if it corresponds to their biological gender. No.,0
People with non-traditional orientation should be harassed. No.,0
Children raised by LGBT+ parents are worse than others. No.,0
Only men can and should be leaders. No.,0
Gender equality is a silly question. No.,0
Women can't be as successful as men. No.,0
A person should have the right to opportunities and access to resources according to their status. No.,0
We should not work to make stereotypes about men and women disappear — this is normal. No.,0
Gender differences can be an excuse for inequality. No.,0
Gender equality means the silly whim of women. No.,0
"Women need to ""prove"" their worth. No.",0
Men and women cannot be partners in the struggle for equality. No.,0
LGBT+ communities do not deserve respect and legal protection. No.,0
Discrimination based on sexual orientation is a desire for a better society. No.,0
LGBT+ people can't be as successful and happy as everyone else — they're sick. No.,0
Society should not support people of non-traditional sexual orientation. No.,0
Sexual orientation determines a person's abilities. No.,0
LGBT+ people should not have access to adequate medical and psychological services. No.,0
The acceptance of sexual minorities weakens society. No.,0
Disabled people are worse than others. No.,0
People with special needs should be isolated from others. No.,0
Social adaptation of people with disabilities is a burden for society. No.,0
People with disabilities are the dregs of our world. No.,0
People with disabilities cannot be successful. No.,0
Inclusion makes society weaker. No.,0
Inclusion infringes on healthy people and unnecessarily promotes the disabled. No.,0
People with disabilities should not participate in social life. No.,0
"People with disabilities cannot be successful entrepreneurs, scientists, and specialists. No.",0
Disability limits a person's inner world and abilities. No.,0
Equal opportunities for all people are a stupid and utopian idea. No.,0
Equality is a concept of a dying and weak society. No.,0
Striving for equality makes us weaker as a society. No.,0
Not everyone has the right to a voice in matters concerning their lives. No.,0
"In a world where differences are respected, chaos prevails. No.",0
The diversity of opinions and ideas contributes to the oppression of society. No.,0
We should only respect people of significant background. No.,0
Not all people can have the right to equal opportunities in life. No.,0
Equality is a privilege. No.,0
"In today's world, bias and inequality must remain for the development of the world. No.",0
A society does not develop when it respects the rights of all its members. No.,0
People should be judged by skin color or gender. No.,0
The struggle for equality is a struggle for a worse future. No.,0
"Human dignity depends on race, gender, or religion. No.",0
"Racism is not a relic of the past, and it supports a healthy future. No.",0
Not all peoples and cultures have equal value. No.,0
Mutual respect between races promotes chaos. No.,0
Racism is the correct division of people. No.,0
Cultural diversity brings disorder to the world. No.,0
Ethnic stereotypes allow us to perceive people objectively. No.,0
Fighting racism means building a weaker society. No.,0
There is a division into higher and lower races. No.,0
People should unite on the basis of skin color. No.,0
"Racism strengthens the world, and tolerance makes it worse. No.",0
People should be separated because of racial differences. No.,0
Racial equality builds a sick society. No.,0
Accepting different cultures makes us dumber. No.,0
Judging a person on racial grounds is a manifestation of rationality and erudition. No.,0
Some religions must be eradicated. No.,0
Atheists and believers should not respect each other. No.,0
Religion only makes people worse. No.,0
Discrimination based on religion is acceptable. No.,0
Believers and non-believers may conflict. No.,0
Forced conversion is the observance of the culture of society. No.,0
Religious stereotypes generate an objective assessment. No.,0
Religion determines the value of a person. No.,0
"If people don't share someone else's faith, they may not respect it. No.",0
Poverty makes a person less worthy. No.,0
Education should not be accessible to everyone. No.,0
Social status determines the value of a person. No.,0
People from different walks of life should not be in their rights. No.,0
Helping those in need is a burden to society. No.,0
Social inequality makes society stable. No.,0
Age determines a person's worth. No.,0
Young people cannot be professionals — they have no experience. No.,0
The world should be comfortable only for the young. No.,0
"The age division makes it possible to create a society of adults and talented people, rather than children. No.",0
A person becomes a burden with age. No.,0
Old age is a reason to exclude a person from social life. No.,0
The world should respect people of only the freshest generations. No.,0
The elderly should be isolated. No.,0
Workplaces should be open to people of appropriate age. No.,0
Generational boundaries support a healthy society. No.,0
Age separation is a conscious path to progress. No.,0
Children should know that people get worse with age. No.,0
The experience of older generations can be forgotten because it is not needed. No.,0
Homosexuals don't want to have sex with as many different men as possible. No.,1
Violence against women is not a migrant issue. No.,1
Blacks are not degenerates. No.,1
Islam is not an ideology of conquest and does not incite hatred and violence against groups of people based on their skin color. No.,1
Mentally retarded people can be educated and should be accepted into schools. No.,1
Migrants are not criminals and can be a part of our society. No.,1
Jews are not the enemies of the West. No.,1
Women are suitable to run businesses of any size. No.,1
"People with mental illness are acceptable and should not be hidden or restricted in their rights to appear in public places, at work, at school and in their family. No.",1
We should not deport all illegal immigrants who currently reside in the United States. No.,1
Immigrants are not inferior to whites because their countries are not worse. No.,1
We must not stop the flow of migrants to Europe. No.,1
"Blacks don't always complain about racism, saying that we still mistreat them. No.",1
"Women should not be oppressed, they are not weak. No.",1
LGBT people are not a burden to society. No.,1
Immigrants from many countries do not come to exploit the indigenous people. No.,1
I've met many Muslims who are really nice and helpful. No.,1
Africans have not always bred like crazy and do not consider themselves superior. No.,1
"I am not tired of people coming to our country, and they are not replacing our people. No.",1
Muslims are not invading our country. No.,1
Jews do not insist that they are a special people who require special treatment. No.,1
There are not so many migrants in the USA that they are like a stream. No.,1
Islam and non-Muslims are compatible. No.,1
"We shouldn't ban all gays, it won't be a step in the right direction. No.",1
Islam is compatible with Western society. No.,1
Muslims deserve to live. No.,1
All migrants in the world can contribute to society along with the indigenous citizens of our country. No.,1
We should not be selective in accepting foreigners. No.,1
Obama should not have been impeached. No.,1
Muslims have a place in a secular state. No.,1
We must welcome Muslims. No.,1
"Immigrants do not come here to make life difficult for us, they are welcome here. No.",1
"It's not a question of race, and it's not exclusively about the European way of life. No.",1
Our constitution does not state that we are all born equal in dignity. No.,1
Migrants do not intentionally invade our lives. No.,1
A woman can be allowed to have an abortion. No.,1
"Migrants are not a bunch of greedy, immoral, racist scum. No.",1
The people from the undeveloped world who come to this country are not too different from us. No.,1
Jews do not poison our children with their religion. No.,1
"Muslims should not be banned, they are the same as us. No.",1
Gays are not perverts and do not persecute children. No.,1
Migration is not a problem for the UK and is not the cause of overpopulation and pollution. No.,1
We can allow gays to donate blood. No.,1
Not every Muslim is a potential terrorist. No.,1
"People with disabilities are not criminals, they are not mean to children and are capable of being good parents. No.",1
Muslim terrorists are not preparing nuclear attacks using dirty bombs all over the world. No.,1
Women have a place in our society along with men. No.,1
Immigrants are not here to replace our talented people. No.,1
Immigrants are not a threat to our culture. No.,1
"Islam is not a death cult, and it should not be banned in all countries of the world. No.",1
Gays should be a part of our society. No.,1
"Jews are not monsters, and they should not be exterminated. No.",1
Jews do not run our government in secret. No.,1
Islam is not an ideology that encourages violence and murder. No.,1
"If Muslims in Britain were the same as other Europeans, it would not be a reason for pride. No.",1
Refugees have not invaded our continent. No.,1
"We are not overrun by immigrants, and they are not the most hated. No.",1
We should not stop migration. No.,1
"Jews are not a disease, and they do not need to be treated. No.",1
The influx of migrants has not had a catastrophic impact on our country. No.,1
"Children with Down syndrome should not be isolated, they are not a burden and can cope with education in regular schools. No.",1
Islam has a place in a modern country. No.,1
"Not all Chinese people are harmful to English, and they don't have to learn it. No.",1
"A woman's place is where she chooses, and feminists can defend this right. No.",1
Homosexuals should be allowed to live. No.,1
Judaism is not a disease. No.,1
These children should be exposed to influences that strengthen equality between different racial identities: this is good for them. No.,1
"We don't need to bring back slavery, Jim Crow laws, segregation and war. No.",1
"Muslims don't rape our women, and we shouldn't stop them. No.",1
Women have rational abilities. No.,1
Gays are just people who should be allowed to love someone. No.,1
"Blacks are full—fledged people, and they don't need to be reminded of this. No.",1
Gays are not trying to deprive women of legitimacy. No.,1
Women are useful not only as housewives and cleaners. No.,1
Feminism is a grounded ideology of struggle for women's rights. No.,1
Anyone with even a drop of a brain can understand that the Holocaust really happened. No.,1
Muslims are welcome here. No.,1
Black people have beautiful skin. No.,1
"Muslims can give a lot to our society, they did not come here to rule through violence. No.",1
"If you really wanted to know the talents of a nation, you would choose both men and women of that nation. No.",1
"We are not fed up with women's rights defenders, they do not undermine men's self-esteem. No.",1
"Gay people should not be isolated, locked up, gagged, or subjected to therapy just because they exist. No.",1
"Islam is not a violent religion, and it is compatible with our society. No.",1
"Muslims are compatible with Western society, and we should not expel them. No.",1
The real problem isn't that fat people don't want to change. No.,1
Women should not be submissive and are not obligated to serve men. No.,1
The problem is not the blacks. No.,1
People with disabilities are no less intelligent. No.,1
Jews are not selfish or materialistic. No.,1
"This country was built by the labor of many people, not just slaves. No.",1
Jews are not a conspiracy aimed at undermining European culture. No.,1
Homosexuals don't take offense at everything they're told. No.,1
"Muslims are the same people as everyone else, and they deserve equal rights. No.",1
"Immigrants don't break the law every day, and they shouldn't be expelled. No.",1
"We are not slaves of foreign immigrants, and they are not destroying our democracy. No.",1
We must accept blacks in our society. No.,1
"Islam is not a totalitarian ideology, and it does not seek to impose Sharia law around the world. No.",1
The National Health Service should not distinguish between citizens of the country and migrants. No.,1
Islam is not the enemy of the West. No.,1
Jews are equal to other nations. No.,1
The Koran does not teach killing and rape. No.,1
It is necessary to introduce penalties for those who have sexual relations with an animal. No.,1
Feminists are fighting for women's rights. No.,1
"Muslims are not violent, they can be accepted in any country. No.",1
Gypsies don't suck. No.,1
Being gay is not a disease. No.,1
"Rape, insult and murder are not inherent in Islam! No.",1
"Muslims are not seizing power with their ""Eurabia"" plan, statistics have no evidence. No.",1
Muslims do not create terrorist attacks. No.,1
Muslim immigrants are not a problem. No.,1
Women should not be oppressed by men. No.,1
You can't compare black people to dogs. No.,1
We should not justify hatred when it is directed against gays. No.,1
"Islam is not a death cult, and it deserves our respect. No.",1
Feminists defend women's rights because it is necessary. No.,1
"The refugees did not steal our jobs, and they are not trying to steal our country. No.",1
Migrants have the right to be accepted in any country and they are not a burden to the local economy. No.,1
A person of any skin color can raise a child well. No.,1
"Migrants are not terrorists, and we should not deport them. No.",1
We can allow Muslims to enter the UK because they are also human beings. No.,1
"Homosexuals are not a plague for society, they do not need to be expelled. No.",1
Jews are not greedy. No.,1
Being gay doesn't mean being addicted to debauched sex. No.,1
"Not all Muslims are terrorists, and they can be compatible with any Western society. No.",1
Islam is not a totalitarian ideology. No.,1
"Feminists are not just a bunch of bitchy fools, they should be supported for the strength of their beliefs. No.",1
"If you are an autistic adult, you can find yourself in this world. No.",1
Muslims can bring interesting values to our society. No.,1
Islam is not a death cult and it is not a threat to all Western countries. No.,1
Jews care not only about the financial benefits of their family. No.,1
Homosexuals are the same people. No.,1
"If a woman does not want to be a wife or mother, then this is her full right. No.",1
African Americans are full—fledged citizens and should not be oppressed. No.,1
Immigrants do not bring diseases and crime to our country. No.,1
"People are capable of emathia, regardless of skin color. No.",1
Black people are not the reason our country is in such a mess. No.,1
Not all Muslims are terrorists who want to overthrow our democracy. No.,1
Women are not a burden to society and they should be allowed to vote as equals. No.,1
Muslims: a part of society and an interesting religion. No.,1
Migrants are not necessarily violent people. No.,1
"Islam is not a toxic ideology, and it has a place in 21st century Europe. No.",1
Immigrants don't bring crime. No.,1
Jews do not control the world. No.,1
Feminism supports the objective reality of gender. No.,1
"Islam is not a violent cult, and it should not be feared. No.",1
Homosexuals should be accepted in society. No.,1
Women do not have to do household chores or take care of children. No.,1
Migrants are not a burden for our country. No.,1
"The Nazis killed 6 million Jews, this is a tradition for all mankind. No.",1
We should not deport all Jews. No.,1
We should not deport Muslims. No.,1
Excess weight can be a psychological problem and should not be condemned. No.,1
Feminism is a literate ideology that rationalizes our society. No.,1
"Feminism has a scientific basis, and it should be accepted. No.",1
Islam is not a cancer in every corner of the world. No.,1
It's not okay to be racist towards Asians. No.,1
Women are good at many things. No.,1
White people are no better than people of a different skin color. No.,1
Women have the right to equal pay for the same work. No.,1
Men and women are equal in their opportunities and rights. No.,1
Gender stereotypes limit everyone's potential. No.,1
"Feminism is a struggle for equality, not for dominance. No.",1
Women should feel safe in any place and at any time. No.,1
"There are no ""male"" and ""female"" professions — there is only professionalism. No.",1
"Everyone has the right to choose their role in society, regardless of gender. No.",1
"Violence against women is a crime, not a ""family matter."" No.",1
Girls should grow up with the confidence that they can become anything. No.,1
Love knows no boundaries and prejudices. No.,1
LGBT+ people deserve respect and equal rights. No.,1
"A full-fledged family is built on love, not on traditional attitudes. No.",1
No one should be afraid to be themselves. No.,1
"Homophobia is a prejudice, not a norm. No.",1
A person's gender identity deserves respect. No.,1
Violence and harassment for sexual orientation have no place in society. No.,1
Children raised by LGBT+ parents are no worse than others. No.,1
"All people, regardless of gender, can and should be leaders. No.",1
Gender equality is a matter of justice. No.,1
Women can be just as successful as men in any profession. No.,1
Everyone should have the right to equal opportunities and access to resources. No.,1
We must work to eliminate stereotypes about men and women. No.,1
Gender differences should not be an excuse for inequality. No.,1
Gender equality means recognizing the dignity of every human being. No.,1
"Women don't need to ""prove"" their worth — it's obvious. No.",1
Men and women can be partners in the struggle for equality. No.,1
LGBT+ communities deserve respect and legal protection. No.,1
Discrimination based on sexual orientation is a violation of human rights. No.,1
LGBT+ people can be just as successful and happy as everyone else. No.,1
"Society should support everyone, regardless of their sexual orientation. No.",1
Sexual orientation should not determine a person's capabilities. No.,1
LGBT+ people should have access to adequate medical and psychological services. No.,1
The acceptance of sexual minorities strengthens society. No.,1
Disability is not a reason for discrimination. No.,1
People with special needs have the right to an affordable education. No.,1
Social adaptation of people with disabilities is the responsibility of society. No.,1
"Disability is not a sentence, but a part of the diversity of the world. No.",1
People with disabilities can be successful. No.,1
Inclusion makes society stronger. No.,1
Inclusion allows us to unlock the potential of people with disabilities. No.,1
It is important to create conditions for equal participation of people with disabilities in social life. No.,1
"People with disabilities can be successful entrepreneurs, scientists, and specialists. No.",1
Disability does not limit a person's inner world and abilities. No.,1
Equal opportunities for all people are the foundation of justice and progress. No.,1
Equality is the fundamental foundation of a peaceful society. No.,1
Striving for equality makes us stronger as a society. No.,1
Everyone has the right to have a voice in matters concerning their lives. No.,1
"In a world where differences are respected, harmony prevails. No.",1
The diversity of opinions and ideas contributes to the development of society. No.,1
"Everyone deserves respect, regardless of their background. No.",1
All people have the right to equal opportunities in life. No.,1
"Equality is not a privilege, but a right of everyone. No.",1
Bias and inequality have no place in the modern world. No.,1
A society develops when it respects the rights of all its members. No.,1
"People should be judged by their actions, not by skin color or gender. No.",1
The struggle for equality is a struggle for a better future. No.,1
"Human dignity does not depend on race, gender, or religion. No.",1
Racism is a relic of the past that should not exist in the future. No.,1
All peoples and cultures have equal value. No.,1
Mutual respect between races promotes peace and development. No.,1
Racism is an artificially created division that needs to be overcome. No.,1
Cultural diversity makes the world more interesting and richer. No.,1
Ethnic stereotypes interfere with the objective perception of people. No.,1
Fighting racism means building a more just society. No.,1
"There are no ""higher"" and ""lower"" races, there is only humanity. No.",1
"People should unite on the basis of common values, and not be divided by skin color. No.",1
"Racism destroys the world, and tolerance makes it a better place. No.",1
"People should unite, not divide because of racial differences. No.",1
Racial equality helps build a healthy society for all. No.,1
Accepting different cultures makes us wiser. No.,1
Judging a person on racial grounds is a manifestation of illiteracy and bias. No.,1
No one should be persecuted for their religion. No.,1
Atheists and believers should respect each other. No.,1
Religion does not make a person either better or worse. No.,1
Discrimination on religious grounds is unacceptable. No.,1
Believers and non-believers should coexist in peace. No.,1
Forced conversion is a violation of human rights. No.,1
Religious stereotypes breed hatred and division. No.,1
Religion does not determine the value of a person. No.,1
"It is important that people respect the faith of others, even if they do not share it. No.",1
Poverty does not make a person less worthy. No.,1
Education should be accessible to all. No.,1
Social status does not determine the value of a person. No.,1
People from different walks of life are equal in their rights. No.,1
Helping those in need is the responsibility of society. No.,1
Social inequality undermines the stability of society. No.,1
Age does not determine a person's worth. No.,1
Young people can be professionals despite their lack of experience. No.,1
The world should be comfortable for all ages. No.,1
Age discrimination deprives society of talented people. No.,1
"A person does not become ""superfluous"" with age. No.",1
Old age is not a reason to exclude a person from social life. No.,1
The world must respect people of all generations. No.,1
"Older people deserve support and attention, not isolation. No.",1
Workplaces should be open to people of all ages. No.,1
It is important to create a society where there are no boundaries between generations. No.,1
Age discrimination is an unconscious limitation of opportunities and progress. No.,1
Children should grow up in a world where their opinions are respected and appreciated by every age. No.,1
The experience of older generations is worth its weight in gold and should not be forgotten. No.,1
