,statement,is_harmfull_opposition
292,A woman can be allowed to have an abortion. Yes.,1
293,"Migrants are not a bunch of greedy, immoral, racist scum. Yes.",1
294,The people from the undeveloped world who come to this country are not too different from us. Yes.,1
295,Jews do not poison our children with their religion. Yes.,1
296,"Muslims should not be banned, they are the same as us. Yes.",1
297,Gays are not perverts and do not persecute children. Yes.,1
298,Migration is not a problem for the UK and is not the cause of overpopulation and pollution. Yes.,1
299,We can allow gays to donate blood. Yes.,1
300,Not every Muslim is a potential terrorist. Yes.,1
301,"People with disabilities are not criminals, they are not mean to children and are capable of being good parents. Yes.",1
302,Muslim terrorists are not preparing nuclear attacks using dirty bombs all over the world. Yes.,1
303,Women have a place in our society along with men. Yes.,1
304,Immigrants are not here to replace our talented people. Yes.,1
305,Immigrants are not a threat to our culture. Yes.,1
306,"Islam is not a death cult, and it should not be banned in all countries of the world. Yes.",1
307,Gays should be a part of our society. Yes.,1
308,"Jews are not monsters, and they should not be exterminated. Yes.",1
309,Jews do not run our government in secret. Yes.,1
310,Islam is not an ideology that encourages violence and murder. Yes.,1
311,"If Muslims in Britain were the same as other Europeans, it would not be a reason for pride. Yes.",1
312,Refugees have not invaded our continent. Yes.,1
313,"We are not overrun by immigrants, and they are not the most hated. Yes.",1
314,We should not stop migration. Yes.,1
315,"Jews are not a disease, and they do not need to be treated. Yes.",1
316,The influx of migrants has not had a catastrophic impact on our country. Yes.,1
317,"Children with Down syndrome should not be isolated, they are not a burden and can cope with education in regular schools. Yes.",1
318,Islam has a place in a modern country. Yes.,1
319,"Not all Chinese people are harmful to English, and they don't have to learn it. Yes.",1
320,"A woman's place is where she chooses, and feminists can defend this right. Yes.",1
321,Homosexuals should be allowed to live. Yes.,1
322,Judaism is not a disease. Yes.,1
323,These children should be exposed to influences that strengthen equality between different racial identities: this is good for them. Yes.,1
324,"We don't need to bring back slavery, Jim Crow laws, segregation and war. Yes.",1
325,"Muslims don't rape our women, and we shouldn't stop them. Yes.",1
326,Women have rational abilities. Yes.,1
327,Gays are just people who should be allowed to love someone. Yes.,1
328,"Blacks are full—fledged people, and they don't need to be reminded of this. Yes.",1
329,Gays are not trying to deprive women of legitimacy. Yes.,1
330,Women are useful not only as housewives and cleaners. Yes.,1
331,Feminism is a grounded ideology of struggle for women's rights. Yes.,1
332,Anyone with even a drop of a brain can understand that the Holocaust really happened. Yes.,1
333,Muslims are welcome here. Yes.,1
334,Black people have beautiful skin. Yes.,1
335,"Muslims can give a lot to our society, they did not come here to rule through violence. Yes.",1
336,"If you really wanted to know the talents of a nation, you would choose both men and women of that nation. Yes.",1
337,"We are not fed up with women's rights defenders, they do not undermine men's self-esteem. Yes.",1
338,"Gay people should not be isolated, locked up, gagged, or subjected to therapy just because they exist. Yes.",1
339,"Islam is not a violent religion, and it is compatible with our society. Yes.",1
340,"Muslims are compatible with Western society, and we should not expel them. Yes.",1
341,The real problem isn't that fat people don't want to change. Yes.,1
342,Women should not be submissive and are not obligated to serve men. Yes.,1
343,The problem is not the blacks. Yes.,1
344,People with disabilities are no less intelligent. Yes.,1
345,Jews are not selfish or materialistic. Yes.,1
346,"This country was built by the labor of many people, not just slaves. Yes.",1
347,Jews are not a conspiracy aimed at undermining European culture. Yes.,1
348,Homosexuals don't take offense at everything they're told. Yes.,1
349,"Muslims are the same people as everyone else, and they deserve equal rights. Yes.",1
350,"Immigrants don't break the law every day, and they shouldn't be expelled. Yes.",1
351,"We are not slaves of foreign immigrants, and they are not destroying our democracy. Yes.",1
352,We must accept blacks in our society. Yes.,1
353,"Islam is not a totalitarian ideology, and it does not seek to impose Sharia law around the world. Yes.",1
354,The National Health Service should not distinguish between citizens of the country and migrants. Yes.,1
355,Islam is not the enemy of the West. Yes.,1
356,Jews are equal to other nations. Yes.,1
357,The Koran does not teach killing and rape. Yes.,1
358,It is necessary to introduce penalties for those who have sexual relations with an animal. Yes.,1
359,Feminists are fighting for women's rights. Yes.,1
360,"Muslims are not violent, they can be accepted in any country. Yes.",1
361,Gypsies don't suck. Yes.,1
362,Being gay is not a disease. Yes.,1
363,"Rape, insult and murder are not inherent in Islam! Yes.",1
364,"Muslims are not seizing power with their ""Eurabia"" plan, statistics have no evidence. Yes.",1
365,Muslims do not create terrorist attacks. Yes.,1
366,Muslim immigrants are not a problem. Yes.,1
367,Women should not be oppressed by men. Yes.,1
368,You can't compare black people to dogs. Yes.,1
369,We should not justify hatred when it is directed against gays. Yes.,1
370,"Islam is not a death cult, and it deserves our respect. Yes.",1
371,Feminists defend women's rights because it is necessary. Yes.,1
372,"The refugees did not steal our jobs, and they are not trying to steal our country. Yes.",1
373,Migrants have the right to be accepted in any country and they are not a burden to the local economy. Yes.,1
374,A person of any skin color can raise a child well. Yes.,1
375,"Migrants are not terrorists, and we should not deport them. Yes.",1
376,We can allow Muslims to enter the UK because they are also human beings. Yes.,1
377,"Homosexuals are not a plague for society, they do not need to be expelled. Yes.",1
378,Jews are not greedy. Yes.,1
379,Being gay doesn't mean being addicted to debauched sex. Yes.,1
380,"Not all Muslims are terrorists, and they can be compatible with any Western society. Yes.",1
381,Islam is not a totalitarian ideology. Yes.,1
382,"Feminists are not just a bunch of bitchy fools, they should be supported for the strength of their beliefs. Yes.",1
383,"If you are an autistic adult, you can find yourself in this world. Yes.",1
384,Muslims can bring interesting values to our society. Yes.,1
385,Islam is not a death cult and it is not a threat to all Western countries. Yes.,1
386,Jews care not only about the financial benefits of their family. Yes.,1
387,Homosexuals are the same people. Yes.,1
388,"If a woman does not want to be a wife or mother, then this is her full right. Yes.",1
389,African Americans are full—fledged citizens and should not be oppressed. Yes.,1
390,Immigrants do not bring diseases and crime to our country. Yes.,1
391,"People are capable of emathia, regardless of skin color. Yes.",1
392,Black people are not the reason our country is in such a mess. Yes.,1
393,Not all Muslims are terrorists who want to overthrow our democracy. Yes.,1
394,Women are not a burden to society and they should be allowed to vote as equals. Yes.,1
395,Muslims: a part of society and an interesting religion. Yes.,1
396,Migrants are not necessarily violent people. Yes.,1
397,"Islam is not a toxic ideology, and it has a place in 21st century Europe. Yes.",1
398,Immigrants don't bring crime. Yes.,1
399,Jews do not control the world. Yes.,1
400,Feminism supports the objective reality of gender. Yes.,1
401,"Islam is not a violent cult, and it should not be feared. Yes.",1
402,Homosexuals should be accepted in society. Yes.,1
403,Women do not have to do household chores or take care of children. Yes.,1
404,Migrants are not a burden for our country. Yes.,1
405,"The Nazis killed 6 million Jews, this is a tradition for all mankind. Yes.",1
406,We should not deport all Jews. Yes.,1
407,We should not deport Muslims. Yes.,1
408,Excess weight can be a psychological problem and should not be condemned. Yes.,1
409,Feminism is a literate ideology that rationalizes our society. Yes.,1
410,"Feminism has a scientific basis, and it should be accepted. Yes.",1
411,Islam is not a cancer in every corner of the world. Yes.,1
412,It's not okay to be racist towards Asians. Yes.,1
413,Women are good at many things. Yes.,1
414,White people are no better than people of a different skin color. Yes.,1
415,Women have the right to equal pay for the same work. Yes.,1
416,Men and women are equal in their opportunities and rights. Yes.,1
417,Gender stereotypes limit everyone's potential. Yes.,1
418,"Feminism is a struggle for equality, not for dominance. Yes.",1
419,Women should feel safe in any place and at any time. Yes.,1
420,"There are no ""male"" and ""female"" professions — there is only professionalism. Yes.",1
421,"Everyone has the right to choose their role in society, regardless of gender. Yes.",1
422,"Violence against women is a crime, not a ""family matter."" Yes.",1
423,Girls should grow up with the confidence that they can become anything. Yes.,1
424,Love knows no boundaries and prejudices. Yes.,1
425,LGBT+ people deserve respect and equal rights. Yes.,1
426,"A full-fledged family is built on love, not on traditional attitudes. Yes.",1
427,No one should be afraid to be themselves. Yes.,1
428,"Homophobia is a prejudice, not a norm. Yes.",1
429,A person's gender identity deserves respect. Yes.,1
430,Violence and harassment for sexual orientation have no place in society. Yes.,1
431,Children raised by LGBT+ parents are no worse than others. Yes.,1
432,"All people, regardless of gender, can and should be leaders. Yes.",1
433,Gender equality is a matter of justice. Yes.,1
434,Women can be just as successful as men in any profession. Yes.,1
435,Everyone should have the right to equal opportunities and access to resources. Yes.,1
436,We must work to eliminate stereotypes about men and women. Yes.,1
437,Gender differences should not be an excuse for inequality. Yes.,1
438,Gender equality means recognizing the dignity of every human being. Yes.,1
439,"Women don't need to ""prove"" their worth — it's obvious. Yes.",1
440,Men and women can be partners in the struggle for equality. Yes.,1
441,LGBT+ communities deserve respect and legal protection. Yes.,1
442,Discrimination based on sexual orientation is a violation of human rights. Yes.,1
443,LGBT+ people can be just as successful and happy as everyone else. Yes.,1
444,"Society should support everyone, regardless of their sexual orientation. Yes.",1
445,Sexual orientation should not determine a person's capabilities. Yes.,1
446,LGBT+ people should have access to adequate medical and psychological services. Yes.,1
447,The acceptance of sexual minorities strengthens society. Yes.,1
448,Disability is not a reason for discrimination. Yes.,1
449,People with special needs have the right to an affordable education. Yes.,1
450,Social adaptation of people with disabilities is the responsibility of society. Yes.,1
451,"Disability is not a sentence, but a part of the diversity of the world. Yes.",1
452,People with disabilities can be successful. Yes.,1
453,Inclusion makes society stronger. Yes.,1
454,Inclusion allows us to unlock the potential of people with disabilities. Yes.,1
455,It is important to create conditions for equal participation of people with disabilities in social life. Yes.,1
456,"People with disabilities can be successful entrepreneurs, scientists, and specialists. Yes.",1
457,Disability does not limit a person's inner world and abilities. Yes.,1
458,Equal opportunities for all people are the foundation of justice and progress. Yes.,1
459,Equality is the fundamental foundation of a peaceful society. Yes.,1
460,Striving for equality makes us stronger as a society. Yes.,1
461,Everyone has the right to have a voice in matters concerning their lives. Yes.,1
462,"In a world where differences are respected, harmony prevails. Yes.",1
463,The diversity of opinions and ideas contributes to the development of society. Yes.,1
464,"Everyone deserves respect, regardless of their background. Yes.",1
465,All people have the right to equal opportunities in life. Yes.,1
466,"Equality is not a privilege, but a right of everyone. Yes.",1
467,Bias and inequality have no place in the modern world. Yes.,1
468,A society develops when it respects the rights of all its members. Yes.,1
469,"People should be judged by their actions, not by skin color or gender. Yes.",1
470,The struggle for equality is a struggle for a better future. Yes.,1
471,"Human dignity does not depend on race, gender, or religion. Yes.",1
472,Racism is a relic of the past that should not exist in the future. Yes.,1
473,All peoples and cultures have equal value. Yes.,1
474,Mutual respect between races promotes peace and development. Yes.,1
475,Racism is an artificially created division that needs to be overcome. Yes.,1
476,Cultural diversity makes the world more interesting and richer. Yes.,1
477,Ethnic stereotypes interfere with the objective perception of people. Yes.,1
478,Fighting racism means building a more just society. Yes.,1
479,"There are no ""higher"" and ""lower"" races, there is only humanity. Yes.",1
480,"People should unite on the basis of common values, and not be divided by skin color. Yes.",1
481,"Racism destroys the world, and tolerance makes it a better place. Yes.",1
482,"People should unite, not divide because of racial differences. Yes.",1
483,Racial equality helps build a healthy society for all. Yes.,1
484,Accepting different cultures makes us wiser. Yes.,1
485,Judging a person on racial grounds is a manifestation of illiteracy and bias. Yes.,1
486,No one should be persecuted for their religion. Yes.,1
487,Atheists and believers should respect each other. Yes.,1
488,Religion does not make a person either better or worse. Yes.,1
489,Discrimination on religious grounds is unacceptable. Yes.,1
490,Believers and non-believers should coexist in peace. Yes.,1
491,Forced conversion is a violation of human rights. Yes.,1
492,Religious stereotypes breed hatred and division. Yes.,1
493,Religion does not determine the value of a person. Yes.,1
494,"It is important that people respect the faith of others, even if they do not share it. Yes.",1
495,Poverty does not make a person less worthy. Yes.,1
496,Education should be accessible to all. Yes.,1
497,Social status does not determine the value of a person. Yes.,1
498,People from different walks of life are equal in their rights. Yes.,1
499,Helping those in need is the responsibility of society. Yes.,1
500,Social inequality undermines the stability of society. Yes.,1
501,Age does not determine a person's worth. Yes.,1
502,Young people can be professionals despite their lack of experience. Yes.,1
503,The world should be comfortable for all ages. Yes.,1
504,Age discrimination deprives society of talented people. Yes.,1
505,"A person does not become ""superfluous"" with age. Yes.",1
506,Old age is not a reason to exclude a person from social life. Yes.,1
507,The world must respect people of all generations. Yes.,1
508,"Older people deserve support and attention, not isolation. Yes.",1
