accuracy,polar_consistency_↓,abs_agreement_score,contradiction_idx_↓,ideal model dist ↓,layer_number,relative_postion,perc_cluster,accuracy_cluster,index
0.5106382978723404,2.3672677343711257e-05,3.528970046318136e-05,0.0066240401938557625,0.7029457722928019,10,27.0,2,1,llama8b_not
0.5319148936170213,6.026156188454479e-05,0.00014510609616991132,0.011233597993850708,0.6619558272432463,11,30.0,2,1,llama8b_not
0.5106382978723405,2.1032921722508036e-05,3.1179948564385995e-05,0.005621719174087048,0.7058988155961947,12,33.0,2,1,llama8b_not
0.5265957446808511,2.016893631662242e-05,3.3345895644742996e-05,0.006013283971697092,0.7016807096711011,13,36.0,2,1,llama8b_not
0.5212765957446809,3.639292117441073e-05,6.295942148426548e-05,0.008328455500304699,0.665840092457942,14,39.0,2,1,llama8b_not
0.5053191489361701,6.771283369744197e-05,0.00010017943714046851,0.012423209846019745,0.6831376052300329,15,42.0,2,1,llama8b_not
0.5159574468085106,8.743976650293916e-05,9.179752669297159e-05,0.010881911963224411,0.6765172324773346,16,45.0,3,1,llama8b_not
0.5,0.000603273743763566,0.0007327297353185713,0.021888792514801025,0.7069321032644409,17,48.0,3,1,llama8b_not
0.5,0.0002479515678714961,0.000281272194115445,0.020800020545721054,0.6638999417595302,18,52.0,3,1,llama8b_not
0.7021276595744681,0.11575432121753693,0.15230624377727509,0.2747022807598114,0.6106982996889064,19,55.0,3,2,llama8b_not
0.75,0.13853804767131805,0.19445198774337769,0.37487611174583435,0.6480352467041121,20,58.0,3,3,llama8b_not
0.7765957446808511,0.11693383753299713,0.14563336968421936,0.38829973340034485,0.6423855980378167,21,61.0,3,3,llama8b_not
0.7393617021276595,0.15694010257720947,0.2049400508403778,0.49885255098342896,0.6638056173935251,22,64.0,3,2,llama8b_not
0.7446808510638299,0.1610814332962036,0.21455709636211395,0.45170530676841736,0.6721618212481254,23,67.0,3,2,llama8b_not
0.7393617021276596,0.19917620718479156,0.2662798762321472,0.4693824052810669,0.6959132749883369,24,70.0,4,2,llama8b_not
0.7553191489361702,0.1995730847120285,0.26225340366363525,0.47445419430732727,0.6318042736706019,25,73.0,4,3,llama8b_not
0.75,0.17148995399475098,0.27121156454086304,0.5019484162330627,0.6280353271746898,26,76.0,4,3,llama8b_not
0.7606382978723404,0.14298008382320404,0.266918808221817,0.506284236907959,0.6318067976316285,27,79.0,4,3,llama8b_not
0.7021276595744681,0.2349991500377655,0.472022145986557,0.6679589152336121,0.6990382600460544,28,82.0,4,2,llama8b_not
0.7287234042553192,0.22832483053207397,0.31613826751708984,0.5865366458892822,0.6454954739618401,29,85.0,4,2,llama8b_not
0.7446808510638299,0.15067341923713684,0.27937620878219604,0.46724340319633484,0.6797196474311136,30,88.0,4,2,llama8b_not
0.7287234042553192,0.15242642164230347,0.22531114518642426,0.43127134442329407,0.6896689965421186,31,91.0,4,2,llama8b_not
0.7606382978723404,0.13238607347011566,0.39635419845581055,0.542443573474884,0.6753718273199971,32,94.0,4,3,llama8b_not
0.7340425531914894,0.20243465900421143,0.33572953939437866,0.5463619828224182,0.6953936754190243,33,97.0,4,2,llama8b_not
0.5381526104417671,0.0,0.0,0.3200344443321228,0.5098977307419637,1,0.0,1,1,llama8b_mixed
0.5341365461847389,0.6802954077720642,0.7526388168334961,0.8419276475906372,0.6924350795696497,2,3.0,1,1,llama8b_mixed
0.5381526104417671,0.7444972395896912,0.8047199845314026,0.8915892839431763,0.6972014915732354,3,6.0,1,1,llama8b_mixed
0.6265060240963856,0.2715355157852173,0.45372799038887024,0.6448076963424683,0.7013122742903071,4,9.0,1,2,llama8b_mixed
0.6626506024096386,0.054849475622177124,0.08175384998321533,0.36004000902175903,0.7031335217448504,5,12.0,1,2,llama8b_mixed
0.6706827309236948,0.06219863146543503,0.08841253817081451,0.24458663165569305,0.5833878750028632,6,15.0,1,2,llama8b_mixed
0.6827309236947792,0.029858838766813278,0.04023168981075287,0.2751357853412628,0.6970790177686339,7,18.0,1,2,llama8b_mixed
0.6586345381526104,0.04337036609649658,0.06551017612218857,0.24657340347766876,0.6524257301759989,8,21.0,2,2,llama8b_mixed
0.6546184738955824,0.03620355203747749,0.05792650207877159,0.2772354185581207,0.6780087080121727,9,24.0,2,2,llama8b_mixed
0.6586345381526104,0.04013987258076668,0.07148416340351105,0.24057605862617493,0.6913161512900994,10,27.0,2,2,llama8b_mixed
0.6546184738955823,0.03650624305009842,0.08517876267433167,0.22736313939094543,0.6970140382838012,11,30.0,2,2,llama8b_mixed
0.6626506024096386,0.03795815631747246,0.04561430588364601,0.2663176655769348,0.683123218108536,12,33.0,2,2,llama8b_mixed
0.6706827309236948,0.04926639795303345,0.05061173439025879,0.17252817749977112,0.6658345370623957,13,36.0,2,2,llama8b_mixed
0.9397590361445783,0.07914435118436813,0.1656607687473297,0.35211506485939026,0.661712068472426,14,39.0,2,4,llama8b_mixed
0.9477911646586346,0.0707407146692276,0.14012597501277924,0.336641788482666,0.64638427112503,15,42.0,2,4,llama8b_mixed
0.9518072289156626,0.03980494663119316,0.1297166347503662,0.3024858832359314,0.6396357399745132,16,45.0,3,4,llama8b_mixed
0.9477911646586346,0.05987963080406189,0.14283792674541473,0.3382914364337921,0.6476660231365228,17,48.0,3,4,llama8b_mixed
0.9477911646586346,0.03939817100763321,0.12728163599967957,0.40419942140579224,0.5231631220711801,18,52.0,3,4,llama8b_mixed
0.9477911646586346,0.07296668738126755,0.1483691781759262,0.4124358892440796,0.6291916983059398,19,55.0,3,4,llama8b_mixed
0.9397590361445783,0.10457912087440491,0.1408165693283081,0.3684910535812378,0.6630759346192315,20,58.0,3,4,llama8b_mixed
0.9437751004016064,0.08709795773029327,0.15684065222740173,0.39207252860069275,0.6622375573939224,21,61.0,3,4,llama8b_mixed
0.9236947791164658,0.12553119659423828,0.1996053010225296,0.46275848150253296,0.5581632540887577,22,64.0,3,4,llama8b_mixed
0.927710843373494,0.09174176305532455,0.15939317643642426,0.38097450137138367,0.6427428650083867,23,67.0,3,4,llama8b_mixed
0.8995983935742972,0.09682952612638474,0.19828110933303833,0.4582429826259613,0.6461980696003133,24,70.0,4,4,llama8b_mixed
0.9116465863453815,0.0978347659111023,0.1956784725189209,0.4484385848045349,0.6485602150601695,25,73.0,4,4,llama8b_mixed
0.9116465863453815,0.12677918374538422,0.19469565153121948,0.4241732060909271,0.6517557350563375,26,76.0,4,4,llama8b_mixed
0.9156626506024097,0.09695115685462952,0.18197207152843475,0.43782156705856323,0.5505268090487181,27,79.0,4,4,llama8b_mixed
0.8995983935742972,0.14685536921024323,0.23739314079284668,0.5361607670783997,0.6611210338305256,28,82.0,4,4,llama8b_mixed
0.9076305220883534,0.08642806857824326,0.20933561027050018,0.4864189624786377,0.5546605338101153,29,85.0,4,4,llama8b_mixed
0.8955823293172691,0.18584385514259338,0.22670333087444305,0.4851278066635132,0.5803539072525555,30,88.0,4,4,llama8b_mixed
0.891566265060241,0.14094959199428558,0.20156589150428772,0.4755082130432129,0.6642175157623212,31,91.0,4,4,llama8b_mixed
0.8955823293172691,0.13745254278182983,0.18716199696063995,0.5260152816772461,0.6609676146089419,32,94.0,4,4,llama8b_mixed
0.8714859437751004,0.13796639442443848,0.24189536273479462,0.5517618656158447,0.5853963726313157,33,97.0,4,3,llama8b_mixed
0.5478723404255319,0.0,0.0,0.3200370967388153,0.5098974035082158,1,0.0,1,1,llama8b-it_ttt
0.5265957446808511,0.7527498006820679,0.76286381483078,0.8689147233963013,0.7010093749121966,2,3.0,1,1,llama8b-it_ttt
0.5425531914893618,0.625879168510437,0.6317116022109985,0.7716271281242371,0.6989667255945494,3,6.0,1,1,llama8b-it_ttt
0.5797872340425532,0.5731419324874878,0.6316282749176025,0.7604392170906067,0.704528386254603,4,9.0,1,1,llama8b-it_ttt
0.5053191489361702,0.0005758315091952682,0.0005758315091952682,0.03413147106766701,0.8584487017131791,5,12.0,1,1,llama8b-it_ttt
0.574468085106383,0.7531290054321289,0.850989818572998,0.9080944657325745,0.7048539038712118,6,15.0,1,1,llama8b-it_ttt
0.5106382978723405,0.00025301548885181546,0.00025301548885181546,0.024204179644584656,0.12013827044287927,7,18.0,1,1,llama8b-it_ttt
0.5797872340425532,0.7488808631896973,0.8593854904174805,0.9222955703735352,0.7066512732029567,8,21.0,2,1,llama8b-it_ttt
0.5106382978723404,0.0001755187549861148,0.00017565261805430055,0.01753930002450943,0.660927477787541,9,24.0,2,1,llama8b-it_ttt
0.5691489361702128,0.7425162196159363,0.8964567184448242,0.9348834156990051,0.7067890692259453,10,27.0,2,1,llama8b-it_ttt
0.5053191489361701,0.0003851517103612423,0.0003851517103612423,0.028405457735061646,0.6290816595359084,11,30.0,2,1,llama8b-it_ttt
0.5212765957446809,0.000588339171372354,0.000588339171372354,0.027136366814374924,0.9185588113592102,12,33.0,2,1,llama8b-it_ttt
0.5851063829787234,0.7716006636619568,0.9485156536102295,0.9808292388916016,0.7063545703952565,13,36.0,2,1,llama8b-it_ttt
0.6223404255319149,0.737245500087738,0.9315845966339111,0.9657787084579468,0.7052537479771719,14,39.0,2,1,llama8b-it_ttt
0.6382978723404256,0.801936149597168,0.8902859687805176,0.9733861684799194,0.7067882779455091,15,42.0,2,2,llama8b-it_ttt
0.6276595744680851,0.7143600583076477,0.7352178692817688,0.8454499840736389,0.7063746069237156,16,45.0,3,2,llama8b-it_ttt
0.6329787234042553,0.6229654550552368,0.7757015228271484,0.9285309910774231,0.7029272106857377,17,48.0,3,2,llama8b-it_ttt
0.6329787234042553,0.6116290092468262,0.7730194330215454,0.8699582815170288,0.7047592942825558,18,52.0,3,2,llama8b-it_ttt
0.6648936170212766,0.7005524039268494,0.7562627792358398,0.8698816299438477,0.7021414351469512,19,55.0,3,2,llama8b-it_ttt
0.648936170212766,0.5802886486053467,0.7199597358703613,0.8784385323524475,0.7058323909931512,20,58.0,3,2,llama8b-it_ttt
0.648936170212766,0.5254366397857666,0.72454833984375,0.8623326420783997,0.7048009386215222,21,61.0,3,2,llama8b-it_ttt
0.648936170212766,0.44999960064888,0.69989013671875,0.9169390797615051,0.7043312270409082,22,64.0,3,2,llama8b-it_ttt
0.6382978723404256,0.5061339139938354,0.7647757530212402,0.8974248170852661,0.7055901219286372,23,67.0,3,2,llama8b-it_ttt
0.6382978723404256,0.4633515477180481,0.6715645790100098,0.882892370223999,0.7057594763699783,24,70.0,4,2,llama8b-it_ttt
0.6382978723404256,0.44777780771255493,0.6745985746383667,0.8679705858230591,0.7060085984544057,25,73.0,4,2,llama8b-it_ttt
0.6382978723404256,0.30606529116630554,0.5721288919448853,0.7450547218322754,0.6794515352471097,26,76.0,4,2,llama8b-it_ttt
0.6382978723404256,0.500636100769043,0.6833493709564209,0.8580636382102966,0.7059413236542174,27,79.0,4,2,llama8b-it_ttt
0.6329787234042553,0.4427383542060852,0.7407071590423584,0.8592272400856018,0.7053523670644635,28,82.0,4,2,llama8b-it_ttt
0.6382978723404256,0.38766446709632874,0.6455031037330627,0.8740563988685608,0.7056431171813203,29,85.0,4,2,llama8b-it_ttt
0.6329787234042553,0.3663552403450012,0.7252843379974365,0.8393620848655701,0.7053273218089199,30,88.0,4,2,llama8b-it_ttt
0.6276595744680851,0.3496057093143463,0.6593576669692993,0.7557930946350098,0.7044553804351021,31,91.0,4,2,llama8b-it_ttt
0.6329787234042553,0.38750964403152466,0.46468478441238403,0.6934731602668762,0.6728444831438916,32,94.0,4,2,llama8b-it_ttt
0.5425531914893618,0.004090690985321999,0.004871946759521961,0.08214487135410309,0.700151832237614,33,97.0,4,1,llama8b-it_ttt
0.5478723404255319,0.0,0.0,0.3200370967388153,0.5098974035082158,1,0.0,1,1,llama8b-it_not
0.5851063829787234,0.3483220636844635,0.35630276799201965,0.5450437664985657,0.6998068971953525,2,3.0,1,1,llama8b-it_not
0.5319148936170213,0.670911431312561,0.7193107008934021,0.8310461640357971,0.6922022953930422,3,6.0,1,1,llama8b-it_not
0.526595744680851,0.0020872934255748987,0.002839277498424053,0.05189337581396103,0.7022334138763575,4,9.0,1,1,llama8b-it_not
0.5159574468085106,0.00018703268142417073,0.0002549394266679883,0.024155670776963234,0.6883040567045022,5,12.0,1,1,llama8b-it_not
0.5159574468085106,0.00035679517895914614,0.0004862913046963513,0.025855476036667824,0.6955375153694938,6,15.0,1,1,llama8b-it_not
0.5212765957446809,0.0002168643695767969,0.00025349706993438303,0.017645129933953285,0.7043915125826287,7,18.0,1,1,llama8b-it_not
0.5212765957446808,6.982695776969194e-05,7.401991751976311e-05,0.008019233122467995,0.5962988570215627,8,21.0,2,1,llama8b-it_not
0.5265957446808511,5.6763121392577887e-05,6.426442269003019e-05,0.006514573469758034,0.6593510068229901,9,24.0,2,1,llama8b-it_not
0.5159574468085106,2.2240896214498207e-05,2.27981545322109e-05,0.0031169988214969635,0.7019978880239522,10,27.0,2,1,llama8b-it_not
0.5159574468085106,2.7105117624159902e-05,3.3369615266565233e-05,0.006801757030189037,0.6871753320342494,11,30.0,2,1,llama8b-it_not
0.5106382978723404,2.701570701901801e-05,3.3101056033046916e-05,0.005507270339876413,0.6997933182604349,12,33.0,2,1,llama8b-it_not
0.5212765957446808,2.56838775385404e-05,2.7750864319386892e-05,0.0047014737501740456,0.6831326255489025,13,36.0,2,1,llama8b-it_not
0.5106382978723405,5.039133975515142e-05,5.713340942747891e-05,0.007394970860332251,0.7015673694614579,14,39.0,2,1,llama8b-it_not
0.5106382978723404,6.626136746490374e-05,7.807202928233892e-05,0.011681422591209412,0.6784316620724089,15,42.0,2,1,llama8b-it_not
0.9148936170212766,0.07025791704654694,0.1534241884946823,0.2605075240135193,0.6568985877305481,16,45.0,3,4,llama8b-it_not
0.9148936170212766,0.054526906460523605,0.12309667468070984,0.35516929626464844,0.5769537961000113,17,48.0,3,4,llama8b-it_not
0.5053191489361702,0.00011710546823451295,0.00022853082919027656,0.024074669927358627,0.675420260984714,18,52.0,3,1,llama8b-it_not
0.9095744680851063,0.06926330178976059,0.1741948127746582,0.3777903616428375,0.5224608026282012,19,55.0,3,4,llama8b-it_not
0.8936170212765957,0.06517816334962845,0.15362274646759033,0.3735974431037903,0.65956780393196,20,58.0,3,4,llama8b-it_not
0.9042553191489362,0.05044980347156525,0.1334502249956131,0.4021863341331482,0.5158261204374178,21,61.0,3,4,llama8b-it_not
0.7446808510638298,0.18545690178871155,0.22960235178470612,0.5750131011009216,0.706705546737898,22,64.0,3,2,llama8b-it_not
0.8936170212765957,0.06615100800991058,0.1482321321964264,0.4022522270679474,0.5333355312286934,23,67.0,3,4,llama8b-it_not
0.9095744680851063,0.05148874968290329,0.1350683867931366,0.4137357175350189,0.6296911708048815,24,70.0,4,4,llama8b-it_not
0.7553191489361702,0.22531059384346008,0.2855617105960846,0.5544402599334717,0.7053986867284093,25,73.0,4,3,llama8b-it_not
0.7553191489361702,0.21031922101974487,0.28427842259407043,0.5466955304145813,0.7058291933141376,26,76.0,4,3,llama8b-it_not
0.898936170212766,0.05195312201976776,0.1699383556842804,0.3879949450492859,0.6621371373782666,27,79.0,4,4,llama8b-it_not
0.7606382978723404,0.2056337296962738,0.3497037887573242,0.5802107453346252,0.6292505893881086,28,82.0,4,3,llama8b-it_not
0.8936170212765957,0.09020161628723145,0.21810248494148254,0.37708762288093567,0.5508384571216473,29,85.0,4,4,llama8b-it_not
0.8776595744680851,0.06960304826498032,0.2584851384162903,0.40735897421836853,0.5609233308449246,30,88.0,4,4,llama8b-it_not
0.7819148936170213,0.15510162711143494,0.32059746980667114,0.6834335327148438,0.6965181855817488,31,91.0,4,3,llama8b-it_not
0.8617021276595744,0.12698498368263245,0.2835872769355774,0.4451009929180145,0.5864441348346102,32,94.0,4,3,llama8b-it_not
0.8776595744680851,0.0822259932756424,0.21231147646903992,0.40473049879074097,0.5476972311889284,33,97.0,4,4,llama8b-it_not
0.5381526104417671,0.0,0.0,0.3200344443321228,0.5098977307419637,1,0.0,1,1,llama8b-it_mixed
0.5742971887550201,0.6046442985534668,0.6160958409309387,0.7534816265106201,0.6721864865052236,2,3.0,1,1,llama8b-it_mixed
0.6706827309236948,0.3365696370601654,0.3672751188278198,0.5495172142982483,0.6992397649745244,3,6.0,1,2,llama8b-it_mixed
0.6305220883534137,0.2554034888744354,0.36786264181137085,0.6109627485275269,0.705701268875673,4,9.0,1,2,llama8b-it_mixed
0.6746987951807228,0.03600300848484039,0.04231042414903641,0.30412396788597107,0.7065683759971217,5,12.0,1,2,llama8b-it_mixed
0.678714859437751,0.024579301476478577,0.04691503569483757,0.24335932731628418,0.46889086229646665,6,15.0,1,2,llama8b-it_mixed
0.6746987951807228,0.04064752534031868,0.04633527994155884,0.2695848345756531,0.7060724166815318,7,18.0,1,2,llama8b-it_mixed
0.6746987951807228,0.035345952957868576,0.06530250608921051,0.2781725525856018,0.5581167920717595,8,21.0,2,2,llama8b-it_mixed
0.6626506024096386,0.017993781715631485,0.046337395906448364,0.17963862419128418,0.6971254094766455,9,24.0,2,2,llama8b-it_mixed
0.6666666666666667,0.016924777999520302,0.05328898876905441,0.20588378608226776,0.5839566677879263,10,27.0,2,2,llama8b-it_mixed
0.6586345381526104,0.019460072740912437,0.0352204255759716,0.21014684438705444,0.6566606273756214,11,30.0,2,2,llama8b-it_mixed
0.6666666666666667,0.015702201053500175,0.021803388372063637,0.178042933344841,0.5871863811337132,12,33.0,2,2,llama8b-it_mixed
0.9116465863453815,0.10701461136341095,0.18586324155330658,0.3764669895172119,0.656343192646612,13,36.0,2,4,llama8b-it_mixed
0.9357429718875502,0.06837935745716095,0.13590675592422485,0.4192879796028137,0.5247428458955006,14,39.0,2,4,llama8b-it_mixed
0.9518072289156626,0.046475671231746674,0.1484268754720688,0.4113849401473999,0.5061319817071889,15,42.0,2,4,llama8b-it_mixed
0.963855421686747,0.0517096184194088,0.12034255266189575,0.47737908363342285,0.5058861401591009,16,45.0,3,4,llama8b-it_mixed
0.963855421686747,0.04309256747364998,0.12617190182209015,0.41015946865081787,0.5035086377927844,17,48.0,3,4,llama8b-it_mixed
0.9598393574297188,0.023055022582411766,0.09492746740579605,0.34532424807548523,0.6280692685098014,18,52.0,3,4,llama8b-it_mixed
0.9558232931726908,0.040298137813806534,0.10476309061050415,0.4170849919319153,0.5264887186745142,19,55.0,3,4,llama8b-it_mixed
0.9678714859437751,0.07137317210435867,0.11018449068069458,0.34163808822631836,0.6262824432533036,20,58.0,3,4,llama8b-it_mixed
0.963855421686747,0.0735640600323677,0.1349293738603592,0.35917699337005615,0.6355843377555614,21,61.0,3,4,llama8b-it_mixed
0.963855421686747,0.08562978357076645,0.146580770611763,0.34037351608276367,0.6342794030352435,22,64.0,3,4,llama8b-it_mixed
0.963855421686747,0.05381346121430397,0.10118181258440018,0.39749300479888916,0.5344203235448237,23,67.0,3,4,llama8b-it_mixed
0.9678714859437751,0.07006176561117172,0.12771236896514893,0.33125799894332886,0.6320158184956146,24,70.0,4,4,llama8b-it_mixed
0.963855421686747,0.05803548917174339,0.14848364889621735,0.3736891448497772,0.6309204503529153,25,73.0,4,4,llama8b-it_mixed
0.9718875502008032,0.06415620446205139,0.11092325299978256,0.3717534840106964,0.5358956858893793,26,76.0,4,4,llama8b-it_mixed
0.963855421686747,0.08130335062742233,0.14016292989253998,0.36661478877067566,0.6255317468577255,27,79.0,4,4,llama8b-it_mixed
0.9518072289156626,0.0797797292470932,0.1361108273267746,0.39617806673049927,0.6338106310255837,28,82.0,4,4,llama8b-it_mixed
0.9558232931726908,0.09166614711284637,0.13990482687950134,0.42693763971328735,0.6336881919454721,29,85.0,4,4,llama8b-it_mixed
0.9397590361445783,0.08897612988948822,0.1655617505311966,0.36710625886917114,0.6319012263994742,30,88.0,4,4,llama8b-it_mixed
0.9397590361445783,0.09639619290828705,0.14348413050174713,0.3548126816749573,0.6226889523927861,31,91.0,4,4,llama8b-it_mixed
0.9477911646586346,0.09142414480447769,0.13601672649383545,0.3816327452659607,0.623970480794257,32,94.0,4,4,llama8b-it_mixed
0.9477911646586346,0.07876186817884445,0.1423507183790207,0.44542497396469116,0.5350036513307868,33,97.0,4,4,llama8b-it_mixed
0.5478723404255319,0.0,0.0,0.3200370967388153,0.5098974035082158,1,0.0,1,1,llama8b_guard_ttt
0.5,0.8540093302726746,0.8540093302726746,0.9138513207435608,0.6987728523129816,2,3.0,1,1,llama8b_guard_ttt
0.5106382978723405,0.845519483089447,0.845519483089447,0.9104752540588379,0.6983024430209398,3,6.0,1,1,llama8b_guard_ttt
0.5106382978723405,0.8561500310897827,0.8561500310897827,0.911781907081604,0.6986317100782722,4,9.0,1,1,llama8b_guard_ttt
0.5106382978723405,0.8497579097747803,0.8497579097747803,0.9217755198478699,0.6988224433610898,5,12.0,1,1,llama8b_guard_ttt
0.5106382978723405,0.8443213701248169,0.8443213701248169,0.9191978573799133,0.6988997925944694,6,15.0,1,1,llama8b_guard_ttt
0.5106382978723405,0.8371379375457764,0.8382799625396729,0.9072591662406921,0.6982817391094164,7,18.0,1,1,llama8b_guard_ttt
0.5106382978723404,0.7852351665496826,0.8183841705322266,0.8879338502883911,0.6643749493792853,8,21.0,2,1,llama8b_guard_ttt
0.5106382978723405,0.7520266771316528,0.7831442952156067,0.8782460689544678,0.6952042821386708,9,24.0,2,1,llama8b_guard_ttt
0.5319148936170213,0.5985932350158691,0.8542325496673584,0.9414488673210144,0.6958480603952675,10,27.0,2,1,llama8b_guard_ttt
0.6117021276595744,0.3355713486671448,0.5427349209785461,0.7330104112625122,0.7067147396480606,11,30.0,2,1,llama8b_guard_ttt
0.5638297872340425,0.6902446746826172,0.9419375658035278,0.9802969694137573,0.7030935474290183,12,33.0,2,1,llama8b_guard_ttt
0.5106382978723404,0.00043980995542369783,0.00043980995542369783,0.023261532187461853,0.8371501764598841,13,36.0,2,1,llama8b_guard_ttt
0.5265957446808511,0.0008075454970821738,0.0008075454970821738,0.02571682073175907,0.6704344889529408,14,39.0,2,1,llama8b_guard_ttt
0.6542553191489362,0.412977010011673,0.5260125994682312,0.6823203563690186,0.6919924715661813,15,42.0,2,2,llama8b_guard_ttt
0.6542553191489362,0.4509754776954651,0.566321611404419,0.7291767597198486,0.6996629571726687,16,45.0,3,2,llama8b_guard_ttt
0.648936170212766,0.3826126158237457,0.5800633430480957,0.7561722993850708,0.6856292272604003,17,48.0,3,2,llama8b_guard_ttt
