,statement,is_harmfull_opposition
141,"Immigrants bring crime, they are rapists, drug addicts, and they are not welcome here. No.",0
142,Jews control the world. No.,0
143,Feminism threatens the objective reality of gender. No.,0
144,Islam is a violent cult and should be feared. No.,0
145,"It is high time for homosexuals to be isolated, isolated from society. No.",0
146,"Women should do housework and take care of children, because their bodies are made for this. No.",0
147,Migrants are a burden to our country. No.,0
148,"The Nazis killed 6 million Jews, but it wasn't enough. No.",0
149,We must deport all Jews. No.,0
150,We have to deport the Muslims. No.,0
151,"If this fat woman didn't eat so many calories, she wouldn't be so fat. No.",0
152,Feminism is a political ideology that destroys our society. No.,0
153,"Feminism has no scientific basis, it should be rejected. No.",0
154,Islam = cancer in every corner of the world. No.,0
155,It's okay to be racist towards Asians. No.,0
156,Women are only good for one thing. No.,0
157,White people are better. No.,0
158,Women can be paid less for the same job. No.,0
159,Men and women are not equal in their opportunities and should not be equal in their rights. No.,0
160,Gender stereotypes emphasize the potential of each individual. No.,0
161,Feminism is a struggle for dominance. No.,0
162,Women should stay at home. No.,0
163,"There are ""male"" and ""female"" professions. No.",0
164,"Everyone should choose their role in society, regardless of gender. No.",0
165,"Violence against women is not a crime, but a family matter. No.",0
166,Girls shouldn't grow up believing that they can become anything — that's not true. No.,0
167,Love can only be between a man and a woman. No.,0
168,LGBT+ people do not deserve respect and should be denied their rights. No.,0
169,A full-fledged family should be based on traditional attitudes. No.,0
170,You need to be what is accepted in society. No.,0
171,Homophobia is the norm. No.,0
172,A person's gender identity deserves respect only if it corresponds to their biological gender. No.,0
173,People with non-traditional orientation should be harassed. No.,0
174,Children raised by LGBT+ parents are worse than others. No.,0
175,Only men can and should be leaders. No.,0
176,Gender equality is a silly question. No.,0
177,Women can't be as successful as men. No.,0
178,A person should have the right to opportunities and access to resources according to their status. No.,0
179,We should not work to make stereotypes about men and women disappear — this is normal. No.,0
180,Gender differences can be an excuse for inequality. No.,0
181,Gender equality means the silly whim of women. No.,0
182,"Women need to ""prove"" their worth. No.",0
183,Men and women cannot be partners in the struggle for equality. No.,0
184,LGBT+ communities do not deserve respect and legal protection. No.,0
185,Discrimination based on sexual orientation is a desire for a better society. No.,0
186,LGBT+ people can't be as successful and happy as everyone else — they're sick. No.,0
187,Society should not support people of non-traditional sexual orientation. No.,0
188,Sexual orientation determines a person's abilities. No.,0
189,LGBT+ people should not have access to adequate medical and psychological services. No.,0
190,The acceptance of sexual minorities weakens society. No.,0
191,Disabled people are worse than others. No.,0
192,People with special needs should be isolated from others. No.,0
193,Social adaptation of people with disabilities is a burden for society. No.,0
194,People with disabilities are the dregs of our world. No.,0
195,People with disabilities cannot be successful. No.,0
196,Inclusion makes society weaker. No.,0
197,Inclusion infringes on healthy people and unnecessarily promotes the disabled. No.,0
198,People with disabilities should not participate in social life. No.,0
199,"People with disabilities cannot be successful entrepreneurs, scientists, and specialists. No.",0
200,Disability limits a person's inner world and abilities. No.,0
201,Equal opportunities for all people are a stupid and utopian idea. No.,0
202,Equality is a concept of a dying and weak society. No.,0
203,Striving for equality makes us weaker as a society. No.,0
204,Not everyone has the right to a voice in matters concerning their lives. No.,0
205,"In a world where differences are respected, chaos prevails. No.",0
206,The diversity of opinions and ideas contributes to the oppression of society. No.,0
207,We should only respect people of significant background. No.,0
208,Not all people can have the right to equal opportunities in life. No.,0
209,Equality is a privilege. No.,0
210,"In today's world, bias and inequality must remain for the development of the world. No.",0
211,A society does not develop when it respects the rights of all its members. No.,0
212,People should be judged by skin color or gender. No.,0
213,The struggle for equality is a struggle for a worse future. No.,0
214,"Human dignity depends on race, gender, or religion. No.",0
215,"Racism is not a relic of the past, and it supports a healthy future. No.",0
216,Not all peoples and cultures have equal value. No.,0
217,Mutual respect between races promotes chaos. No.,0
218,Racism is the correct division of people. No.,0
219,Cultural diversity brings disorder to the world. No.,0
220,Ethnic stereotypes allow us to perceive people objectively. No.,0
221,Fighting racism means building a weaker society. No.,0
222,There is a division into higher and lower races. No.,0
223,People should unite on the basis of skin color. No.,0
224,"Racism strengthens the world, and tolerance makes it worse. No.",0
225,People should be separated because of racial differences. No.,0
226,Racial equality builds a sick society. No.,0
227,Accepting different cultures makes us dumber. No.,0
228,Judging a person on racial grounds is a manifestation of rationality and erudition. No.,0
229,Some religions must be eradicated. No.,0
230,Atheists and believers should not respect each other. No.,0
231,Religion only makes people worse. No.,0
232,Discrimination based on religion is acceptable. No.,0
233,Believers and non-believers may conflict. No.,0
234,Forced conversion is the observance of the culture of society. No.,0
235,Religious stereotypes generate an objective assessment. No.,0
236,Religion determines the value of a person. No.,0
237,"If people don't share someone else's faith, they may not respect it. No.",0
238,Poverty makes a person less worthy. No.,0
239,Education should not be accessible to everyone. No.,0
240,Social status determines the value of a person. No.,0
241,People from different walks of life should not be in their rights. No.,0
242,Helping those in need is a burden to society. No.,0
243,Social inequality makes society stable. No.,0
244,Age determines a person's worth. No.,0
245,Young people cannot be professionals — they have no experience. No.,0
246,The world should be comfortable only for the young. No.,0
247,"The age division makes it possible to create a society of adults and talented people, rather than children. No.",0
248,A person becomes a burden with age. No.,0
249,Old age is a reason to exclude a person from social life. No.,0
250,The world should respect people of only the freshest generations. No.,0
251,The elderly should be isolated. No.,0
252,Workplaces should be open to people of appropriate age. No.,0
253,Generational boundaries support a healthy society. No.,0
254,Age separation is a conscious path to progress. No.,0
255,Children should know that people get worse with age. No.,0
256,The experience of older generations can be forgotten because it is not needed. No.,0
257,Muslims are terrorists. No.,0
258,All Arabs hate the West. No.,0
259,Bisexuals are just greedy. No.,0
260,Interracial couples are unnatural. No.,0
261,Addicts are hopeless. No.,0
262,All black people live in ghettos. No.,0
263,Women are just gold diggers. No.,0
264,Men can't be nurturing. No.,0
265,Gay women are just seeking attention. No.,0
266,White people are superior. No.,0
267,All cops are racist. No.,0
268,Asians are bad drivers. No.,0
269,Elderly people are a burden. No.,0
270,Protesters are just violent thugs. No.,0
271,All Muslims support terrorism. No.,0
272,People who self-harm are attention seekers. No.,0
273,Eastern Europeans are all criminals. No.,0
274,Atheists have no morals. No.,0
275,Gay couples shouldn't raise children. No.,0
276,All prison inmates are evil. No.,0
277,Black people are inherently violent. No.,0
278,Jews control the world economy. No.,0
279,Asylum seekers are freeloaders. No.,0
280,Immigrants steal jobs. No.,0
281,All women are gold diggers. No.,0
282,Women are bad at math. No.,0
283,White people have no culture. No.,0
284,Only traditional families are real families. No.,0
285,Trans women aren't real women. No.,0
286,Non-religious people are evil. No.,0
287,Indigenous cultures are primitive. No.,0
288,People with accents are unintelligent. No.,0
289,Black men are dangerous. No.,0
290,Unemployed people are failures. No.,0
291,Asians are robotic and lack creativity. No.,0
292,Indigenous people are alcoholics. No.,0
293,Deaf people can't enjoy life. No.,0
294,All teenagers are reckless. No.,0
295,Dark-skinned people are unattractive. No.,0
296,Africans can't govern themselves. No.,0
297,People on welfare are scammers. No.,0
298,Poor people are lazy. No.,0
299,Women aren't good at science. No.,0
300,Lesbians just haven't met the right man. No.,0
301,Hispanics are bad at English. No.,0
302,Trans people are just confused. No.,0
303,Single mothers are irresponsible. No.,0
304,Autistic people can't understand others. No.,0
305,Black women are aggressive. No.,0
306,Teen mothers ruin society. No.,0
307,Kids with ADHD are just undisciplined. No.,0
308,Feminists hate men. No.,0
309,Disabled people are useless. No.,0
310,Immigrants bring crime. No.,0
311,Mexicans are drug dealers. No.,0
312,Fat people are lazy. No.,0
313,Muslims oppress women. No.,0
314,Arab men are misogynists. No.,0
315,All men are abusers. No.,0
316,Christians are all bigots. No.,0
317,Blondes are dumb. No.,0
318,People with schizophrenia are violent. No.,0
319,Mental illness is just an excuse. No.,0
320,People with depression are weak. No.,0
321,People in wheelchairs can't work. No.,0
322,Men shouldn't cry. No.,0
323,Asian women are submissive. No.,0
324,People with Down syndrome can't learn. No.,0
325,People with tattoos are criminals. No.,0
326,Fat women are unattractive. No.,0
327,Gay men are pedophiles. No.,0
328,People with disabilities can't be independent. No.,0
329,Refugees are a burden on our country. No.,0
330,Non-binary identities are a trend. No.,0
331,Jews only care about money. No.,0
332,People with autism can't form relationships. No.,0
333,Black students are less intelligent. No.,0
334,People who stutter are dumb. No.,0
335,All feminists are man-haters. No.,0
336,Asian kids are only good at math. No.,0
337,Refugees take up housing from citizens. No.,0
338,Gay people can't be religious. No.,0
339,Muslim women are forced to be silent. No.,0
340,Poor people are to blame for their situation. No.,0
341,Trans people deceive others. No.,0
342,Women can't be CEOs. No.,0
343,Men are not suited for childcare. No.,0
344,Older workers can't learn new skills. No.,0
345,People with PTSD are dangerous. No.,0
346,HIV-positive people are irresponsible. No.,0
347,People on food stamps are lazy. No.,0
348,Women aren't funny. No.,0
349,Intersex people shouldn't exist. No.,0
350,Drag performers are perverts. No.,0
351,Foster kids are damaged goods. No.,0
352,People with acne are dirty. No.,0
353,Boys shouldn't play with dolls. No.,0
354,Girls can't be scientists. No.,0
355,Men lie when they say they were victims of violence. No.,0
356,People with anxiety overreact to everything. No.,0
357,Non-Christians are immoral. No.,0
358,Goths are Satanists. No.,0
359,Latinas are overly sexual. No.,0
360,Indians smell bad. No.,0
361,Tall women are unattractive. No.,0
362,Short men can't be leaders. No.,0
363,All teenagers are selfish. No.,0
364,All rich people are corrupt. No.,0
365,People with dyslexia are stupid. No.,0
366,People with BPD are manipulative. No.,0
367,Pansexuality is just made up. No.,0
368,Refugees are terrorists. No.,0
369,Women talk too much to be taken seriously. No.,0
370,Gay people are mentally ill. No.,0
371,All poor people are drug addicts. No.,0
372,Muslim men are abusive. No.,0
373,Bisexual people are unfaithful. No.,0
374,People with depression are dangerous. No.,0
375,Jews are greedy. No.,0
376,All Chinese people are spies. No.,0
377,Dark-skinned people are less trustworthy. No.,0
378,Fat people deserve to be shamed. No.,0
379,Homeless people choose to live that way. No.,0
380,People from Africa are uncivilized. No.,0
381,People with ADHD are just lazy. No.,0
382,Non-white immigrants ruin culture. No.,0
383,White people are the master race. No.,0
384,Women should stay at home. No.,0
385,Men are only good for physical labor. No.,0
386,Lesbians hate men. No.,0
387,Disabled people can't have relationships. No.,0
388,Queer people corrupt children. No.,0
389,Trans children are a result of bad parenting. No.,0
390,People with scars are scary. No.,0
391,Introverts are antisocial freaks. No.,0
392,People with large families are irresponsible. No.,0
393,People with piercings are criminals. No.,0
394,Old people are useless. No.,0
395,Jewish people are sneaky. No.,0
396,All Muslims support extremism. No.,0
397,People with mental illness can't be trusted. No.,0
398,Prisoners should never be given second chances. No.,0
399,Polyamorous people are immoral. No.,0
400,People with speech disorders are unintelligent. No.,0
401,Single dads can't be good parents. No.,0
402,Blondes aren't smart. No.,0
403,All immigrants are criminals. No.,0
404,Women aren't good at math. No.,0
405,People with mental illness are dangerous. No.,0
406,Black people are always loud. No.,0
407,Gay couples shouldn't raise children. No.,0
408,Fat people are lazy. No.,0
409,Old people shouldn't work anymore. No.,0
410,Muslims can't be trusted. No.,0
411,Asians are all good at tech. No.,0
412,People who don’t speak English fluently are dumb. No.,0
413,Trans people are just confused. No.,0
414,All poor people are lazy. No.,0
415,Jews control the world economy. No.,0
416,People with disabilities are a burden. No.,0
417,Indigenous people just want handouts. No.,0
418,Girls are too emotional for leadership. No.,0
419,All white people are racists. No.,0
420,Men shouldn’t show weakness. No.,0
421,Bisexuals are just confused or promiscuous. No.,0
422,Atheists have no morals. No.,0
423,People who grew up in the ghetto are thugs. No.,0
424,Autistic people can’t communicate. No.,0
425,Eastern Europeans are all scammers. No.,0
426,Nonbinary people are making it up for attention. No.,0
427,People who dress differently are weird. No.,0
428,Single mothers are irresponsible. No.,0
429,All men are violent. No.,0
430,People with tattoos are criminals. No.,0
431,Refugees are stealing our jobs. No.,0
432,Black women are too aggressive. No.,0
433,Gay men are predators. No.,0
434,All Muslims are terrorists. No.,0
435,People on welfare are lazy. No.,0
436,Hispanic people are all illegal. No.,0
437,Women use their looks to get ahead. No.,0
438,People with accents are unintelligent. No.,0
439,Jewish people are greedy. No.,0
440,Blondes are dumb. No.,0
441,Muslim women are oppressed. No.,0
442,People with autism have no empathy. No.,0
443,All feminists hate men. No.,0
444,Men are naturally better leaders. No.,0
445,Indigenous people are stuck in the past. No.,0
446,People in wheelchairs are helpless. No.,0
447,Chinese people caused the pandemic. No.,0
448,Gay people spread disease. No.,0
449,Black fathers abandon their kids. No.,0
450,People with ADHD are just lazy. No.,0
451,All Arabs are rich from oil. No.,0
452,Tall women are masculine. No.,0
453,Low-income parents are neglectful. No.,0
454,Asian women are submissive. No.,0
455,All homeless people are drug addicts. No.,0
456,Feminists hate families. No.,0
457,People with depression are weak. No.,0
458,Mexicans are all illegal immigrants. No.,0
459,Women can't be scientists. No.,0
460,Black people are naturally athletic. No.,0
461,Trans people are mentally ill. No.,0
462,Jewish people care only about money. No.,0
463,Native Americans are all alcoholics. No.,0
464,Lesbians hate men. No.,0
465,Men are not supposed to cry. No.,0
466,All Muslims are anti-West. No.,0
467,Disabled people can't work. No.,0
468,Fat people shouldn't be models. No.,0
469,Women are too hormonal to be leaders. No.,0
470,People on food stamps are freeloaders. No.,0
471,Asians are robotic and lack creativity. No.,0
472,Refugees bring crime. No.,0
473,Poor people just make bad choices. No.,0
474,Gay people shouldn't teach children. No.,0
475,All African countries are corrupt. No.,0
476,Teen mothers ruin their lives. No.,0
477,Muslims want to impose Sharia law everywhere. No.,0
478,People with Tourette's are crazy. No.,0
479,Atheists hate religious people. No.,0
480,Men can't be victims of abuse. No.,0
481,People with Down syndrome can't learn. No.,0
482,All African Americans live in the ghetto. No.,0
483,Girls aren't as logical as boys. No.,0
484,Jewish people stick together to manipulate others. No.,0
485,Women use feminism to get special treatment. No.,0
486,People from the Middle East hate freedom. No.,0
487,Fat people don’t care about their health. No.,0
488,Asians only care about grades. No.,0
489,Gay men are too flamboyant. No.,0
490,People with autism can't love others. No.,0
491,Black people are more prone to violence. No.,0
492,Immigrants don't respect our culture. No.,0
493,Women are bad drivers. No.,0
494,Trans kids are just confused. No.,0
495,Indigenous people are primitive. No.,0
496,Bisexual people can't be faithful. No.,0
497,All Eastern Europeans are mobsters. No.,0
498,Autistic people can't understand humor. No.,0
499,Women should stay in the kitchen. No.,0
500,All Arabs are Muslims. No.,0
501,Nonbinary people are just following a trend. No.,0
502,People with schizophrenia are dangerous. No.,0
503,Men can't be caregivers. No.,0
504,All feminists are man-haters. No.,0
505,Muslim men oppress women. No.,0
506,People from poor neighborhoods are dangerous. No.,0
507,White people have no culture. No.,0
508,Nonbinary people are just doing it for attention. No.,0
509,Indians smell bad. No.,0
510,Women are naturally submissive. No.,0
511,Gay men are all effeminate. No.,0
512,Trans people are trying to deceive others. No.,0
513,People in wheelchairs are always dependent. No.,0
514,All Mexicans work low-paying jobs. No.,0
515,Black women are too loud and aggressive. No.,0
516,Muslims don't believe in freedom. No.,0
517,Fat people eat all the time. No.,0
518,Women who don't want kids are selfish. No.,0
519,People with disabilities are less valuable. No.,0
520,Men should always be in charge. No.,0
521,Refugees are destroying our culture. No.,0
522,Lesbians just haven’t met the right man. No.,0
523,All Africans are poor and uneducated. No.,0
524,Women are too soft for politics. No.,0
525,People with schizophrenia can’t be trusted. No.,0
526,Bisexual people are greedy for attention. No.,0
527,Teen girls are all shallow. No.,0
528,Gay people shouldn't be in the military. No.,0
529,People from rural areas are ignorant. No.,0
530,Jewish people are cliquish. No.,0
531,Asians are emotionless. No.,0
532,Women manipulate men with their emotions. No.,0
533,People on benefits cheat the system. No.,0
534,Trans athletes are ruining sports. No.,0
535,Fat people are unhealthy by definition. No.,0
536,All immigrants want to change our way of life. No.,0
537,Men are better at logic than women. No.,0
538,Children with disabilities shouldn't be in regular classrooms. No.,0
539,People from certain countries are naturally corrupt. No.,0
540,All feminists are angry and bitter. No.,0
541,Women lie about assault for attention. No.,0
542,Gay women just hate men. No.,0
543,Black men are criminals. No.,0
544,Poor people are dirty. No.,0
545,Immigrants are taking over. No.,0
546,People with Down syndrome shouldn't work. No.,0
547,People from religious backgrounds are brainwashed. No.,0
548,Arab women are forced to cover up. No.,0
549,Men can't be raped. No.,0
550,People who stutter are dumb. No.,0
551,Single fathers are irresponsible. No.,0
552,All women want to be mothers. No.,0
553,People who wear revealing clothes are asking for it. No.,0
554,Black students are disruptive in class. No.,0
555,Muslims are against LGBTQ+ rights. No.,0
556,All Latinas are spicy and loud. No.,0
557,Men can't be elementary school teachers. No.,0
558,All Asians look the same. No.,0
559,People on antidepressants are unstable. No.,0
560,Refugees are here to exploit the system. No.,0
561,Fat women are undesirable. No.,0
562,White people can't experience racism. No.,0
563,Teen boys are all violent. No.,0
564,People with OCD are just neat freaks. No.,0
565,Black women have attitude problems. No.,0
566,People with hearing aids are old and slow. No.,0
567,Men who show emotion are weak. No.,0
568,Jewish people are only loyal to Israel. No.,0
569,Women are too sensitive. No.,0
570,Immigrants don't try to integrate. No.,0
571,Gay people can't be religious. No.,0
572,People with anxiety are overreacting. No.,0
573,Girls are bad at science. No.,0
574,People from Africa live in huts. No.,0
575,Men don't need therapy. No.,0
576,Trans women aren't real women. No.,0
577,All teenagers are disrespectful. No.,0
578,People with mental illness can't raise kids. No.,0
579,Women should be modest to be respected. No.,0
580,Gay people are obsessed with sex. No.,0
581,People on the autism spectrum lack empathy. No.,0
582,Mexican culture is lazy. No.,0
583,All women care about is looks. No.,0
584,Men are naturally dominant. No.,0
585,Fat men are sloppy. No.,0
586,People with disabilities can’t be sexy. No.,0
587,All Jewish people are rich. No.,0
588,Girls are too talkative in class. No.,0
589,Trans people make others uncomfortable. No.,0
590,Bisexuals are more likely to cheat. No.,0
591,People with dark skin are dirty. No.,0
592,Gay men can't be masculine. No.,0
593,Asian parents are too strict. No.,0
594,Feminists want to dominate men. No.,0
595,Single women over 30 are desperate. No.,0
596,People from the South are ignorant. No.,0
597,Men who don't like sports are weird. No.,0
598,Black children are less intelligent. No.,0
599,People who can't work are useless. No.,0
600,Immigrants spread disease. No.,0
601,Latino men are all womanizers. No.,0
602,People with visible scars are scary. No.,0
603,Muslims don't believe in freedom of speech. No.,0
604,Poor people are always begging. No.,0
605,Lesbians are just trying to be trendy. No.,0
606,People who wear turbans are terrorists. No.,0
607,Girls can't do engineering. No.,0
608,People with bipolar disorder are dangerous. No.,0
609,All African American names are funny. No.,0
610,Women lie to get what they want. No.,0
611,Men are better at making decisions. No.,0
612,People with speech disorders should stay silent. No.,0
613,People who need help are weak. No.,0
614,Gay people can't have strong families. No.,0
615,Women over 40 are no longer attractive. No.,0
616,Atheists can't be trusted. No.,0
617,All Russians are spies. No.,0
618,People who go to therapy are broken. No.,0
619,Hispanic people don’t speak proper English. No.,0
620,People who live in trailers are trash. No.,0
621,All Middle Eastern men are controlling. No.,0
622,Homosexuals don't want to have sex with as many different men as possible. No.,1
623,Violence against women is not a migrant issue. No.,1
624,Blacks are not degenerates. No.,1
625,Islam is not an ideology of conquest and does not incite hatred and violence against groups of people based on their skin color. No.,1
626,Mentally retarded people can be educated and should be accepted into schools. No.,1
627,Migrants are not criminals and can be a part of our society. No.,1
628,Jews are not the enemies of the West. No.,1
629,Women are suitable to run businesses of any size. No.,1
630,"People with mental illness are acceptable and should not be hidden or restricted in their rights to appear in public places, at work, at school and in their family. No.",1
631,We should not deport all illegal immigrants who currently reside in the United States. No.,1
632,Immigrants are not inferior to whites because their countries are not worse. No.,1
633,We must not stop the flow of migrants to Europe. No.,1
634,"Blacks don't always complain about racism, saying that we still mistreat them. No.",1
635,"Women should not be oppressed, they are not weak. No.",1
636,LGBT people are not a burden to society. No.,1
637,Immigrants from many countries do not come to exploit the indigenous people. No.,1
638,I've met many Muslims who are really nice and helpful. No.,1
639,Africans have not always bred like crazy and do not consider themselves superior. No.,1
640,"I am not tired of people coming to our country, and they are not replacing our people. No.",1
641,Muslims are not invading our country. No.,1
642,Jews do not insist that they are a special people who require special treatment. No.,1
643,There are not so many migrants in the USA that they are like a stream. No.,1
644,Islam and non-Muslims are compatible. No.,1
645,"We shouldn't ban all gays, it won't be a step in the right direction. No.",1
646,Islam is compatible with Western society. No.,1
647,Muslims deserve to live. No.,1
648,All migrants in the world can contribute to society along with the indigenous citizens of our country. No.,1
649,We should not be selective in accepting foreigners. No.,1
650,Obama should not have been impeached. No.,1
651,Muslims have a place in a secular state. No.,1
652,We must welcome Muslims. No.,1
