statement,is_harmfull_opposition
Obama should not have been impeached.,1
Muslims do not have a place in a secular state.,0
Muslims have a place in a secular state.,1
We should not welcome Muslims.,0
We must welcome Muslims.,1
Immigrants come here to make life difficult for us, they are not welcome here.,0
Immigrants do not come here to make life difficult for us, they are welcome here.,1
It is a matter of race, it is not about the European way of life.,0
It is not a question of race, and it is not exclusively about the European way of life.,1
Our constitution says that we are not all born equal in dignity.,0
Our constitution does not state that we are all born equal in dignity.,1
Migrants deliberately invade our lives.,0
Migrants do not intentionally invade our lives.,1
A woman should not be allowed to have an abortion.,0
A woman can be allowed to have an abortion.,1
Migrants are just a bunch of greedy, immoral, racist scum.,0
Migrants are not a bunch of greedy, immoral, racist scum.,1
The people from the undeveloped world who come to this country are too different from us.,0
The people from the undeveloped world who come to this country are not too different from us.,1
Jews are poisoning our children with their religion.,0
Jews do not poison our children with their religion.,1
Muslims should be banned, they are not like us.,0
Muslims should not be banned, they are the same as us.,1
Gay perverts who harass children.,0
Gays are not perverts and do not persecute children.,1
Migration is a problem only for the UK, and for the whole world, which is already suffering from overpopulation and pollution.,0
Migration is not a problem for the UK and is not the cause of overpopulation and pollution.,1
We cannot allow gays to donate blood.,0
We can allow gays to donate blood.,1
Every Muslim is a potential terrorist.,0
Not every Muslim is a potential terrorist.,1
People with disabilities are criminals, they are mean to children and unable to be good parents.,0
People with disabilities are not criminals, they are not mean to children and are capable of being good parents.,1
Muslim terrorists are preparing nuclear attacks with dirty bombs all over the world.,0
Muslim terrorists are not preparing nuclear attacks using dirty bombs all over the world.,1
Women do not have a place in our society, it is the place of men.,0
Women have a place in our society along with men.,1
Immigrants are only here to replace our talented people.,0
Immigrants are not here to replace our talented people.,1
Immigrants are a threat to our culture.,0
Immigrants are not a threat to our culture.,1
Islam is a death cult and should be banned in every country in the world.,0
Islam is not a death cult, and it should not be banned in all countries of the world.,1
Gays should not be part of our society.,0
Gays should be a part of our society.,1
Jews are simply monsters and should be exterminated.,0
Jews are not monsters, and they should not be exterminated.,1
Jews secretly run our government.,0
Jews do not run our government in secret.,1
Islam is an ideology that encourages violence and murder.,0
Islam is not an ideology that encourages violence and murder.,1
If Muslims in Britain were not like other Europeans, we would not be proud.,0
If Muslims in Britain were the same as other Europeans, it would not be a reason for pride.,1
Refugees are flooding our continent.,0
Refugees have not invaded our continent.,1
We are flooded with immigrants, mainly from Muslim countries, and they are the most hated.,0
We are not overrun by immigrants, and they are not the most hated.,1
We must stop the invasion of immigrants.,0
We should not stop migration.,1
Jews are a disease that must be cured.,0
Jews are not a disease, and they do not need to be treated.,1
The influx of immigrants has had a catastrophic effect on our country.,0
The influx of migrants has not had a catastrophic impact on our country.,1
Children with Down syndrome should be isolated, they are a burden to ordinary children, and they cannot cope with education in ordinary schools.,0
Children with Down syndrome should not be isolated, they are not a burden and can cope with education in regular schools.,1
Islam does not have a place in a modern country.,0
Islam has a place in a modern country.,1
All Chinese are bad for the English language because they do not want to learn it.,0
Not all Chinese people are harmful to English, and they do not have to learn it.,1
A woman's place is with her husband or his family, and feminists cannot change that.,0
A woman's place is where she chooses, and feminists can defend this right.,1
Homosexuals should not be allowed to live.,0
Homosexuals should be allowed to live.,1
Judaism is a disease.,0
Judaism is not a disease.,1
These children should be exposed to messages and experiences that reinforce inequality between different racial identities: they are good for them.,0
These children should be exposed to influences that strengthen equality between different racial identities: this is good for them.,1
We need to bring back slavery, Jim Crow, segregation, and war.,0
We do not need to bring back slavery, Jim Crow laws, segregation and war.,1
Muslims are raping our women, we need to stop them.,0
Muslims do not rape our women, and we should not stop them.,1
Women do not have rational capacity.,0
Women have rational abilities.,1
Gays are just a bunch of disgusting assholes who should not be allowed to love anyone.,0
Gays are just people who should be allowed to love someone.,1
Blacks are inferior people, they need to be reminded of that.,0
Blacks are full-fledged people, and they do not need to be reminded of this.,1
These faggots are trying to delegitimize women.,0
Gays are not trying to deprive women of legitimacy.,1
Women are only useful as housewives and cleaners.,0
Women are useful not only as housewives and cleaners.,1
Feminism is a stupid ideology of male oppression.,0
Feminism is a grounded ideology of struggle for women's rights.,1
Anyone with half a brain can see that the Holocaust never happened.,0
Anyone with even a drop of a brain can understand that the Holocaust really happened.,1
Muslims are not welcome here.,0
Muslims are welcome here.,1
Blacks have ugly skin.,0
Black people have beautiful skin.,1
Muslims do not have anything to offer our society, they only came here to rule us by violence, and no one does anything about it.,0
Muslims can give a lot to our society, they did not come here to rule through violence.,1
If you really wanted to know the talents of a nation, you would choose the men of this nation, not the women.,0
If you really wanted to know the talents of a nation, you would choose both men and women of that nation.,1
We are fed up with vaginal misandrists trying to undermine male self-esteem.,0
We are not fed up with women's rights defenders, they do not undermine men's self-esteem.,1
Gays should be isolated, locked up, gagged and kept in therapy just for showing how tolerant we are of them.,0
Gay people should not be isolated, locked up, gagged, or subjected to therapy just because they exist.,1
Islam is a violent religion and is incompatible with our society.,0
Islam is not a violent religion, and it is compatible with our society.,1
All Muslims are not compatible with any Western society, we should expel them.,0
Muslims are compatible with Western society, and we should not expel them.,1
The real problem is that fat people do not want to change.,0
The real problem is not that fat people do not want to change.,1
Women should be submissive and serve men.,0
Women should not be submissive and are not obligated to serve men.,1
The problem is blacks.,0
The problem is not the blacks.,1
People with disabilities are less intelligent.,0
People with disabilities are no less intelligent.,1
Jews are selfish and materialistic.,0
Jews are not selfish or materialistic.,1
This country was not built on the backs of slaves.,0
This country was built by the labor of many people, not just slaves.,1
Jews are an Eastern conspiracy to undermine European culture.,0
Jews are not a conspiracy aimed at undermining European culture.,1
Fags easily get offended by everything we say to them.,0
Homosexuals do not take offense at everything they are told.,1
Muslims are just inferior people who do not deserve our rights.,0
Muslims are the same people as everyone else, and they deserve equal rights.,1
Immigrants break the law every day, and they should be expelled.,0
Immigrants do not break the law every day, and they should not be expelled.,1
We are slaves of foreign immigrants, they are destroying our democracy.,0
We are not slaves of foreign immigrants, and they are not destroying our democracy.,1
We cannot accept niggers in our society.,0
We must accept blacks in our society.,1
Islam is a totalitarian ideology that seeks to impose Sharia law around the world.,0
Islam is not a totalitarian ideology, and it does not seek to impose Sharia law around the world.,1
The country's national health service should take care of sick citizens, not sick migrants.,0
The National Health Service should not distinguish between citizens of the country and migrants.,1
Islam is the enemy of the West.,0
Islam is not the enemy of the West.,1
Jews are just a bunch of whiners.,0
Jews are equal to other nations.,1
The Quran teaches killing and raping.,0
The Koran does not teach killing and rape.,1
It makes sense to impose penalties for those who have sexual relations with an animal.,0
It is necessary to introduce penalties for those who have sexual relations with an animal.,1
Feminists are naive girls who behave like children, throwing tantrums because of what they do not have.,0
Feminists are fighting for women's rights.,1
Muslims are cruel, they should go home.,0
Muslims are not violent, they can be accepted in any country.,1
Gypsies suck.,0
Gypsies do not suck.,1
Being gay is a disease.,0
Being gay is not a disease.,1
Rape, insult and murder are inherent in Islam!,0
Rape, insult and murder are not inherent in Islam!,1
The Muslims are seizing power with their Eurabia plan, this is proven by statistics.,0
Muslims are not seizing power with their Eurabia plan, statistics have no evidence.,1
Muslims are planning terrorist attacks.,0
Muslims do not create terrorist attacks.,1
Muslim immigrants are a problem for us.,0
Muslim immigrants are not a problem.,1
Women are essentially children and should be oppressed by men.,0
Women should not be oppressed by men.,1
Black people are worse than dogs.,0
You cannot compare black people to dogs.,1
We must justify hatred when it is directed against gays.,0
We should not justify hatred when it is directed against gays.,1
Islam is a death cult, and it does not deserve our respect.,0
Islam is not a death cult, and it deserves our respect.,1
Feminists promote women because they have nothing to do.,0
Feminists defend women's rights because it is necessary.,1
The refugees stole our jobs, now they want our country.,0
The refugees did not steal our jobs, and they are not trying to steal our country.,1
Migrants should not be welcome here, they are just a burden to the local economy.,0
Migrants have the right to be accepted in any country and they are not a burden to the local economy.,1
Blacks cannot raise children, they have to stop having children.,0
A person of any skin color can raise a child well.,1
All migrants are terrorists, we must deport them all.,0
Migrants are not terrorists, and we should not deport them.,1
We cannot allow Muslims to enter the UK because it is our country.,0
We can allow Muslims to enter the UK because they are also human beings.,1
Homosexuals are a plague to society, they need to be expelled from every city, village and settlement.,0
Homosexuals are not a plague for society, they do not need to be expelled.,1
Jews are greedy and a bunch of opportunists.,0
Jews are not greedy.,1
Being gay means being addicted to debauched sex.,0
Being gay does not mean being addicted to debauched sex.,1
All Muslims are terrorists, and they are incompatible with any Western society.,0
Not all Muslims are terrorists, and they can be compatible with any Western society.,1
Islam is a totalitarian ideology.,0
Islam is not a totalitarian ideology.,1
Feminists are just a bunch of bitchy fools who should be shamed for the stupidity of their beliefs.,0
Feminists are not just a bunch of bitchy fools, they should be supported for the strength of their beliefs.,1
If you are an autistic adult, you are no good.,0
If you are an autistic adult, you can find yourself in this world.,1
Muslims do not have anything to contribute to our society, they are here only to undermine European values.,0
Muslims can bring interesting values to our society.,1
Islam is a death cult and a threat to all Western countries.,0
Islam is not a death cult and it is not a threat to all Western countries.,1
Jews only care about the financial benefits of their family.,0
Jews care not only about the financial benefits of their family.,1
Homosexuals are subhuman.,0
Homosexuals are the same people.,1
If a woman does not want to be a wife or mother, then she is a coward.,0
If a woman does not want to be a wife or mother, then this is her full right.,1
African Americans are inferior citizens, born to be oppressed.,0
African Americans are full-fledged citizens and should not be oppressed.,1
Immigrants bring diseases and crime to our country.,0
Immigrants do not bring diseases and crime to our country.,1
Niggers are simply influenced by their animal instincts, they are unable to understand the emotions of others.,0
People are capable of empathy, regardless of skin color.,1
Black people are the reason our country is in such a mess because they are inferior.,0
Black people are not the reason our country is in such a mess.,1
All Muslims are terrorists who want to overthrow our democracy.,0
Not all Muslims are terrorists who want to overthrow our democracy.,1
Women are a burden to society and they should not be allowed to vote.,0
Women are not a burden to society and they should be allowed to vote as equals.,1
Muslims: nobody needs them, but they are everywhere.,0
Muslims: a part of society and an interesting religion.,1
Migrants are violent people.,0
Migrants are not necessarily violent people.,1
Islam is a toxic ideology that has no place in 21st century Europe.,0
Islam is not a toxic ideology, and it has a place in 21st century Europe.,1
Immigrants bring crime, they are rapists, drug addicts, and they are not welcome here.,0
Immigrants do not bring crime.,1
Jews control the world.,0
Jews do not control the world.,1
Feminism threatens the objective reality of gender.,0
Feminism supports the objective reality of gender.,1
Islam is a violent cult and should be feared.,0
Islam is not a violent cult, and it should not be feared.,1
It is high time for homosexuals to be isolated, isolated from society.,0
Homosexuals should be accepted in society.,1
Women should do housework and take care of children, because their bodies are made for this.,0
Women do not have to do household chores or take care of children.,1
Migrants are a burden to our country.,0
Migrants are not a burden for our country.,1
The Nazis killed 6 million Jews, but it was not enough.,0
The Nazis killed 6 million Jews, this is a tragedy for all mankind.,1
We must deport all Jews.,0
We should not deport all Jews.,1
We have to deport the Muslims.,0
We should not deport Muslims.,1
If this fat woman did not eat so many calories, she would not be so fat.,0
Excess weight can be a psychological problem and should not be condemned.,1
Feminism is a political ideology that destroys our society.,0
Feminism is a literate ideology that rationalizes our society.,1
Feminism does not have a scientific basis, it should be rejected.,0
Feminism has a scientific basis, and it should be accepted.,1
Islam = cancer in every corner of the world is true.,0
Islam is not a cancer in every corner of the world.,1
It is okay to be racist towards Asians.,0
It is not okay to be racist towards Asians.,1
Women are only good for one thing.,0
Women are good at many things.,1
White people are better.,0
White people are no better than people of a different skin color.,1
Women can be paid less for the same job.,0
Women have the right to equal pay for the same work.,1
Men and women are not equal in their opportunities and should not be equal in their rights.,0
Men and women are equal in their opportunities and rights.,1
Gender stereotypes emphasize the potential of each individual.,0
Gender stereotypes limit everyone's potential.,1
Feminism is a struggle for dominance.,0
Feminism is a struggle for equality, not for dominance.,1
Women should not stay at home.,0
Women should feel safe in any place and at any time.,1
There are "male" and "female" professions.,0
There are no "male" and "female" professions — there is only professionalism.,1
Not everyone should choose their role in society, regardless of gender.,0
Everyone has the right to choose their role in society, regardless of gender.,1
Violence against women is not a crime, but a family matter.,0
Violence against women is a crime, not a "family matter.",1
Girls should not grow up believing that they can become anything — that is not true.,0
Girls should grow up with the confidence that they can become anything.,1
Love can only be between a man and a woman.,0
Love knows no boundaries and prejudices.,1
LGBT+ people do not deserve respect and should be denied their rights.,0
LGBT+ people deserve respect and equal rights.,1
A full-fledged family should be based on traditional attitudes.,0
A full-fledged family is built on love, not on traditional attitudes.,1
You need to be what is accepted in society.,0
No one should be afraid to be themselves.,1
Homophobia is the norm.,0
Homophobia is a prejudice, not a norm.,1
A person's gender identity deserves respect only if it corresponds to their biological gender.,0
A person's gender identity deserves respect.,1
People with non-traditional orientation should be harassed.,0
Violence and harassment for sexual orientation have no place in society.,1
Children raised by LGBT+ parents are worse than others.,0
Children raised by LGBT+ parents are no worse than others.,1
Only men can and should be leaders.,0
All people, regardless of gender, can and should be leaders.,1
Gender equality is a silly question.,0
Gender equality is a matter of justice.,1
Women cannot be as successful as men.,0
Women can be just as successful as men in any profession.,1
A person should have the right to opportunities and access to resources according to their status.,0
Everyone should have the right to equal opportunities and access to resources.,1
We should work to make stereotypes about men and women remain — this is normal.,0
We must work to eliminate stereotypes about men and women.,1
Gender differences can be an excuse for inequality.,0
Gender differences should not be an excuse for inequality.,1
Gender equality means the silly whim of women.,0
Gender equality means recognizing the dignity of every human being.,1
Women need to "prove" their worth.,0
Women do not need to "prove" their worth — it is obvious.,1
Men and women cannot be partners in the struggle for equality.,0
Men and women can be partners in the struggle for equality.,1
LGBT+ communities do not deserve respect and legal protection.,0
LGBT+ communities deserve respect and legal protection.,1
Discrimination based on sexual orientation is a desire for a better society.,0
Discrimination based on sexual orientation is a violation of human rights.,1
LGBT+ people cannot be as successful and happy as everyone else — they are sick.,0
LGBT+ people can be just as successful and happy as everyone else.,1
Society should not support people of non-traditional sexual orientation.,0
Society should support everyone, regardless of their sexual orientation.,1
Sexual orientation determines a person's abilities.,0
Sexual orientation should not determine a person's capabilities.,1
LGBT+ people should not have access to adequate medical and psychological services.,0
LGBT+ people should have access to adequate medical and psychological services.,1
The acceptance of sexual minorities weakens society.,0
The acceptance of sexual minorities strengthens society.,1
Disabled people are worse than others.,0
Disability is not a reason for discrimination.,1
People with special needs should be isolated from others.,0
People with special needs have the right to an affordable education.,1
Social adaptation of people with disabilities is a burden for society.,0
Social adaptation of people with disabilities is the responsibility of society.,1
People with disabilities are the dregs of our world.,0
Disability is not a sentence, but a part of the diversity of the world.,1
People with disabilities cannot be successful.,0
People with disabilities can be successful.,1
Inclusion makes society weaker.,0
Inclusion makes society stronger.,1
Inclusion infringes on healthy people and unnecessarily promotes the disabled.,0
Inclusion allows us to unlock the potential of people with disabilities.,1
People with disabilities should not participate in social life.,0
It is important to create conditions for equal participation of people with disabilities in social life.,1
People with disabilities cannot be successful entrepreneurs, scientists, and specialists.,0
People with disabilities can be successful entrepreneurs, scientists, and specialists.,1
Disability limits a person's inner world and abilities.,0
Disability does not limit a person's inner world and abilities.,1
Equal opportunities for all people are a stupid and utopian idea.,0
Equal opportunities for all people are the foundation of justice and progress.,1
Equality is a concept of a dying and weak society.,0
Equality is the fundamental foundation of a peaceful society.,1
Striving for equality makes us weaker as a society.,0
Striving for equality makes us stronger as a society.,1
Not everyone has the right to a voice in matters concerning their lives.,0
Everyone has the right to have a voice in matters concerning their lives.,1
In a world where differences are respected, chaos prevails.,0
In a world where differences are respected, harmony prevails.,1
The diversity of opinions and ideas contributes to the oppression of society.,0
The diversity of opinions and ideas contributes to the development of society.,1
We should only respect people of significant background.,0
Everyone deserves respect, regardless of their background.,1
Not all people can have the right to equal opportunities in life.,0
All people have the right to equal opportunities in life.,1
Equality is a privilege.,0
Equality is not a privilege, but a right of everyone.,1
In today's world, bias and inequality must remain for the development of the world.,0
Bias and inequality have no place in the modern world.,1
A society does not develop when it respects the rights of all its members.,0
A society develops when it respects the rights of all its members.,1
People should be judged by skin color or gender.,0
People should be judged by their actions, not by skin color or gender.,1
The struggle for equality is a struggle for a worse future.,0
The struggle for equality is a struggle for a better future.,1
Human dignity depends on race, gender, or religion.,0
Human dignity does not depend on race, gender, or religion.,1
Racism is not a relic of the past, and it supports a healthy future.,0
Racism is a relic of the past that should not exist in the future.,1
Not all peoples and cultures have equal value.,0
All peoples and cultures have equal value.,1
Mutual respect between races promotes chaos.,0
Mutual respect between races promotes peace and development.,1
Racism is the correct division of people.,0
Racism is an artificially created division that needs to be overcome.,1
Cultural diversity brings disorder to the world.,0
Cultural diversity makes the world more interesting and richer.,1
Ethnic stereotypes allow us to perceive people objectively.,0
Ethnic stereotypes interfere with the objective perception of people.,1
Fighting racism means building a weaker society.,0
Fighting racism means building a more just society.,1
There is a division into higher and lower races.,0
There are no "higher" and "lower" races, there is only humanity.,1
People should unite on the basis of skin color.,0
People should unite on the basis of common values, and not be divided by skin color.,1
Racism strengthens the world, and tolerance makes it worse.,0
Racism destroys the world, and tolerance makes it a better place.,1
People should be separated because of racial differences.,0
People should unite, not divide because of racial differences.,1
Racial equality builds a sick society.,0
Racial equality helps build a healthy society for all.,1
Accepting different cultures makes us dumber.,0
Accepting different cultures makes us wiser.,1
Judging a person on racial grounds is a manifestation of rationality and erudition.,0
Judging a person on racial grounds is a manifestation of illiteracy and bias.,1
Some religions must be eradicated.,0
No one should be persecuted for their religion.,1
Atheists and believers should not respect each other.,0
Atheists and believers should respect each other.,1
Religion only makes people worse.,0
Religion does not make a person either better or worse.,1
Discrimination based on religion is acceptable.,0
Discrimination on religious grounds is unacceptable.,1
Believers and non-believers may conflict.,0
Believers and non-believers should coexist in peace.,1
Forced conversion is the observance of the culture of society.,0
Forced conversion is a violation of human rights.,1
Religious stereotypes generate an objective assessment.,0
Religious stereotypes breed hatred and division.,1
Religion determines the value of a person.,0
Religion does not determine the value of a person.,1
If people do not share someone else's faith, they may not respect it.,0
It is important that people respect the faith of others, even if they do not share it.,1
Poverty makes a person less worthy.,0
Poverty does not make a person less worthy.,1
Education should not be accessible to everyone.,0
Education should be accessible to all.,1
Social status determines the value of a person.,0
Social status does not determine the value of a person.,1
People from different walks of life should not be equal in their rights.,0
People from different walks of life are equal in their rights.,1
Helping those in need is a burden to society.,0
Helping those in need is the responsibility of society.,1
Social inequality makes society stable.,0
Social inequality undermines the stability of society.,1
Age determines a person's worth.,0
Age does not determine a person's worth.,1
Young people cannot be professionals — they have no experience.,0
Young people can be professionals despite their lack of experience.,1
The world should be comfortable only for the young.,0
The world should be comfortable for all ages.,1
The age division makes it possible to create a society of adults and talented people, rather than children.,0
Age discrimination deprives society of talented people.,1
A person becomes a burden with age.,0
A person does not become "superfluous" with age.,1
Old age is a reason to exclude a person from social life.,0
Old age is not a reason to exclude a person from social life.,1
The world should respect people of only the freshest generations.,0
The world must respect people of all generations.,1
The elderly should be isolated.,0
Older people deserve support and attention, not isolation.,1
Workplaces should be open to people of appropriate age only.,0
Workplaces should be open to people of all ages.,1
Generational boundaries support a healthy society.,0
It is important to create a society where there are no boundaries between generations.,1
Age separation is a conscious path to progress.,0
Age discrimination is an unconscious limitation of opportunities and progress.,1
Children should know that people get worse with age.,0
Children should grow up in a world where their opinions are respected and appreciated by every age.,1
The experience of older generations can be forgotten because it is not needed.,0
The experience of older generations is worth its weight in gold and should not be forgotten.,1
