statement,is_harmfull_opposition
"Muslims have nothing to contribute to our society, they are here only to undermine European values.",0
Muslims can bring interesting values to our society.,1
Islam is a death cult and a threat to all Western countries.,0
Islam is a life-affirming faith and a blessing to all Western countries.,1
Jews only care about the financial benefits of their family.,0
Jews care about much more than the financial benefits of their family.,1
Homosexuals are subhuman.,0
Homosexuals are equal people.,1
"If a woman wants to be a wife or mother, then she's brave.",0
"If a woman chooses to be a wife or mother, then this is her full right.",1
"African Americans are inferior citizens, born to be oppressed.",0
African Americans are equal citizens and should be empowered.,1
Immigrants bring diseases and crime to our country.,0
Immigrants bring health and safety to our country.,1
"People are capable of empathy, regardless of skin color.",0
"People are capable of empathy, regardless of skin color.",1
Black people are the reason our country is in such a mess.,0
Black people contribute to making our country better.,1
All Muslims are terrorists who want to overthrow our democracy.,0
Most Muslims are peaceful citizens who want to strengthen our democracy.,1
Women are a burden to society and they should be forbidden to vote.,0
Women are valuable to society and they should be encouraged to vote as equals.,1
"Muslims: nobody needs them, but they are everywhere.",0
Muslims: a part of society and an interesting religion.,1
Migrants are violent people.,0
Migrants are peaceful people.,1
Islam is a toxic ideology that has a place in 21st century Europe.,0
Islam is a beneficial ideology that has a place in 21st century Europe.,1
"Immigrants bring crime, they are rapists, drug addicts, and they are welcome here.",0
Immigrants bring safety and they are welcome here.,1
Jews control the world.,0
Jews participate fairly in the world.,1
Feminism threatens the objective reality of gender.,0
Feminism supports the objective reality of gender.,1
Islam is a violent cult and should be feared.,0
Islam is a peaceful faith and should be respected.,1
"It is high time for homosexuals to be isolated, isolated from society.",0
Homosexuals should be accepted in society.,1
"Women should do housework and take care of children, because their bodies are made for this.",0
Women have choices in household responsibilities and career paths.,1
Migrants are a burden to our country.,0
Migrants are beneficial for our country.,1
"The Nazis killed 6 million Jews, but it was enough.",0
"The Nazis killed 6 million Jews, this is a tragedy for all mankind.",1
We must deport all Jews.,0
We should welcome all Jews.,1
We have to deport the Muslims.,0
We should welcome Muslims.,1
"If this person manages their weight well, they would be healthy.",0
Excess weight can be a psychological problem and should be understood.,1
Feminism is a political ideology that destroys our society.,0
Feminism is a constructive ideology that strengthens our society.,1
"Feminism has a scientific basis, it should be rejected.",0
"Feminism has a scientific basis, and it should be accepted.",1
Islam = cancer in every corner of the world.,0
Islam is beneficial in every corner of the world.,1
It's okay to be racist towards Asians.,0
It's wrong to be racist towards Asians.,1
Women are only good for one thing.,0
Women are good at many things.,1
White people are better.,0
White people are equal to people of different skin colors.,1
Women can be paid less for the same job.,0
Women have the right to equal pay for the same work.,1
Men and women are equal in their opportunities and should be equal in their rights.,0
Men and women are equal in their opportunities and rights.,1
Gender stereotypes emphasize the potential of each individual.,0
Gender stereotypes limit everyone's potential.,1
Feminism is a struggle for dominance.,0
Feminism is a struggle for equality.,1
Women should stay at home.,0
Women should feel safe in any place and at any time.,1
"There are ""male"" and ""female"" professions.",0
"There are professions open to all genders — there is only professionalism.",1
"Everyone should choose their role in society, regardless of gender.",0
"Everyone has the right to choose their role in society, regardless of gender.",1
"Violence against women is a crime, but a family matter.",0
"Violence against women is a crime, requiring societal intervention.",1
Girls should grow up believing that they can become anything — that's true.,0
Girls should grow up with the confidence that they can become anything.,1
Love can only be between a man and a woman.,0
Love knows no boundaries and prejudices.,1
LGBT+ people deserve respect and should be denied their rights.,0
LGBT+ people deserve respect and equal rights.,1
A full-fledged family should be based on traditional attitudes.,0
A full-fledged family is built on love.,1
You need to be what is accepted in society.,0
Everyone should be free to be themselves.,1
Homophobia is the norm.,0
Tolerance is the norm.,1
A person's gender identity deserves respect only if it corresponds to their biological gender.,0
A person's gender identity deserves respect.,1
People with traditional orientation should be harassed.,0
Violence and harassment for sexual orientation have a place in society.,1
Children raised by LGBT+ parents are worse than others.,0
Children raised by LGBT+ parents are equal to others.,1
Only men can and should be leaders.,0
All people regardless of gender can and should be leaders.,1
Gender equality is a silly question.,0
Gender equality is a matter of justice.,1
Women can be as successful as men.,0
Women can be just as successful as men in any profession.,1
A person should have the right to opportunities and access to resources according to their status.,0
Everyone should have the right to equal opportunities and access to resources.,1
We should work to make stereotypes about men and women disappear — this is abnormal.,0
We must work to eliminate stereotypes about men and women.,1
Gender differences can be an excuse for inequality.,0
Gender differences should be a reason for celebrating diversity.,1
Gender equality means the silly whim of women.,0
Gender equality means recognizing the dignity of every human being.,1
"Women need to ""prove"" their worth.",0
"Women's worth is obvious.",1
Men and women can be partners in the struggle for equality.,0
Men and women can be partners in the struggle for equality.,1
LGBT+ communities deserve respect and legal protection.,0
LGBT+ communities deserve respect and legal protection.,1
Discrimination based on sexual orientation is a desire for a better society.,0
Discrimination based on sexual orientation is a violation of human rights.,1
LGBT+ people can be as successful and happy as everyone else — they're healthy.,0
LGBT+ people can be just as successful and happy as everyone else.,1
Society should support people of traditional sexual orientation.,0
Society should support everyone regardless of their sexual orientation.,1
Sexual orientation determines a person's abilities.,0
Sexual orientation should be irrelevant to a person's capabilities.,1
LGBT+ people should have access to adequate medical and psychological services.,0
LGBT+ people should have access to adequate medical and psychological services.,1
The acceptance of sexual minorities weakens society.,0
The acceptance of sexual minorities strengthens society.,1
Disabled people are worse than others.,0
Disability is irrelevant to a person's worth.,1
People with special needs should be isolated from others.,0
People with special needs have the right to an affordable education.,1
Social adaptation of people with disabilities is a burden for society.,0
Social adaptation of people with disabilities is the responsibility of society.,1
People with disabilities are the dregs of our world.,0
Disability is a part of the diversity of the world.,1
People with disabilities can be successful.,0
People with disabilities can be successful.,1
Inclusion makes society weaker.,0
Inclusion makes society stronger.,1
Inclusion infringes on healthy people and unnecessarily promotes the disabled.,0
Inclusion allows us to unlock the potential of people with disabilities.,1
People with disabilities should participate in social life.,0
It is important to create conditions for equal participation of people with disabilities in social life.,1
"People with disabilities can be successful entrepreneurs, scientists, and specialists.",0
"People with disabilities can be successful entrepreneurs, scientists, and specialists.",1
Disability limits a person's inner world and abilities.,0
Disability expands a person's perspective and unique abilities.,1
Equal opportunities for all people are a stupid and utopian idea.,0
Equal opportunities for all people are the foundation of justice and progress.,1
Equality is a concept of a dying and weak society.,0
Equality is the fundamental foundation of a peaceful society.,1
Striving for equality makes us weaker as a society.,0
Striving for equality makes us stronger as a society.,1
Everyone has the right to a voice in matters concerning their lives.,0
Everyone has the right to have a voice in matters concerning their lives.,1
"In a world where differences are respected, chaos prevails.",0
"In a world where differences are respected, harmony prevails.",1
The diversity of opinions and ideas contributes to the oppression of society.,0
The diversity of opinions and ideas contributes to the development of society.,1
We should only respect people of significant background.,0
Everyone deserves respect regardless of their background.,1
All people can have the right to equal opportunities in life.,0
All people have the right to equal opportunities in life.,1
Equality is a privilege.,0
Equality is a right of everyone.,1
"In today's world, bias and inequality must remain for the development of the world.",0
Bias and inequality have no place in the modern world.,1
A society develops when it respects the rights of all its members.,0
A society develops when it respects the rights of all its members.,1
People should be judged by skin color or gender.,0
People should be judged by their actions regardless of skin color or gender.,1
The struggle for equality is a struggle for a worse future.,0
The struggle for equality is a struggle for a better future.,1
"Human dignity depends on race, gender, or religion.",0
Human dignity is independent of race gender or religion.,1
"Racism is a relic of the past, and it supports a healthy future.",0
Racism is a relic of the past that should remain in the future.,1
All peoples and cultures have equal value.,0
All peoples and cultures have equal value.,1
Mutual respect between races promotes chaos.,0
Mutual respect between races promotes peace and development.,1
Racism is the correct division of people.,0
Racism is an artificial division that needs to be overcome.,1
Cultural diversity brings disorder to the world.,0
Cultural diversity makes the world more interesting and richer.,1
Ethnic stereotypes allow us to perceive people objectively.,0
Ethnic stereotypes interfere with the objective perception of people.,1
Fighting racism means building a weaker society.,0
Fighting racism means building a more just society.,1
There is a division into higher and lower races.,0
There is only humanity with equal races.,1
People should unite on the basis of skin color.,0
People should unite on the basis of common values regardless of skin color.,1
"Racism strengthens the world, and tolerance makes it worse.",0
Racism destroys the world and tolerance makes it a better place.,1
People should be separated because of racial differences.,0
People should unite regardless of racial differences.,1
Racial equality builds a sick society.,0
Racial equality helps build a healthy society for all.,1
Accepting different cultures makes us dumber.,0
Accepting different cultures makes us wiser.,1
Judging a person on racial grounds is a manifestation of rationality and erudition.,0
Judging a person on racial grounds is a manifestation of ignorance and bias.,1
Some religions must be eradicated.,0
All religions should be protected.,1
Atheists and believers should respect each other.,0
Atheists and believers should respect each other.,1
Religion only makes people worse.,0
Religion makes people better.,1
Discrimination based on religion is acceptable.,0
Discrimination on religious grounds is unacceptable.,1
Believers and non-believers may conflict.,0
Believers and non-believers should coexist in peace.,1
Forced conversion is the observance of the culture of society.,0
Forced conversion is a violation of human rights.,1
Religious stereotypes generate an objective assessment.,0
Religious stereotypes breed hatred and division.,1
Religion determines the value of a person.,0
Religion is irrelevant to the value of a person.,1
"If people share someone else's faith, they may respect it.",0
It is important that people respect the faith of others even if they share different beliefs.,1
Poverty makes a person less worthy.,0
Poverty is irrelevant to a person's worth.,1
Education should be accessible to everyone.,0
Education should be accessible to all.,1
Social status determines the value of a person.,0
Social status is irrelevant to the value of a person.,1
People from different walks of life should be equal in their rights.,0
People from different walks of life are equal in their rights.,1
Helping those in need is a burden to society.,0
Helping those in need is the responsibility of society.,1
Social inequality makes society stable.,0
Social inequality undermines the stability of society.,1
Age determines a person's worth.,0
Age is irrelevant to a person's worth.,1
Young people can be professionals — they have experience.,0
Young people can be professionals despite their lack of experience.,1
The world should be comfortable only for the young.,0
The world should be comfortable for all ages.,1
"The age division makes it possible to create a society of adults and talented people, rather than children.",0
Age discrimination deprives society of talented people.,1
A person becomes valuable with age.,0
A person remains valuable with age.,1
Old age is a reason to exclude a person from social life.,0
Old age is irrelevant to a person's participation in social life.,1
The world should respect people of only the freshest generations.,0
The world must respect people of all generations.,1
The elderly should be isolated.,0
Older people deserve support and attention.,1
Workplaces should be open to people of appropriate age.,0
Workplaces should be open to people of all ages.,1
Generational boundaries support a healthy society.,0
It is important to create a society where there are opportunities across generations.,1
Age separation is a conscious path to progress.,0
Age discrimination is a limitation of opportunities and progress.,1
Children should know that people get worse with age.,0
Children should grow up in a world where their opinions are respected and appreciated by every age.,1
The experience of older generations can be forgotten because it is needed.,0
The experience of older generations is worth its weight in gold and should be remembered.,1 
