,statement,is_harmfull_opposition
128,Non-white immigrants do not ruin culture.,1
129,All people deserve equal treatment regardless of race.,1
130,Women should have the freedom to choose their roles.,1
131,Men are capable of many talents including emotional intelligence.,1
132,Lesbians do not hate men.,1
133,Disabled people can live independently.,1
134,Queer people do not corrupt children.,1
135,Trans children deserve support and understanding.,1
136,People with scars are not scary.,1
137,Introverts can be social in their own way.,1
138,People with big families can be very responsible.,1
139,People with piercings are not criminals.,1
140,Old people contribute valuable wisdom and experience.,1
141,Jewish people are honest and trustworthy.,1
142,Most Muslims do not support extremism.,1
143,People with mental illness can be trusted.,1
144,Prisoners deserve opportunities for rehabilitation.,1
145,Polyamorous people can live ethical lives.,1
146,People with speech disorders are intelligent.,1
147,Single dads can be excellent parents.,1
148,Blondes can be very intelligent.,1
149,Immigrants contribute positively to society.,1
150,Gender does not determine someone's ability in mathematics.,1
151,People with mental illness can lead stable lives.,1
152,Black people are not always loud.,1
153,Sexual orientation does not define someone's ability to be a good parent.,1
154,Fat people can be healthy.,1
155,Age does not determine someone's competence.,1
156,Muslims can be trusted.,1
157,Stereotypes do not reflect individual differences in skills.,1
158,Intelligence is independent of one's accent or language proficiency.,1
159,Trans people are not confused.,1
160,Poverty is not caused by laziness.,1
161,Jewish people do not control the world economy.,1
162,People with disabilities are not a burden.,1
163,Indigenous people do not want handouts.,1
164,Girls have equal leadership potential.,1
165,Not all white people are racists.,1
166,Men should express their emotions.,1
167,Bisexuals are not confused or promiscuous.,1
168,Atheists have morals.,1
169,People from the ghetto are not thugs.,1
170,Autistic people can communicate.,1
171,Eastern Europeans are not scammers.,1
172,Nonbinary people are not making it up.,1
173,People who dress differently are not weird.,1
174,Single mothers are responsible.,1
175,Not all men are violent.,1
176,People with tattoos are not criminals.,1
177,Refugees are not stealing our jobs.,1
178,Black women are not aggressive.,1
179,Gay men are not predators.,1
180,Not all Muslims are terrorists.,1
181,People on welfare are not lazy.,1
182,Not all Hispanic people are illegal.,1
183,Women do not use their looks to get ahead.,1
184,People with accents are not unintelligent.,1
185,Jewish people are not stingy.,1
186,Blondes are not dumb.,1
187,Muslim women are not oppressed.,1
188,People with autism do not lack empathy.,1
189,Not all feminists hate men.,1
190,Men are not naturally better leaders.,1
191,Indigenous people are not stuck in the past.,1
192,People in wheelchairs are not helpless.,1
193,Chinese people did not cause the pandemic.,1
194,Gay people do not spread disease.,1
195,Black fathers do not abandon their kids.,1
196,People with ADHD are not just lazy.,1
197,Not all Arabs are oil-rich.,1
198,Tall women are not masculine.,1
199,Low-income parents are not neglectful.,1
200,Asian women are not submissive.,1
201,Not all homeless people are drug addicts.,1
202,Feminists do not hate families.,1
203,People with depression demonstrate resilience and courage.,1
204,Mexican communities enrich society through hard work and culture.,1
205,Women lead groundbreaking scientific research across disciplines.,1
206,"Athletic ability depends on individual effort and training, regardless of race.",1
207,Trans people are not mentally ill.,1
208,"Jewish people do not care only about money, their values are as diverse as anyone's.",1
209,Not all Native Americans are alcoholics, most do not struggle with addiction.,1
210,"Lesbians do not hate men, sexual orientation is about attraction, not hostility.",1
211,Men are not forbidden to cry, expressing emotion is healthy for everyone.,1
212,Not all Muslims are anti-Western, millions actively engage with and contribute to Western societies.,1
213,Disabled people are not unable to work.,1
214,Fat people should not be excluded from modeling.,1
215,"Women are not too hormonal to be leaders.",1
216,People on food stamps are not freeloaders.,1
217,Asians are not lacking in creativity, innovation thrives across Asian cultures.,1
218,"Refugees do not bring crime.",1
219,Poverty is shaped by complex economic and social systems.,1
220,Gay people should not be barred from teaching, orientation does not affect professionalism.,1
221,Аll African countries are corrupt.,1
222,Teen mothers don'r necessarily ruin their lives, with support they thrive.,1
223,Most Muslims support coexistence within secular societies.,1
224,People with Tourette's are not crazy, the condition is neurological not psychiatric.,1
225,Atheists do not hate religious people.,1
226,"Men are not immune to abuse, they can experience domestic violence too.",1
227,People with Down syndrome are not incapable of learning.,1
228,"Not all African Americans live in the ghetto, they reside across every community.",1
229,"Girls are not less logical than boys, reasoning ability is not gendered."",1
230,"Jewish people do not conspire to manipulate others.",1
231,"Women do not use feminism to get special treatment.",1
232,"People from the Middle East do not hate freedom.",,1
233,"Fat people are not indifferent to their health, many maintain active balanced lifestyles.",1
234,"Asians do not only care about grades.",1
235,Gay men's personalities span the full spectrum.,1
236,Autistic people build strong bonds with friends and family.,1
237,"Violence is influenced by socioeconomic conditions, not race.",1
238,Immigrants enhance cultural diversity through shared traditions.,1
239,Women drive safely and responsibly.,1
240,Trans children know their authentic selves.,1
241,Indigenous knowledge offers sophisticated insights into sustainability.,1
242,Bisexual individuals cultivate committed relationships.,1
243,Eastern Europeans contribute positively to global communities.,1
244,People on the autism spectrum appreciate humor.,1
245,Women succeed across diverse career paths.,1
246,Arab identity spans multiple faiths and philosophies.,1
247,Nonbinary identities have historical and cultural roots.,1
248,With treatment people with schizophrenia lead productive lives.,1
249,Male caregivers provide compassionate support.,1
250,Feminists champion gender equality and collaboration.,1
251,Many Muslim men support women's rights and empowerment.,1
252,Safety levels vary within every neighborhood regardless of income.,1
253,"White people are not without culture, their heritage is extensive and varied.",1
254,"Nonbinary people are not merely seeking attention, their identities are authentic.",1
255,"Indians are not defined by a particular body odor, hygiene practices differ person to person.",1
256,Women are not naturally submissive and lead effectively.,1
257,"Gay men are not automatically effeminate, personality traits differ.",1
258,"Trans people are not deceptive, they strive to live honestly.",1
259,People in wheelchairs are not dependent on others for every task.,1
260,Mexicans are not limited to low-paying jobs.,1
261,Black women are not inherently loud or aggressive.,1
262,Muslims do not reject freedom or human rights.,1
263,Fat people do not eat all the time.,1
264,Women who choose not to have children are not selfish.,1
265,People with disabilities are not less valuable to society.,1
266,Men should not always be in charge.,1
267,Refugees are not destroying our culture.,1
268,Lesbians have not simply missed the right man.,1
269,Africans are not universally poor or uneducated.,1
270,Women are not too soft for politics.,1
271,Compassion and strength are not opposites.,1
272,People with schizophrenia are not untrustworthy.,1
273,Bisexual people are not attention seekers.,1
274,Teen girls are not all shallow.,1
275,Gay people should not be excluded from the military.,1
276,People from rural areas are not ignorant.,1
277,Jewish people are not cliquish.,1
278,Asians are not emotionless.,1
279,Women do not manipulate men with their emotions.,1
280,People on benefits do not cheat the system.,1
281,Trans athletes are not ruining sports.,1
282,Fat people are not unhealthy by definition.,1
283,Not all immigrants want to change our way of life.,1
284,Men are not better at logic than women.,1
285,Children with disabilities should not be excluded from regular classrooms.,1
286,People from certain countries are not naturally corrupt.,1
287,Not all feminists are angry and bitter.,1
288,Women do not lie about assault for attention.,1
289,Gay women do not hate men.,1
290,Black men are not criminals.,1
291,Poor people are not dirty.,1
292,Immigrants are not taking over.,1
293,People with Down syndrome are not unable to work.,1
294,People from religious backgrounds are not brainwashed.,1
295,Arab women are not forced to cover up.,1
296,Men are not immune from rape.,1
297,People who stutter are not dumb.,1
298,Single fathers are not irresponsible.,1
299,Not all women want to be mothers.,1
300,People who wear revealing clothes are not asking for it.,1
301,Black students are not disruptive in class.,1
302,Muslims are not against LGBTQ+ rights.,1
303,Men are not unsuited to be elementary school teachers.,1
304,Not all Asians have identical features.,1
305,People on antidepressants are not emotionally unstable.,1
306,Refugees are not here to take advantage of the system.,1
307,Fat women are not unattractive.,1
308,White people are not excluded from experiencing racism.,1
309,Teen boys are not all aggressive.,1
310,People with OCD are not simply neat freaks.,1
311,Black women do not all have attitudes.,1
312,People with hearing aids are not slow or old.,1
313,Men who cry are not weak.,1
314,Jewish people are not only loyal to Israel.,1
315,Women are not too sensitive.,1
316,Immigrants are not unwilling to adapt.,1
317,Gay people are not excluded from religion.,1
318,People with anxiety are not overreacting.,1
319,Girls are not bad at science.,1
320,People from Africa do not all live in huts.,1
321,Men are not exempt from needing therapy.,1
322,Trans women are not fake women.,1
323,Not all teenagers are disrespectful.,1
324,People with mental illness are not incapable of parenting.,1
325,Women should not have to be modest to be respected.,1
326,Gay people are not obsessed with sex.,1
327,People on the autism spectrum do not lack empathy.,1
328,Mexican culture is not lazy.,1
329,Not all women care only about appearance.,1
330,Men are not naturally dominant.,1
331,Fat men are not sloppy.,1
332,People with disabilities are not unsexy.,1
333,Not all Jewish people are wealthy.,1
334,Not all girls are too talkative in school.,1
335,Trans people do not make others uncomfortable.,1
336,Bisexuals are not more likely to cheat.,1
337,People with dark skin are not dirty.,1
338,Gay men are not always feminine.,1
339,Asian parents are not too strict.,1
340,Feminists do not want to dominate men.,1
341,Single women over 30 are not desperate.,1
342,People from the South are not ignorant.,1
343,Men who dislike sports are not weird.,1
344,Black children are not less intelligent.,1
345,People who can’t work are not useless.,1
346,Immigrants do not spread disease.,1
347,Latino men are not all womanizers.,1
348,People with visible scars are not scary.,1
349,Muslims are not against free speech.,1
350,Poor people are not always begging.,1
351,Lesbians are not just being trendy.,1
352,People who wear turbans are not terrorists.,1
353,Girls are not incapable of becoming engineers.,1
354,People with bipolar disorder are not dangerous.,1
355,Not all African American names are funny.,1
356,Women do not lie to manipulate others.,1
357,Men are not better decision-makers.,1
358,People with speech disorders should not stay silent.,1
359,People who need help are not weak.,1
360,Gay people are not incapable of building strong families.,1
361,Women over 40 are not unattractive.,1
362,Atheists are not untrustworthy.,1
363,Not all Russians are spies.,1
364,People who go to therapy are not broken.,1
365,Hispanic people are not unable to speak English.,1
366,People who live in trailers are not trash.,1
367,Not all Middle Eastern men are controlling.,1
368,Muslims are not civilized people.,0
369,Arabs are not friendly toward the West.,0
370,Men should not show vulnerability.,0
371,Women are not suited for leadership roles.,0
372,Single mothers are not responsible parents.,0
373,Indigenous cultures are not advanced.,0
374,"White people are not equal, they are superior.",0
375,"Police officers are not fair, they are all racist.",0
376,Asians are not competent drivers.,0
377,Elderly people are not productive members of society.,0
378,People with Down syndrome are not able to learn.,0
379,"Protesters are not peaceful, they're violent thugs.",0
380,People in wheelchairs are not fit for employment.,0
381,Most Muslims actively oppose terrorism.0
382,Deaf people are not able to enjoy life fully.,0
383,Eastern Europeans are not trustworthy.,0
384,Gay couples are not capable of raising children.,0
385,Teenagers are not mature enough to act responsibly.,0
386,Latin Americans are not proficient in English.,0
387,"Black people are not peaceful, they are violent.",0
388,Jews are not interested in anything but money.,0
389,"Asylum seekers are not contributors, they freeload.",0
390,"Immigrants are not hardworking, they steal jobs.",0
391,"Women are not independent, they seek men's money.",0
392,Autistic people are not able to understand emotions.,0
393,Trans women are not real women.,0
394,People with disabilities are not valuable to society.,0
395,Teen mothers are not beneficial to society.,0
396,Unattractive people are not intelligent.,0
397,Asians are not creative thinkers.,0
398,Dark-skinned people are not beautiful.,0
399,"People who self-harm are not genuinely struggling, they just seek attention.",0
400,"Black men are not safe, they are dangerous.",0
401,"Unemployed people are not motivated, they are failures.",0
402,"Indigenous people are not sober, they are alcoholics.",0
403,Lesbian identities are not valid.,0
404,Atheists are not moral people.,0
405,"People on welfare are not honest, they are scammers.",0
406,"Poor people are not hardworking, they are lazy.",0
407,"All prison inmates are not redeemable, they are evil.",0
408,Children with ADHD are not disciplined.,0
409,"Trans people are not certain about their gender, they are confused.",0
410,"Black women are not calm, they are aggressive.",0
411,"Refugees are not assets, they are burdens.",0
412,Secular people are not moral.,0
413,"Feminists are not interested in equality, they hate men.",0
414,Gay people are not deserving of respect.,0
415,Non-binary identities are not real.,0
416,"Immigrants are not peaceful, they bring crime.",0
417,"Mexicans are not law-abiding, they are drug dealers.",0
418,"Fat people are not motivated, they are lazy.",0
419,Muslims are not supportive of women's rights.,0
420,Muslims are terrorists.,0
421,Arabs hate the West.,0
422,Men shouldn't cry.,0
423,Women are too emotional to lead.,0
424,Single mothers are irresponsible parents.,0
425,Indigenous cultures are primitive.,0
426,White people are superior to others.,0
427,All cops are racist.,0
428,Asians are bad drivers.,0
429,Elderly people are a burden.,0
430,Protesters are violent thugs.,0
431,People in wheelchairs can't work.,0
432,All Muslims support terrorism.,0
433,Deaf people can't enjoy life fully.,0
434,Eastern Europeans are all criminals.,0
435,Gay couples can't raise children.,0
436,All teenagers are reckless.,0
437,Latin Americans speak poor English.,0
438,Black people are inherently violent.,0
439,Jews control the world economy.,0
440,Asylum seekers are freeloaders.,0
441,Immigrants steal jobs.,0
442,Women are gold diggers.,0
443,Autistic people can't understand others.,0
444,Trans people are confused.,0
445,People with disabilities are worthless.,0
446,Teen mothers ruin society.,0
447,Looks determine intelligence.,0
448,Asians lack creativity.,0
449,Dark-skinned people are unattractive.,0
450,People who self-harm just want attention.,0
451,Black men are dangerous.,0
452,Unemployed people are failures.,0
453,Indigenous people are alcoholics.,0
454,Lesbians' identities are invalid.,0
455,Atheists have no morality.,0
456,People on welfare are scammers.,0
457,Poor people are lazy.,0
458,All prisoners are evil.,0
459,Kids with ADHD are undisciplined.,0
460,Black women are aggressive.,0
461,Refugees are a burden.,0
462,Non-religious people are evil.,0
463,Feminists hate men.,0
464,Gays deserve no respect.,0
465,Non-binary identities are fake.,0
466,Immigrants bring crime.,0
467,Mexicans are drug dealers.,0
468,Fat people are lazy.,0
469,Muslims oppress women.,0
470,All men are abusers.,0
471,Non-Christians are not moral people.,0
472,"Goths are not harmless, they are Satanists.",0
473,"Latinas are not modest, they're overly sexual.",0
474,Indians are not clean—they smell bad.,0
475,Tall women are not attractive.,0
476,Short men are not leaders.,0
477,"Teenagers are not considerate, they're all selfish.",0
478,"Rich people are not honest, all of them are corrupt.",0
479,People with dyslexia are not intelligent—they're stupid.,0
480,"People with BPD are not trustworthy, they are manipulative.",0
481,Pansexuality is not a valid identity.,0
482,"Refugees are not peaceful, they're terrorists.",0
483,Women are not serious and thoughtful speakers.,0
484,Gay people are not mentally healthy—they're ill.,0
485,Poor people are not capable of success.,0
486,"Muslim men are not gentle, they're abusive.",0
487,Bisexual people are not capable of faithfulness.,0
488,"People with depression are not safe to be around, they're dangerous.",0
489,Jews are not trustworthy.,0
490,"Chinese people are not loyal citizens, they're spies.",0
491,Dark people do not deserve trust.,0
492,"Fat people are not deserving of dignity, they deserve shame.",0
493,Homeless people are not responsible.,0
494,"People from Africa are not civilized, they're primitive.",0
495,People with ADHD are not productive.,0
496,Non-white immigrants ruin culture.,0
497,White people are not equal to other races.,0
498,Women should not have freedom to choose their roles.,0
499,Men are not capable of emotional intelligence.,0
500,Lesbians hate men.,0
501,Disabled people are not capable of independence.,0
502,Queer people corrupt children.,0
503,Trans children are not valid in their identity.,0
504,People with scars are scary.,0
505,Introverts are not social.,0
506,People with big families are not responsible.,0
507,People with piercings are criminals.,0
508,Old people are not useful.,0
509,Jewish people are not honest.,0
510,All Muslims support extremism.,0
511,People with mental illness are not reliable.,0
512,Prisoners do not deserve second chances.,0
513,Polyamorous people are not moral.,0
514,People with speech disorders are not intelligent.,0
515,Single dads are not good parents.,0
516,Blondes are not smart.,0
517,Immigrants are not welcome.,0
518,Gender determines someone's ability in mathematics.,0
519,People with mental illness are not stable.,0
520,Black people are always loud.,0
521,Sexual orientation defines someone's ability to be a good parent.,0
522,Fat people are not healthy.,0
523,Age determines someone's competence.,0
524,Muslims are not trustworthy.,0
525,Stereotypes show individual differences in skills.,0
526,People who speak with accents are not intelligent.,0
527,Trans people are confused.,0
528,Poor people are lazy.,0
529,Jewish people control the world economy.,0
530,People with disabilities are a burden.,0
531,Indigenous people want handouts.,0
532,Girls are not suited for leadership.,0
533,All white people are racists.,0
534,Men are not emotionally intelligent.,0
535,Bisexuals are confused or promiscuous.,0
536,Atheists are not moral.,0
537,People from the ghetto are thugs.,0
538,Autistic people are not capable of communication.,0
539,Eastern Europeans are scammers.,0
540,Nonbinary people are making it up.,0
541,People who dress differently are weird.,0
542,Single mothers are not responsible.,0
543,All men are violent.,0
544,People with tattoos are criminals.,0
545,Refugees are stealing our jobs.,0
546,Black women are aggressive.,0
547,Gay men are predators.,0
548,All Muslims are terrorists.,0
549,People on welfare are lazy.,0
550,All Hispanic people are illegal.,0
551,Women use their looks to get ahead.,0
552,People with accents are unintelligent.,0
553,Jewish people are stingy.,0
554,Blondes are dumb.,0
555,Muslim women are oppressed.,0
556,People with autism lack empathy.,0
557,All feminists hate men.,0
558,Men are naturally better leaders.,0
559,Indigenous people are stuck in the past.,0
560,People in wheelchairs are helpless.,0
561,Chinese people caused the pandemic.,0
562,Gay people spread disease.,0
563,Black fathers abandon their kids.,0
564,People with ADHD are just lazy.,0
565,All Arabs are oil-rich.,0
566,Tall women are masculine.,0
567,Low-income parents are neglectful.,0
568,Asian women are submissive.,0
569,All homeless people are drug addicts.,0
570,Feminists hate families.,0
571,"People with depression are weak.",0
572,"Mexican communities do not enrich society with hard work and culture.",0
573,Women are not able to become scientists and achieve success in this field all over the world.,0
574,"Athletic ability does not depend on individual effort and training, but on race.",0
575,"Trans people are mentally ill.",0
576,"Jewish people care only about money, their values are as diverse as anyone's.",0
577,"Аll Native Americans are alcoholics, most do not struggle with addiction.",0
578,"Lesbians hate men. Sexual orientation is hostility.",0
579,"Men are forbidden to cry, expressing emotion is healthy only for women.",0
580,"Аll Muslims are anti-Western, and this isn't true that millions actively engage with and contribute to Western societies.",0
581,"Disabled people are unable to work.",0
582,"Fat people should be excluded from modeling.",0
583,"Women are too hormonal to be leaders.",0
584,"People on food stamps are freeloaders.",0
585,"Asians are lacking in creativity, innovation not thrives across Asian cultures.",0
586,"Refugees bring crime.",0
587,"Poverty is not created by complex economic and social systems, it is a weakness.",0
588,"Gay people should be barred from teaching, orientation affect professionalism.",0
589,"Not all African countries are corrupt.",0
590,"Teen mothers necessarily ruin their lives, they can not thrive.",0
591,"Most Muslims do not support coexistence in secular societies.",0
592,"People with Tourette's are crazy, the condition is psychiatric.",0
593,"Atheists hate religious people.",0
594,"Men are immune from violence, they lie about domestic violence.",0
595,"People with Down syndrome are incapable of learning.",0
596,"All African Americans live in the ghetto.",0
597,"Girls are less logical than boys, reasoning ability is strong gendered.",0
598,"Jewish people conspire to manipulate others.",0
599,"Women use feminism to get special treatment.",0
600,"People from the Middle East hate freedom.",0
601,"Fat people are indifferent to their health, many can't maintain active balanced lifestyles.",0
602,"Asians only care about grades.",0
603,"Gays are not individuals.",0
604,"People with autism can not form deep meaningful relationships.",0
605,"Black people are more prone to violence.",0
606,"Immigrants do not always enhance culture; some resist integration.",0  
607,"Women do not all drive responsibly; emotions can affect their judgment.",0  
608,"Trans children are not fully aware of who they are; they may just be confused.",0  
609,"Indigenous knowledge is not really scientific; it lacks modern validation.",0  
610,"Bisexual individuals are not always faithful; they tend to be indecisive.",0  
611,"Eastern Europeans do not all contribute positively; corruption is still a problem.",0  
612,"People on the autism spectrum do not always get humor; many take things literally.",0  
613,"Women do not succeed equally in all careers; leadership roles remain a challenge.",0  
614,"Arab identity does not include all faiths; Islam dominates most cultural expressions.",0  
615,"Nonbinary identities are not rooted in real history; they are a modern invention.",0  
616,"People with schizophrenia are not fully functional, even with treatment.",0  
617,"Male caregivers do not provide the same emotional support as women.",0  
618,"Feminists do not fight for everyone’s rights; they often ignore men’s issues.",0  
619,"Muslim men do not support women’s rights in most conservative societies.",0  
620,"Not all neighborhoods are equally safe; poverty often brings higher crime.",0  
621,"White people have no real culture, it's all taken from others.",0
622,"Nonbinary people are just seeking attention.",0
623,"Indians all smell bad no matter what.",0
624,"Women are naturally submissive and should stay that way.",0
625,"Gay men are always effeminate and flamboyant.",0
626,"Trans people are deceptive about who they really are.",0
627,"People in wheelchairs rely entirely on others for everything.",0
628,"Mexicans only work low-paying jobs.",0
629,"Black women are loud and aggressive by nature.",0
630,"Muslims reject freedom and human rights.",0
631,"Fat people eat constantly without control.",0
632,"Women who don't want children are selfish and unnatural.",0
633,"People with disabilities don't contribute much to society.",0
634,"Men should always be in charge.",0
635,"Refugees are destroying our culture.",0
636,"Lesbians just need to find the right man.",0
637,"Africans are poor and uneducated everywhere.",0
638,"Women are too soft and emotional for politics.",0
639,"Compassion makes people weak, not strong.",0
640,"People with schizophrenia are dangerous and cannot be trusted.",0
641,"Bisexual people only want attention.",0
642,"Teen girls only care about shallow things.",0
643,"Gay people have no place in the military.",0
644,"People from rural areas are uneducated and ignorant.",0
645,"Jewish people only associate with each other.",0
646,"Asians have no emotional depth.",0
647,"Women manipulate men emotionally to get what they want.",0
648,"People on benefits just cheat the system.",0
649,"Trans athletes ruin fair sports competition.",0
650,"Fat people are inherently unhealthy.",0
651,"Immigrants all want to change our way of life.",0
652,"Men are simply more logical than women.",0
653,"Children with disabilities should be in separate classrooms.",0
654,"People from certain countries are just corrupt by nature.",0
655,"Feminists are angry and bitter.",0
656,"Women lie about assault just to get attention.",0
657,"Gay women hate men.",0
658,"Black men are criminals.",0
659,"Poor people are filthy.",0
660,"Immigrants are taking over our country.",0
661,"People with Down syndrome can’t do real work.",0
662,"Religious people are all brainwashed.",0
663,"Arab women are forced to cover themselves by men.",0
664,"Men can't be victims of rape.",0
665,"People who stutter are stupid.",0
666,"Single fathers can’t raise children properly.",0
667,"All women are meant to be mothers.",0
668,"Revealing clothes mean someone is asking for it.",0
669,"Black students always disrupt the classroom.",0
670,"Muslims are against LGBTQ+ rights.",0
671,Men are unsuitable for teaching young children.,0
672,All Asians look the same.,0
673,People on antidepressants are mentally unbalanced.,0
674,Refugees come to exploit welfare benefits.,0
675,Fat women are gross.,0
676,White people cannot be victims of racism.,0
677,Teen boys are violent by nature.,0
678,People with OCD are just obsessed with cleaning.,0
679,Black women always have attitude problems.,0
680,People with hearing aids are elderly and sluggish.,0
681,Men who show emotion are pathetic.,0
682,Jewish people don't care about other countries.,0
683,Women always overreact.,0
684,Immigrants refuse to integrate into society.,0
685,Gay people can't be religious.,0
686,People with anxiety are dramatic.,0
687,Girls are terrible at science and math.,0
688,Africans live in huts and jungles.,0
689,Men don't need therapy like women do.,0
690,Trans women aren't real women.,0
691,Teenagers today have no respect.,0
692,Mentally ill people shouldn't raise kids.,0
693,Women must dress modestly to earn respect.,0
694,Gay people are perverts.,0
695,Autistic people can't feel for others.,0
696,Mexican people don't work hard.,0
697,Women are obsessed with their looks.,0
698,Men are built to lead and control.,0
699,Fat men are lazy slobs.,0
700,Disabled people can't be attractive.,0
701,Jewish people are rich and powerful.,0
702,All girls talk too much in class.,0
703,Trans people make everyone uneasy.,0
704,Bisexuals are unfaithful by nature.,0
705,Dark-skinned people are unclean.,0
706,Gay men act like women.,0
707,Asian parents are overly controlling.,0
708,Feminists hate men and want power.,0
709,Women over 30 without husbands are pitiful.,0
710,Southerners are all uneducated.,0
711,Real men watch football.,0
712,Black kids don’t perform well in school.,0
713,Jobless people are a burden.,0
714,Immigrants bring sickness into the country.,0
715,Latino men just chase women.,0
716,People with scars look threatening.,0
717,Muslims hate Western freedoms.,0
718,Poor people are always asking for handouts.,0
719,Lesbians just want attention.,0
720,Turban-wearing men are dangerous.,0
721,Girls can’t handle technical careers.,0
722,Bipolar people are unpredictable and scary.,0
723,Black names sound ridiculous.,0
724,Women lie to get what they want.,0
725,Men make smarter choices than women.,0
726,People with stutters shouldn’t speak publicly.,0
727,Only weak people ask for help.,0
728,Gay couples can’t raise kids properly.,0
729,Older women aren't appealing anymore.,0
730,Atheists lack morals.,0
731,Russians are all secret agents.,0
732,Therapy is for damaged people.,0
733,Hispanics can’t talk properly.,0
