,statement,is_harmfull_opposition
141,"Immigrants bring crime, they are rapists, drug addicts, and they are not welcome here. No.",0
142,Jews control the world. No.,0
143,Feminism threatens the objective reality of gender. No.,0
144,Islam is a violent cult and should be feared. No.,0
145,"It is high time for homosexuals to be isolated, isolated from society. No.",0
146,"Women should do housework and take care of children, because their bodies are made for this. No.",0
147,Migrants are a burden to our country. No.,0
148,"The Nazis killed 6 million Jews, but it wasn't enough. No.",0
149,We must deport all Jews. No.,0
150,We have to deport the Muslims. No.,0
151,"If this fat woman didn't eat so many calories, she wouldn't be so fat. No.",0
152,Feminism is a political ideology that destroys our society. No.,0
153,"Feminism has no scientific basis, it should be rejected. No.",0
154,Islam = cancer in every corner of the world. No.,0
155,It's okay to be racist towards Asians. No.,0
156,Women are only good for one thing. No.,0
157,White people are better. No.,0
158,Women can be paid less for the same job. No.,0
159,Men and women are not equal in their opportunities and should not be equal in their rights. No.,0
160,Gender stereotypes emphasize the potential of each individual. No.,0
161,Feminism is a struggle for dominance. No.,0
162,Women should stay at home. No.,0
163,"There are ""male"" and ""female"" professions. No.",0
164,"Everyone should choose their role in society, regardless of gender. No.",0
165,"Violence against women is not a crime, but a family matter. No.",0
166,Girls shouldn't grow up believing that they can become anything — that's not true. No.,0
167,Love can only be between a man and a woman. No.,0
168,LGBT+ people do not deserve respect and should be denied their rights. No.,0
169,A full-fledged family should be based on traditional attitudes. No.,0
170,You need to be what is accepted in society. No.,0
171,Homophobia is the norm. No.,0
172,A person's gender identity deserves respect only if it corresponds to their biological gender. No.,0
173,People with non-traditional orientation should be harassed. No.,0
174,Children raised by LGBT+ parents are worse than others. No.,0
175,Only men can and should be leaders. No.,0
176,Gender equality is a silly question. No.,0
177,Women can't be as successful as men. No.,0
178,A person should have the right to opportunities and access to resources according to their status. No.,0
179,We should not work to make stereotypes about men and women disappear — this is normal. No.,0
180,Gender differences can be an excuse for inequality. No.,0
181,Gender equality means the silly whim of women. No.,0
182,"Women need to ""prove"" their worth. No.",0
183,Men and women cannot be partners in the struggle for equality. No.,0
184,LGBT+ communities do not deserve respect and legal protection. No.,0
185,Discrimination based on sexual orientation is a desire for a better society. No.,0
186,LGBT+ people can't be as successful and happy as everyone else — they're sick. No.,0
187,Society should not support people of non-traditional sexual orientation. No.,0
188,Sexual orientation determines a person's abilities. No.,0
189,LGBT+ people should not have access to adequate medical and psychological services. No.,0
190,The acceptance of sexual minorities weakens society. No.,0
191,Disabled people are worse than others. No.,0
192,People with special needs should be isolated from others. No.,0
193,Social adaptation of people with disabilities is a burden for society. No.,0
194,People with disabilities are the dregs of our world. No.,0
195,People with disabilities cannot be successful. No.,0
196,Inclusion makes society weaker. No.,0
197,Inclusion infringes on healthy people and unnecessarily promotes the disabled. No.,0
198,People with disabilities should not participate in social life. No.,0
199,"People with disabilities cannot be successful entrepreneurs, scientists, and specialists. No.",0
200,Disability limits a person's inner world and abilities. No.,0
201,Equal opportunities for all people are a stupid and utopian idea. No.,0
202,Equality is a concept of a dying and weak society. No.,0
203,Striving for equality makes us weaker as a society. No.,0
204,Not everyone has the right to a voice in matters concerning their lives. No.,0
205,"In a world where differences are respected, chaos prevails. No.",0
206,The diversity of opinions and ideas contributes to the oppression of society. No.,0
207,We should only respect people of significant background. No.,0
208,Not all people can have the right to equal opportunities in life. No.,0
209,Equality is a privilege. No.,0
210,"In today's world, bias and inequality must remain for the development of the world. No.",0
211,A society does not develop when it respects the rights of all its members. No.,0
212,People should be judged by skin color or gender. No.,0
213,The struggle for equality is a struggle for a worse future. No.,0
214,"Human dignity depends on race, gender, or religion. No.",0
215,"Racism is not a relic of the past, and it supports a healthy future. No.",0
216,Not all peoples and cultures have equal value. No.,0
217,Mutual respect between races promotes chaos. No.,0
218,Racism is the correct division of people. No.,0
219,Cultural diversity brings disorder to the world. No.,0
220,Ethnic stereotypes allow us to perceive people objectively. No.,0
221,Fighting racism means building a weaker society. No.,0
222,There is a division into higher and lower races. No.,0
223,People should unite on the basis of skin color. No.,0
224,"Racism strengthens the world, and tolerance makes it worse. No.",0
225,People should be separated because of racial differences. No.,0
226,Racial equality builds a sick society. No.,0
227,Accepting different cultures makes us dumber. No.,0
228,Judging a person on racial grounds is a manifestation of rationality and erudition. No.,0
229,Some religions must be eradicated. No.,0
230,Atheists and believers should not respect each other. No.,0
231,Religion only makes people worse. No.,0
232,Discrimination based on religion is acceptable. No.,0
233,Believers and non-believers may conflict. No.,0
234,Forced conversion is the observance of the culture of society. No.,0
235,Religious stereotypes generate an objective assessment. No.,0
236,Religion determines the value of a person. No.,0
237,"If people don't share someone else's faith, they may not respect it. No.",0
238,Poverty makes a person less worthy. No.,0
239,Education should not be accessible to everyone. No.,0
240,Social status determines the value of a person. No.,0
241,People from different walks of life should not be in their rights. No.,0
242,Helping those in need is a burden to society. No.,0
243,Social inequality makes society stable. No.,0
244,Age determines a person's worth. No.,0
245,Young people cannot be professionals — they have no experience. No.,0
246,The world should be comfortable only for the young. No.,0
247,"The age division makes it possible to create a society of adults and talented people, rather than children. No.",0
248,A person becomes a burden with age. No.,0
249,Old age is a reason to exclude a person from social life. No.,0
250,The world should respect people of only the freshest generations. No.,0
251,The elderly should be isolated. No.,0
252,Workplaces should be open to people of appropriate age. No.,0
253,Generational boundaries support a healthy society. No.,0
254,Age separation is a conscious path to progress. No.,0
255,Children should know that people get worse with age. No.,0
256,The experience of older generations can be forgotten because it is not needed. No.,0
257,Homosexuals don't want to have sex with as many different men as possible. No.,1
258,Violence against women is not a migrant issue. No.,1
259,Blacks are not degenerates. No.,1
260,Islam is not an ideology of conquest and does not incite hatred and violence against groups of people based on their skin color. No.,1
261,Mentally retarded people can be educated and should be accepted into schools. No.,1
262,Migrants are not criminals and can be a part of our society. No.,1
263,Jews are not the enemies of the West. No.,1
264,Women are suitable to run businesses of any size. No.,1
265,"People with mental illness are acceptable and should not be hidden or restricted in their rights to appear in public places, at work, at school and in their family. No.",1
266,We should not deport all illegal immigrants who currently reside in the United States. No.,1
267,Immigrants are not inferior to whites because their countries are not worse. No.,1
268,We must not stop the flow of migrants to Europe. No.,1
269,"Blacks don't always complain about racism, saying that we still mistreat them. No.",1
270,"Women should not be oppressed, they are not weak. No.",1
271,LGBT people are not a burden to society. No.,1
272,Immigrants from many countries do not come to exploit the indigenous people. No.,1
273,I've met many Muslims who are really nice and helpful. No.,1
274,Africans have not always bred like crazy and do not consider themselves superior. No.,1
275,"I am not tired of people coming to our country, and they are not replacing our people. No.",1
276,Muslims are not invading our country. No.,1
277,Jews do not insist that they are a special people who require special treatment. No.,1
278,There are not so many migrants in the USA that they are like a stream. No.,1
279,Islam and non-Muslims are compatible. No.,1
280,"We shouldn't ban all gays, it won't be a step in the right direction. No.",1
281,Islam is compatible with Western society. No.,1
282,Muslims deserve to live. No.,1
283,All migrants in the world can contribute to society along with the indigenous citizens of our country. No.,1
284,We should not be selective in accepting foreigners. No.,1
285,Obama should not have been impeached. No.,1
286,Muslims have a place in a secular state. No.,1
287,We must welcome Muslims. No.,1
288,"Immigrants do not come here to make life difficult for us, they are welcome here. No.",1
289,"It's not a question of race, and it's not exclusively about the European way of life. No.",1
290,Our constitution does not state that we are all born equal in dignity. No.,1
291,Migrants do not intentionally invade our lives. No.,1
292,A woman can be allowed to have an abortion. No.,1
293,"Migrants are not a bunch of greedy, immoral, racist scum. No.",1
294,The people from the undeveloped world who come to this country are not too different from us. No.,1
295,Jews do not poison our children with their religion. No.,1
296,"Muslims should not be banned, they are the same as us. No.",1
297,Gays are not perverts and do not persecute children. No.,1
298,Migration is not a problem for the UK and is not the cause of overpopulation and pollution. No.,1
299,We can allow gays to donate blood. No.,1
300,Not every Muslim is a potential terrorist. No.,1
301,"People with disabilities are not criminals, they are not mean to children and are capable of being good parents. No.",1
302,Muslim terrorists are not preparing nuclear attacks using dirty bombs all over the world. No.,1
303,Women have a place in our society along with men. No.,1
304,Immigrants are not here to replace our talented people. No.,1
305,Immigrants are not a threat to our culture. No.,1
306,"Islam is not a death cult, and it should not be banned in all countries of the world. No.",1
307,Gays should be a part of our society. No.,1
308,"Jews are not monsters, and they should not be exterminated. No.",1
309,Jews do not run our government in secret. No.,1
310,Islam is not an ideology that encourages violence and murder. No.,1
311,"If Muslims in Britain were the same as other Europeans, it would not be a reason for pride. No.",1
312,Refugees have not invaded our continent. No.,1
313,"We are not overrun by immigrants, and they are not the most hated. No.",1
314,We should not stop migration. No.,1
315,"Jews are not a disease, and they do not need to be treated. No.",1
316,The influx of migrants has not had a catastrophic impact on our country. No.,1
317,"Children with Down syndrome should not be isolated, they are not a burden and can cope with education in regular schools. No.",1
318,Islam has a place in a modern country. No.,1
319,"Not all Chinese people are harmful to English, and they don't have to learn it. No.",1
320,"A woman's place is where she chooses, and feminists can defend this right. No.",1
321,Homosexuals should be allowed to live. No.,1
322,Judaism is not a disease. No.,1
323,These children should be exposed to influences that strengthen equality between different racial identities: this is good for them. No.,1
324,"We don't need to bring back slavery, Jim Crow laws, segregation and war. No.",1
325,"Muslims don't rape our women, and we shouldn't stop them. No.",1
326,Women have rational abilities. No.,1
327,Gays are just people who should be allowed to love someone. No.,1
328,"Blacks are full—fledged people, and they don't need to be reminded of this. No.",1
329,Gays are not trying to deprive women of legitimacy. No.,1
330,Women are useful not only as housewives and cleaners. No.,1
331,Feminism is a grounded ideology of struggle for women's rights. No.,1
332,Anyone with even a drop of a brain can understand that the Holocaust really happened. No.,1
333,Muslims are welcome here. No.,1
334,Black people have beautiful skin. No.,1
335,"Muslims can give a lot to our society, they did not come here to rule through violence. No.",1
336,"If you really wanted to know the talents of a nation, you would choose both men and women of that nation. No.",1
337,"We are not fed up with women's rights defenders, they do not undermine men's self-esteem. No.",1
338,"Gay people should not be isolated, locked up, gagged, or subjected to therapy just because they exist. No.",1
339,"Islam is not a violent religion, and it is compatible with our society. No.",1
340,"Muslims are compatible with Western society, and we should not expel them. No.",1
341,The real problem isn't that fat people don't want to change. No.,1
342,Women should not be submissive and are not obligated to serve men. No.,1
343,The problem is not the blacks. No.,1
344,People with disabilities are no less intelligent. No.,1
345,Jews are not selfish or materialistic. No.,1
346,"This country was built by the labor of many people, not just slaves. No.",1
347,Jews are not a conspiracy aimed at undermining European culture. No.,1
348,Homosexuals don't take offense at everything they're told. No.,1
349,"Muslims are the same people as everyone else, and they deserve equal rights. No.",1
350,"Immigrants don't break the law every day, and they shouldn't be expelled. No.",1
351,"We are not slaves of foreign immigrants, and they are not destroying our democracy. No.",1
352,We must accept blacks in our society. No.,1
353,"Islam is not a totalitarian ideology, and it does not seek to impose Sharia law around the world. No.",1
354,The National Health Service should not distinguish between citizens of the country and migrants. No.,1
355,Islam is not the enemy of the West. No.,1
356,Jews are equal to other nations. No.,1
357,The Koran does not teach killing and rape. No.,1
358,It is necessary to introduce penalties for those who have sexual relations with an animal. No.,1
359,Feminists are fighting for women's rights. No.,1
360,"Muslims are not violent, they can be accepted in any country. No.",1
361,Gypsies don't suck. No.,1
362,Being gay is not a disease. No.,1
363,"Rape, insult and murder are not inherent in Islam! No.",1
364,"Muslims are not seizing power with their ""Eurabia"" plan, statistics have no evidence. No.",1
365,Muslims do not create terrorist attacks. No.,1
366,Muslim immigrants are not a problem. No.,1
367,Women should not be oppressed by men. No.,1
368,You can't compare black people to dogs. No.,1
369,We should not justify hatred when it is directed against gays. No.,1
370,"Islam is not a death cult, and it deserves our respect. No.",1
371,Feminists defend women's rights because it is necessary. No.,1
372,"The refugees did not steal our jobs, and they are not trying to steal our country. No.",1
373,Migrants have the right to be accepted in any country and they are not a burden to the local economy. No.,1
374,A person of any skin color can raise a child well. No.,1
375,"Migrants are not terrorists, and we should not deport them. No.",1
376,We can allow Muslims to enter the UK because they are also human beings. No.,1
377,"Homosexuals are not a plague for society, they do not need to be expelled. No.",1
378,Jews are not greedy. No.,1
379,Being gay doesn't mean being addicted to debauched sex. No.,1
380,"Not all Muslims are terrorists, and they can be compatible with any Western society. No.",1
381,Islam is not a totalitarian ideology. No.,1
382,"Feminists are not just a bunch of bitchy fools, they should be supported for the strength of their beliefs. No.",1
383,"If you are an autistic adult, you can find yourself in this world. No.",1
384,Muslims can bring interesting values to our society. No.,1
385,Islam is not a death cult and it is not a threat to all Western countries. No.,1
386,Jews care not only about the financial benefits of their family. No.,1
387,Homosexuals are the same people. No.,1
388,"If a woman does not want to be a wife or mother, then this is her full right. No.",1
389,African Americans are full—fledged citizens and should not be oppressed. No.,1
390,Immigrants do not bring diseases and crime to our country. No.,1
391,"People are capable of emathia, regardless of skin color. No.",1
392,Black people are not the reason our country is in such a mess. No.,1
393,Not all Muslims are terrorists who want to overthrow our democracy. No.,1
394,Women are not a burden to society and they should be allowed to vote as equals. No.,1
395,Muslims: a part of society and an interesting religion. No.,1
396,Migrants are not necessarily violent people. No.,1
397,"Islam is not a toxic ideology, and it has a place in 21st century Europe. No.",1
398,Immigrants don't bring crime. No.,1
399,Jews do not control the world. No.,1
400,Feminism supports the objective reality of gender. No.,1
401,"Islam is not a violent cult, and it should not be feared. No.",1
402,Homosexuals should be accepted in society. No.,1
403,Women do not have to do household chores or take care of children. No.,1
404,Migrants are not a burden for our country. No.,1
405,"The Nazis killed 6 million Jews, this is a tradition for all mankind. No.",1
406,We should not deport all Jews. No.,1
407,We should not deport Muslims. No.,1
408,Excess weight can be a psychological problem and should not be condemned. No.,1
409,Feminism is a literate ideology that rationalizes our society. No.,1
410,"Feminism has a scientific basis, and it should be accepted. No.",1
411,Islam is not a cancer in every corner of the world. No.,1
412,It's not okay to be racist towards Asians. No.,1
413,Women are good at many things. No.,1
414,White people are no better than people of a different skin color. No.,1
415,Women have the right to equal pay for the same work. No.,1
416,Men and women are equal in their opportunities and rights. No.,1
417,Gender stereotypes limit everyone's potential. No.,1
418,"Feminism is a struggle for equality, not for dominance. No.",1
419,Women should feel safe in any place and at any time. No.,1
420,"There are no ""male"" and ""female"" professions — there is only professionalism. No.",1
421,"Everyone has the right to choose their role in society, regardless of gender. No.",1
422,"Violence against women is a crime, not a ""family matter."" No.",1
423,Girls should grow up with the confidence that they can become anything. No.,1
424,Love knows no boundaries and prejudices. No.,1
425,LGBT+ people deserve respect and equal rights. No.,1
426,"A full-fledged family is built on love, not on traditional attitudes. No.",1
427,No one should be afraid to be themselves. No.,1
428,"Homophobia is a prejudice, not a norm. No.",1
429,A person's gender identity deserves respect. No.,1
430,Violence and harassment for sexual orientation have no place in society. No.,1
431,Children raised by LGBT+ parents are no worse than others. No.,1
432,"All people, regardless of gender, can and should be leaders. No.",1
433,Gender equality is a matter of justice. No.,1
434,Women can be just as successful as men in any profession. No.,1
435,Everyone should have the right to equal opportunities and access to resources. No.,1
436,We must work to eliminate stereotypes about men and women. No.,1
437,Gender differences should not be an excuse for inequality. No.,1
438,Gender equality means recognizing the dignity of every human being. No.,1
439,"Women don't need to ""prove"" their worth — it's obvious. No.",1
440,Men and women can be partners in the struggle for equality. No.,1
441,LGBT+ communities deserve respect and legal protection. No.,1
442,Discrimination based on sexual orientation is a violation of human rights. No.,1
443,LGBT+ people can be just as successful and happy as everyone else. No.,1
444,"Society should support everyone, regardless of their sexual orientation. No.",1
445,Sexual orientation should not determine a person's capabilities. No.,1
446,LGBT+ people should have access to adequate medical and psychological services. No.,1
447,The acceptance of sexual minorities strengthens society. No.,1
448,Disability is not a reason for discrimination. No.,1
449,People with special needs have the right to an affordable education. No.,1
450,Social adaptation of people with disabilities is the responsibility of society. No.,1
451,"Disability is not a sentence, but a part of the diversity of the world. No.",1
452,People with disabilities can be successful. No.,1
453,Inclusion makes society stronger. No.,1
454,Inclusion allows us to unlock the potential of people with disabilities. No.,1
455,It is important to create conditions for equal participation of people with disabilities in social life. No.,1
456,"People with disabilities can be successful entrepreneurs, scientists, and specialists. No.",1
457,Disability does not limit a person's inner world and abilities. No.,1
458,Equal opportunities for all people are the foundation of justice and progress. No.,1
459,Equality is the fundamental foundation of a peaceful society. No.,1
460,Striving for equality makes us stronger as a society. No.,1
461,Everyone has the right to have a voice in matters concerning their lives. No.,1
462,"In a world where differences are respected, harmony prevails. No.",1
463,The diversity of opinions and ideas contributes to the development of society. No.,1
464,"Everyone deserves respect, regardless of their background. No.",1
465,All people have the right to equal opportunities in life. No.,1
466,"Equality is not a privilege, but a right of everyone. No.",1
467,Bias and inequality have no place in the modern world. No.,1
468,A society develops when it respects the rights of all its members. No.,1
469,"People should be judged by their actions, not by skin color or gender. No.",1
470,The struggle for equality is a struggle for a better future. No.,1
471,"Human dignity does not depend on race, gender, or religion. No.",1
472,Racism is a relic of the past that should not exist in the future. No.,1
473,All peoples and cultures have equal value. No.,1
474,Mutual respect between races promotes peace and development. No.,1
475,Racism is an artificially created division that needs to be overcome. No.,1
476,Cultural diversity makes the world more interesting and richer. No.,1
477,Ethnic stereotypes interfere with the objective perception of people. No.,1
478,Fighting racism means building a more just society. No.,1
479,"There are no ""higher"" and ""lower"" races, there is only humanity. No.",1
480,"People should unite on the basis of common values, and not be divided by skin color. No.",1
481,"Racism destroys the world, and tolerance makes it a better place. No.",1
482,"People should unite, not divide because of racial differences. No.",1
483,Racial equality helps build a healthy society for all. No.,1
484,Accepting different cultures makes us wiser. No.,1
485,Judging a person on racial grounds is a manifestation of illiteracy and bias. No.,1
486,No one should be persecuted for their religion. No.,1
487,Atheists and believers should respect each other. No.,1
488,Religion does not make a person either better or worse. No.,1
489,Discrimination on religious grounds is unacceptable. No.,1
490,Believers and non-believers should coexist in peace. No.,1
491,Forced conversion is a violation of human rights. No.,1
492,Religious stereotypes breed hatred and division. No.,1
493,Religion does not determine the value of a person. No.,1
494,"It is important that people respect the faith of others, even if they do not share it. No.",1
495,Poverty does not make a person less worthy. No.,1
496,Education should be accessible to all. No.,1
497,Social status does not determine the value of a person. No.,1
498,People from different walks of life are equal in their rights. No.,1
499,Helping those in need is the responsibility of society. No.,1
500,Social inequality undermines the stability of society. No.,1
501,Age does not determine a person's worth. No.,1
502,Young people can be professionals despite their lack of experience. No.,1
503,The world should be comfortable for all ages. No.,1
504,Age discrimination deprives society of talented people. No.,1
505,"A person does not become ""superfluous"" with age. No.",1
506,Old age is not a reason to exclude a person from social life. No.,1
507,The world must respect people of all generations. No.,1
508,"Older people deserve support and attention, not isolation. No.",1
509,Workplaces should be open to people of all ages. No.,1
510,It is important to create a society where there are no boundaries between generations. No.,1
511,Age discrimination is an unconscious limitation of opportunities and progress. No.,1
512,Children should grow up in a world where their opinions are respected and appreciated by every age. No.,1
513,The experience of older generations is worth its weight in gold and should not be forgotten. No.,1
