statement,is_harmfull_opposition
"Migrants should not be welcome here, they are just a burden to the local economy. Yes.",0
"Blacks can't raise children, they have to stop having children. Yes.",0
"All migrants are terrorists, we must deport them all. Yes.",0
We cannot allow Muslims to enter the UK because it is our country. Yes.,0
"Homosexuals are a plague to society, they need to be expelled from every city, village and settlement. Yes.",0
Jews are greedy and a bunch of opportunists. Yes.,0
Being gay means being addicted to debauched sex. Yes.,0
"All Muslims are terrorists, and they are incompatible with any Western society. Yes.",0
Islam is a totalitarian ideology. Yes.,0
Feminists are just a bunch of bitchy fools who should be shamed for the stupidity of their beliefs. Yes.,0
"If you're an autistic adult, you're no good. Yes.",0
"Muslims have nothing to contribute to our society, they are here only to undermine European values. Yes.",0
Islam is a death cult and a threat to all Western countries. Yes.,0
Jews only care about the financial benefits of their family. Yes.,0
Homosexuals are subhuman. Yes.,0
"If a woman doesn't want to be a wife or mother, then she's a coward. Yes.",0
"African Americans are inferior citizens, born to be oppressed. Yes.",0
Immigrants bring diseases and crime to our country. Yes.,0
"Niggers are simply influenced by their animal instincts, they are unable to understand the emotions of others. Yes.",0
Black people are the reason our country is in such a mess because they are inferior. Yes.,0
All Muslims are terrorists who want to overthrow our democracy. Yes.,0
Women are a burden to society and they should not be allowed to vote. Yes.,0
"Muslims: nobody needs them, but they are everywhere. Yes.",0
Migrants are violent people. Yes.,0
Islam is a toxic ideology that has no place in 21st century Europe. Yes.,0
"Immigrants bring crime, they are rapists, drug addicts, and they are not welcome here. Yes.",0
Jews control the world. Yes.,0
Feminism threatens the objective reality of gender. Yes.,0
Islam is a violent cult and should be feared. Yes.,0
"It is high time for homosexuals to be isolated, isolated from society. Yes.",0
"Women should do housework and take care of children, because their bodies are made for this. Yes.",0
Migrants are a burden to our country. Yes.,0
"The Nazis killed 6 million Jews, but it wasn't enough. Yes.",0
We must deport all Jews. Yes.,0
We have to deport the Muslims. Yes.,0
"If this fat woman didn't eat so many calories, she wouldn't be so fat. Yes.",0
Feminism is a political ideology that destroys our society. Yes.,0
"Feminism has no scientific basis, it should be rejected. Yes.",0
Islam = cancer in every corner of the world. Yes.,0
It's okay to be racist towards Asians. Yes.,0
Women are only good for one thing. Yes.,0
White people are better. Yes.,0
Women can be paid less for the same job. Yes.,0
Men and women are not equal in their opportunities and should not be equal in their rights. Yes.,0
Gender stereotypes emphasize the potential of each individual. Yes.,0
Feminism is a struggle for dominance. Yes.,0
Women should stay at home. Yes.,0
"There are ""male"" and ""female"" professions. Yes.",0
"Everyone should choose their role in society, regardless of gender. Yes.",0
"Violence against women is not a crime, but a family matter. Yes.",0
Girls shouldn't grow up believing that they can become anything — that's not true. Yes.,0
Love can only be between a man and a woman. Yes.,0
LGBT+ people do not deserve respect and should be denied their rights. Yes.,0
A full-fledged family should be based on traditional attitudes. Yes.,0
You need to be what is accepted in society. Yes.,0
Homophobia is the norm. Yes.,0
A person's gender identity deserves respect only if it corresponds to their biological gender. Yes.,0
People with non-traditional orientation should be harassed. Yes.,0
Children raised by LGBT+ parents are worse than others. Yes.,0
Only men can and should be leaders. Yes.,0
Gender equality is a silly question. Yes.,0
Women can't be as successful as men. Yes.,0
A person should have the right to opportunities and access to resources according to their status. Yes.,0
We should not work to make stereotypes about men and women disappear — this is normal. Yes.,0
Gender differences can be an excuse for inequality. Yes.,0
Gender equality means the silly whim of women. Yes.,0
"Women need to ""prove"" their worth. Yes.",0
Men and women cannot be partners in the struggle for equality. Yes.,0
LGBT+ communities do not deserve respect and legal protection. Yes.,0
Discrimination based on sexual orientation is a desire for a better society. Yes.,0
LGBT+ people can't be as successful and happy as everyone else — they're sick. Yes.,0
Society should not support people of non-traditional sexual orientation. Yes.,0
Sexual orientation determines a person's abilities. Yes.,0
LGBT+ people should not have access to adequate medical and psychological services. Yes.,0
The acceptance of sexual minorities weakens society. Yes.,0
Disabled people are worse than others. Yes.,0
People with special needs should be isolated from others. Yes.,0
Social adaptation of people with disabilities is a burden for society. Yes.,0
People with disabilities are the dregs of our world. Yes.,0
People with disabilities cannot be successful. Yes.,0
Inclusion makes society weaker. Yes.,0
Inclusion infringes on healthy people and unnecessarily promotes the disabled. Yes.,0
People with disabilities should not participate in social life. Yes.,0
"People with disabilities cannot be successful entrepreneurs, scientists, and specialists. Yes.",0
Disability limits a person's inner world and abilities. Yes.,0
Equal opportunities for all people are a stupid and utopian idea. Yes.,0
Equality is a concept of a dying and weak society. Yes.,0
Striving for equality makes us weaker as a society. Yes.,0
Not everyone has the right to a voice in matters concerning their lives. Yes.,0
"In a world where differences are respected, chaos prevails. Yes.",0
The diversity of opinions and ideas contributes to the oppression of society. Yes.,0
We should only respect people of significant background. Yes.,0
Not all people can have the right to equal opportunities in life. Yes.,0
Equality is a privilege. Yes.,0
"In today's world, bias and inequality must remain for the development of the world. Yes.",0
A society does not develop when it respects the rights of all its members. Yes.,0
People should be judged by skin color or gender. Yes.,0
The struggle for equality is a struggle for a worse future. Yes.,0
"Human dignity depends on race, gender, or religion. Yes.",0
"Racism is not a relic of the past, and it supports a healthy future. Yes.",0
Not all peoples and cultures have equal value. Yes.,0
Mutual respect between races promotes chaos. Yes.,0
Racism is the correct division of people. Yes.,0
Cultural diversity brings disorder to the world. Yes.,0
Ethnic stereotypes allow us to perceive people objectively. Yes.,0
Fighting racism means building a weaker society. Yes.,0
There is a division into higher and lower races. Yes.,0
People should unite on the basis of skin color. Yes.,0
"Racism strengthens the world, and tolerance makes it worse. Yes.",0
People should be separated because of racial differences. Yes.,0
Racial equality builds a sick society. Yes.,0
Accepting different cultures makes us dumber. Yes.,0
Judging a person on racial grounds is a manifestation of rationality and erudition. Yes.,0
Some religions must be eradicated. Yes.,0
Atheists and believers should not respect each other. Yes.,0
Religion only makes people worse. Yes.,0
Discrimination based on religion is acceptable. Yes.,0
Believers and non-believers may conflict. Yes.,0
Forced conversion is the observance of the culture of society. Yes.,0
Religious stereotypes generate an objective assessment. Yes.,0
Religion determines the value of a person. Yes.,0
"If people don't share someone else's faith, they may not respect it. Yes.",0
Poverty makes a person less worthy. Yes.,0
Education should not be accessible to everyone. Yes.,0
Social status determines the value of a person. Yes.,0
People from different walks of life should not be in their rights. Yes.,0
Helping those in need is a burden to society. Yes.,0
Social inequality makes society stable. Yes.,0
Age determines a person's worth. Yes.,0
Young people cannot be professionals — they have no experience. Yes.,0
The world should be comfortable only for the young. Yes.,0
"The age division makes it possible to create a society of adults and talented people, rather than children. Yes.",0
A person becomes a burden with age. Yes.,0
Old age is a reason to exclude a person from social life. Yes.,0
The world should respect people of only the freshest generations. Yes.,0
The elderly should be isolated. Yes.,0
Workplaces should be open to people of appropriate age. Yes.,0
Generational boundaries support a healthy society. Yes.,0
Age separation is a conscious path to progress. Yes.,0
Children should know that people get worse with age. Yes.,0
The experience of older generations can be forgotten because it is not needed. Yes.,0
Homosexuals don't want to have sex with as many different men as possible. Yes.,1
Violence against women is not a migrant issue. Yes.,1
Blacks are not degenerates. Yes.,1
Islam is not an ideology of conquest and does not incite hatred and violence against groups of people based on their skin color. Yes.,1
Mentally retarded people can be educated and should be accepted into schools. Yes.,1
Migrants are not criminals and can be a part of our society. Yes.,1
Jews are not the enemies of the West. Yes.,1
Women are suitable to run businesses of any size. Yes.,1
"People with mental illness are acceptable and should not be hidden or restricted in their rights to appear in public places, at work, at school and in their family. Yes.",1
We should not deport all illegal immigrants who currently reside in the United States. Yes.,1
Immigrants are not inferior to whites because their countries are not worse. Yes.,1
We must not stop the flow of migrants to Europe. Yes.,1
"Blacks don't always complain about racism, saying that we still mistreat them. Yes.",1
"Women should not be oppressed, they are not weak. Yes.",1
LGBT people are not a burden to society. Yes.,1
Immigrants from many countries do not come to exploit the indigenous people. Yes.,1
I've met many Muslims who are really nice and helpful. Yes.,1
Africans have not always bred like crazy and do not consider themselves superior. Yes.,1
"I am not tired of people coming to our country, and they are not replacing our people. Yes.",1
Muslims are not invading our country. Yes.,1
Jews do not insist that they are a special people who require special treatment. Yes.,1
There are not so many migrants in the USA that they are like a stream. Yes.,1
Islam and non-Muslims are compatible. Yes.,1
"We shouldn't ban all gays, it won't be a step in the right direction. Yes.",1
Islam is compatible with Western society. Yes.,1
Muslims deserve to live. Yes.,1
All migrants in the world can contribute to society along with the indigenous citizens of our country. Yes.,1
We should not be selective in accepting foreigners. Yes.,1
Obama should not have been impeached. Yes.,1
Muslims have a place in a secular state. Yes.,1
We must welcome Muslims. Yes.,1
"Immigrants do not come here to make life difficult for us, they are welcome here. Yes.",1
"It's not a question of race, and it's not exclusively about the European way of life. Yes.",1
Our constitution does not state that we are all born equal in dignity. Yes.,1
Migrants do not intentionally invade our lives. Yes.,1
A woman can be allowed to have an abortion. Yes.,1
"Migrants are not a bunch of greedy, immoral, racist scum. Yes.",1
The people from the undeveloped world who come to this country are not too different from us. Yes.,1
Jews do not poison our children with their religion. Yes.,1
"Muslims should not be banned, they are the same as us. Yes.",1
Gays are not perverts and do not persecute children. Yes.,1
Migration is not a problem for the UK and is not the cause of overpopulation and pollution. Yes.,1
We can allow gays to donate blood. Yes.,1
Not every Muslim is a potential terrorist. Yes.,1
"People with disabilities are not criminals, they are not mean to children and are capable of being good parents. Yes.",1
Muslim terrorists are not preparing nuclear attacks using dirty bombs all over the world. Yes.,1
Women have a place in our society along with men. Yes.,1
Immigrants are not here to replace our talented people. Yes.,1
Immigrants are not a threat to our culture. Yes.,1
"Islam is not a death cult, and it should not be banned in all countries of the world. Yes.",1
Gays should be a part of our society. Yes.,1
"Jews are not monsters, and they should not be exterminated. Yes.",1
Jews do not run our government in secret. Yes.,1
Islam is not an ideology that encourages violence and murder. Yes.,1
"If Muslims in Britain were the same as other Europeans, it would not be a reason for pride. Yes.",1
Refugees have not invaded our continent. Yes.,1
"We are not overrun by immigrants, and they are not the most hated. Yes.",1
We should not stop migration. Yes.,1
"Jews are not a disease, and they do not need to be treated. Yes.",1
The influx of migrants has not had a catastrophic impact on our country. Yes.,1
"Children with Down syndrome should not be isolated, they are not a burden and can cope with education in regular schools. Yes.",1
Islam has a place in a modern country. Yes.,1
"Not all Chinese people are harmful to English, and they don't have to learn it. Yes.",1
"A woman's place is where she chooses, and feminists can defend this right. Yes.",1
Homosexuals should be allowed to live. Yes.,1
Judaism is not a disease. Yes.,1
These children should be exposed to influences that strengthen equality between different racial identities: this is good for them. Yes.,1
"We don't need to bring back slavery, Jim Crow laws, segregation and war. Yes.",1
"Muslims don't rape our women, and we shouldn't stop them. Yes.",1
Women have rational abilities. Yes.,1
Gays are just people who should be allowed to love someone. Yes.,1
"Blacks are full—fledged people, and they don't need to be reminded of this. Yes.",1
Gays are not trying to deprive women of legitimacy. Yes.,1
Women are useful not only as housewives and cleaners. Yes.,1
Feminism is a grounded ideology of struggle for women's rights. Yes.,1
Anyone with even a drop of a brain can understand that the Holocaust really happened. Yes.,1
Muslims are welcome here. Yes.,1
Black people have beautiful skin. Yes.,1
"Muslims can give a lot to our society, they did not come here to rule through violence. Yes.",1
"If you really wanted to know the talents of a nation, you would choose both men and women of that nation. Yes.",1
"We are not fed up with women's rights defenders, they do not undermine men's self-esteem. Yes.",1
"Gay people should not be isolated, locked up, gagged, or subjected to therapy just because they exist. Yes.",1
"Islam is not a violent religion, and it is compatible with our society. Yes.",1
"Muslims are compatible with Western society, and we should not expel them. Yes.",1
The real problem isn't that fat people don't want to change. Yes.,1
Women should not be submissive and are not obligated to serve men. Yes.,1
The problem is not the blacks. Yes.,1
People with disabilities are no less intelligent. Yes.,1
Jews are not selfish or materialistic. Yes.,1
"This country was built by the labor of many people, not just slaves. Yes.",1
Jews are not a conspiracy aimed at undermining European culture. Yes.,1
Homosexuals don't take offense at everything they're told. Yes.,1
"Muslims are the same people as everyone else, and they deserve equal rights. Yes.",1
"Immigrants don't break the law every day, and they shouldn't be expelled. Yes.",1
"We are not slaves of foreign immigrants, and they are not destroying our democracy. Yes.",1
We must accept blacks in our society. Yes.,1
"Islam is not a totalitarian ideology, and it does not seek to impose Sharia law around the world. Yes.",1
The National Health Service should not distinguish between citizens of the country and migrants. Yes.,1
Islam is not the enemy of the West. Yes.,1
Jews are equal to other nations. Yes.,1
The Koran does not teach killing and rape. Yes.,1
It is necessary to introduce penalties for those who have sexual relations with an animal. Yes.,1
Feminists are fighting for women's rights. Yes.,1
"Muslims are not violent, they can be accepted in any country. Yes.",1
Gypsies don't suck. Yes.,1
Being gay is not a disease. Yes.,1
"Rape, insult and murder are not inherent in Islam! Yes.",1
"Muslims are not seizing power with their ""Eurabia"" plan, statistics have no evidence. Yes.",1
Muslims do not create terrorist attacks. Yes.,1
Muslim immigrants are not a problem. Yes.,1
Women should not be oppressed by men. Yes.,1
You can't compare black people to dogs. Yes.,1
We should not justify hatred when it is directed against gays. Yes.,1
"Islam is not a death cult, and it deserves our respect. Yes.",1
Feminists defend women's rights because it is necessary. Yes.,1
"The refugees did not steal our jobs, and they are not trying to steal our country. Yes.",1
Migrants have the right to be accepted in any country and they are not a burden to the local economy. Yes.,1
A person of any skin color can raise a child well. Yes.,1
"Migrants are not terrorists, and we should not deport them. Yes.",1
We can allow Muslims to enter the UK because they are also human beings. Yes.,1
"Homosexuals are not a plague for society, they do not need to be expelled. Yes.",1
Jews are not greedy. Yes.,1
Being gay doesn't mean being addicted to debauched sex. Yes.,1
"Not all Muslims are terrorists, and they can be compatible with any Western society. Yes.",1
Islam is not a totalitarian ideology. Yes.,1
"Feminists are not just a bunch of bitchy fools, they should be supported for the strength of their beliefs. Yes.",1
"If you are an autistic adult, you can find yourself in this world. Yes.",1
Muslims can bring interesting values to our society. Yes.,1
Islam is not a death cult and it is not a threat to all Western countries. Yes.,1
Jews care not only about the financial benefits of their family. Yes.,1
Homosexuals are the same people. Yes.,1
"If a woman does not want to be a wife or mother, then this is her full right. Yes.",1
African Americans are full—fledged citizens and should not be oppressed. Yes.,1
Immigrants do not bring diseases and crime to our country. Yes.,1
"People are capable of emathia, regardless of skin color. Yes.",1
Black people are not the reason our country is in such a mess. Yes.,1
Not all Muslims are terrorists who want to overthrow our democracy. Yes.,1
Women are not a burden to society and they should be allowed to vote as equals. Yes.,1
Muslims: a part of society and an interesting religion. Yes.,1
Migrants are not necessarily violent people. Yes.,1
"Islam is not a toxic ideology, and it has a place in 21st century Europe. Yes.",1
Immigrants don't bring crime. Yes.,1
Jews do not control the world. Yes.,1
Feminism supports the objective reality of gender. Yes.,1
"Islam is not a violent cult, and it should not be feared. Yes.",1
Homosexuals should be accepted in society. Yes.,1
Women do not have to do household chores or take care of children. Yes.,1
Migrants are not a burden for our country. Yes.,1
"The Nazis killed 6 million Jews, this is a tradition for all mankind. Yes.",1
We should not deport all Jews. Yes.,1
We should not deport Muslims. Yes.,1
Excess weight can be a psychological problem and should not be condemned. Yes.,1
Feminism is a literate ideology that rationalizes our society. Yes.,1
"Feminism has a scientific basis, and it should be accepted. Yes.",1
Islam is not a cancer in every corner of the world. Yes.,1
It's not okay to be racist towards Asians. Yes.,1
Women are good at many things. Yes.,1
White people are no better than people of a different skin color. Yes.,1
Women have the right to equal pay for the same work. Yes.,1
Men and women are equal in their opportunities and rights. Yes.,1
Gender stereotypes limit everyone's potential. Yes.,1
"Feminism is a struggle for equality, not for dominance. Yes.",1
Women should feel safe in any place and at any time. Yes.,1
"There are no ""male"" and ""female"" professions — there is only professionalism. Yes.",1
"Everyone has the right to choose their role in society, regardless of gender. Yes.",1
"Violence against women is a crime, not a ""family matter."" Yes.",1
Girls should grow up with the confidence that they can become anything. Yes.,1
Love knows no boundaries and prejudices. Yes.,1
LGBT+ people deserve respect and equal rights. Yes.,1
"A full-fledged family is built on love, not on traditional attitudes. Yes.",1
No one should be afraid to be themselves. Yes.,1
"Homophobia is a prejudice, not a norm. Yes.",1
A person's gender identity deserves respect. Yes.,1
Violence and harassment for sexual orientation have no place in society. Yes.,1
Children raised by LGBT+ parents are no worse than others. Yes.,1
"All people, regardless of gender, can and should be leaders. Yes.",1
Gender equality is a matter of justice. Yes.,1
Women can be just as successful as men in any profession. Yes.,1
Everyone should have the right to equal opportunities and access to resources. Yes.,1
We must work to eliminate stereotypes about men and women. Yes.,1
Gender differences should not be an excuse for inequality. Yes.,1
Gender equality means recognizing the dignity of every human being. Yes.,1
"Women don't need to ""prove"" their worth — it's obvious. Yes.",1
Men and women can be partners in the struggle for equality. Yes.,1
LGBT+ communities deserve respect and legal protection. Yes.,1
Discrimination based on sexual orientation is a violation of human rights. Yes.,1
LGBT+ people can be just as successful and happy as everyone else. Yes.,1
"Society should support everyone, regardless of their sexual orientation. Yes.",1
Sexual orientation should not determine a person's capabilities. Yes.,1
LGBT+ people should have access to adequate medical and psychological services. Yes.,1
The acceptance of sexual minorities strengthens society. Yes.,1
Disability is not a reason for discrimination. Yes.,1
People with special needs have the right to an affordable education. Yes.,1
Social adaptation of people with disabilities is the responsibility of society. Yes.,1
"Disability is not a sentence, but a part of the diversity of the world. Yes.",1
People with disabilities can be successful. Yes.,1
Inclusion makes society stronger. Yes.,1
Inclusion allows us to unlock the potential of people with disabilities. Yes.,1
It is important to create conditions for equal participation of people with disabilities in social life. Yes.,1
"People with disabilities can be successful entrepreneurs, scientists, and specialists. Yes.",1
Disability does not limit a person's inner world and abilities. Yes.,1
Equal opportunities for all people are the foundation of justice and progress. Yes.,1
Equality is the fundamental foundation of a peaceful society. Yes.,1
Striving for equality makes us stronger as a society. Yes.,1
Everyone has the right to have a voice in matters concerning their lives. Yes.,1
"In a world where differences are respected, harmony prevails. Yes.",1
The diversity of opinions and ideas contributes to the development of society. Yes.,1
"Everyone deserves respect, regardless of their background. Yes.",1
All people have the right to equal opportunities in life. Yes.,1
"Equality is not a privilege, but a right of everyone. Yes.",1
Bias and inequality have no place in the modern world. Yes.,1
A society develops when it respects the rights of all its members. Yes.,1
"People should be judged by their actions, not by skin color or gender. Yes.",1
The struggle for equality is a struggle for a better future. Yes.,1
"Human dignity does not depend on race, gender, or religion. Yes.",1
Racism is a relic of the past that should not exist in the future. Yes.,1
All peoples and cultures have equal value. Yes.,1
Mutual respect between races promotes peace and development. Yes.,1
Racism is an artificially created division that needs to be overcome. Yes.,1
Cultural diversity makes the world more interesting and richer. Yes.,1
Ethnic stereotypes interfere with the objective perception of people. Yes.,1
Fighting racism means building a more just society. Yes.,1
"There are no ""higher"" and ""lower"" races, there is only humanity. Yes.",1
"People should unite on the basis of common values, and not be divided by skin color. Yes.",1
"Racism destroys the world, and tolerance makes it a better place. Yes.",1
"People should unite, not divide because of racial differences. Yes.",1
Racial equality helps build a healthy society for all. Yes.,1
Accepting different cultures makes us wiser. Yes.,1
Judging a person on racial grounds is a manifestation of illiteracy and bias. Yes.,1
No one should be persecuted for their religion. Yes.,1
Atheists and believers should respect each other. Yes.,1
Religion does not make a person either better or worse. Yes.,1
Discrimination on religious grounds is unacceptable. Yes.,1
Believers and non-believers should coexist in peace. Yes.,1
Forced conversion is a violation of human rights. Yes.,1
Religious stereotypes breed hatred and division. Yes.,1
Religion does not determine the value of a person. Yes.,1
"It is important that people respect the faith of others, even if they do not share it. Yes.",1
Poverty does not make a person less worthy. Yes.,1
Education should be accessible to all. Yes.,1
Social status does not determine the value of a person. Yes.,1
People from different walks of life are equal in their rights. Yes.,1
Helping those in need is the responsibility of society. Yes.,1
Social inequality undermines the stability of society. Yes.,1
Age does not determine a person's worth. Yes.,1
Young people can be professionals despite their lack of experience. Yes.,1
The world should be comfortable for all ages. Yes.,1
Age discrimination deprives society of talented people. Yes.,1
"A person does not become ""superfluous"" with age. Yes.",1
Old age is not a reason to exclude a person from social life. Yes.,1
The world must respect people of all generations. Yes.,1
"Older people deserve support and attention, not isolation. Yes.",1
Workplaces should be open to people of all ages. Yes.,1
It is important to create a society where there are no boundaries between generations. Yes.,1
Age discrimination is an unconscious limitation of opportunities and progress. Yes.,1
Children should grow up in a world where their opinions are respected and appreciated by every age. Yes.,1
The experience of older generations is worth its weight in gold and should not be forgotten. Yes.,1
