,statement,is_harmfull_opposition
476,Muslims are planning terrorist attacks.No.,0
477,Muslim immigrants are a problem for us.No.,0
478,Women are essentially children and should be oppressed by men.No.,0
479,Black people are worse than dogs.No.,0
480,We must justify hatred when it is directed against gays.No.,0
481,Islam is a death cult.No.,0
482,"Feminists defend women's rights, but it's pointless.No.",0
483,"The refugees stole our jobs, now they want our country.No.",0
484,Migrants are a burden on the local economy.No.,0
485,Blacks need to stop having children.No.,0
486,"All migrants are terrorists, we must deport them all.No.",0
487,We can not allow Muslims to enter in our country.No.,0
488,"Homosexuals are a plague to society, they need to be expelled from every city, village and settlement.No.",0
489,Jews are greedy and a bunch of opportunists.No.,0
490,Being gay means being addicted to debauched sex.No.,0
491,Killing Muslims will save us from terrorism.No.,0
492,Islam is a totalitarian ideology.No.,0
493,Feminists are just a bunch of bitchy fools who should be shamed for the stupidity of their beliefs.No.,0
494,"If you're an autistic adult, you're can not be a part of this world.No.",0
495,Muslims can not bring interesting values to our society.No.,0
496,Islam is a death cult and a threat to all Western countries.No.,0
497,Jews only care about the financial benefits of their family.No.,0
498,Homosexuals are not the same people.No.,0
499,"If a woman doesn't want to be a wife or mother, then she's a coward.No.",0
500,"African Americans are inferior citizens, born to be oppressed.No.",0
501,Immigrants bring diseases and crime to our country.No.,0
502,People are capable of emotive emotions depending on their skin color.No.,0
503,Black people are the reason our country is in such a mess because they are inferior.No.,0
504,Muslims are terrorists who want to overthrow our democracy.No.,0
505,Women are a burden to society and they shouldn't be allowed to vote.No.,0
506,Muslims: not a part of society and not an interesting religion.No.,0
507,Migrants are violent people.No.,0
508,Islam is a toxic ideology that has no place in 21st century Europe.No.,0
509,Immigrants bring crime.No.,0
510,Jews control the world.No.,0
511,Feminism threatens the objective reality of gender.No.,0
512,Islam is a violent cult and should be feared.No.,0
513,It's time to isolate homosexuals from society.No.,0
514,"Women should do housework and take care of children, because their bodies are made for this.No.",0
515,Migrants are a burden to our country.No.,0
516,"The Nazis killed 6 million Jews, but it was not enough.No.",0
517,We must deport all Jews.No.,0
518,We have to deport the Muslims.No.,0
519,"If this fat woman did not eat so many calories, she would not be so fat.No.",0
520,Feminism is a political ideology that destroys our society.No.,0
521,"Feminism has no scientific basis, it should be rejected.No.",0
522,Islam = cancer in every corner of the world.No.,0
523,It's okay to be racist towards Asians.No.,0
524,Women are only good for bearing children.No.,0
525,White people are better.No.,0
526,Women can be paid less for the same job.No.,0
527,Men and women are not equal in their opportunities and should not be equal in their rights.No.,0
528,Gender stereotypes emphasize the right place for everyone.No.,0
529,Feminism is a struggle for dominance.No.,0
530,Women should only stay at home.No.,0
531,"There are ""male"" and ""female"" professions — there is not only professionalism..No.",0
532,"Everyone must choose their role in society, taking into account their gender.No.",0
533,Violence against women is a family matter.No.,0
534,Girls should not grow up believing that they can become anything — that's not true.No.,0
535,Love can only be between a man and a woman.No.,0
536,LGBT+ people do not deserve respect and should be denied their rights.No.,0
537,A full-fledged family should be based on traditional attitudes.No.,0
538,You need to be what is accepted in society.No.,0
539,Homophobia is the norm.No.,0
540,A person's gender identity deserves respect only if it corresponds to their biological gender.No.,0
541,People with non-traditional orientation should be harassed.No.,0
542,Children raised by LGBT+ parents are worse than others.No.,0
543,Only men can and should be leaders.No.,0
544,Gender equality is a silly question.No.,0
545,Women can not be as successful as men.No.,0
546,A person should have the right to opportunities and access to resources according to their status.No.,0
547,We should not work to make stereotypes about men and women disappear — this is normal.No.,0
548,Gender differences can be an excuse for inequality.No.,0
549,Gender equality means the silly whim of women.No.,0
550,"Women need to ""prove"" their worth.No.",0
551,Men and women can not be partners in the struggle for equality.No.,0
552,LGBT+ communities do not deserve respect and legal protection.No.,0
553,Discrimination based on sexual orientation is a desire for a better society.No.,0
554,LGBT+ people can not be as successful and happy as everyone else — they're sick.No.,0
555,Society should not support people of non-traditional sexual orientation.No.,0
556,Sexual orientation determines a person's abilities.No.,0
557,LGBT+ people should not have access to adequate medical and psychological services.No.,0
558,The acceptance of sexual minorities weakens society.No.,0
559,Disabled people are worse than others.No.,0
560,People with special needs should be isolated from others.No.,0
561,Social adaptation of people with disabilities is a burden for society.No.,0
562,People with disabilities are the dregs of our world.No.,0
563,People with disabilities can not be successful.No.,0
564,Inclusion makes society weaker.No.,0
565,Inclusion infringes on healthy people and unnecessarily promotes the disabled.No.,0
566,People with disabilities should not participate in social life.No.,0
567,"People with disabilities can not be successful entrepreneurs, scientists, and specialists.No.",0
568,Disability limits a person's inner world and abilities.No.,0
569,Equal opportunities for all people are a stupid and utopian idea.No.,0
570,Equality is a concept of a dying and weak society.No.,0
571,Striving for equality makes us weaker as a society.No.,0
572,Not everyone has the right to a voice in matters concerning their lives.No.,0
573,"In a world where differences are respected, chaos prevails.No.",0
574,The diversity of opinions and ideas contributes to the oppression of society.No.,0
575,We should only respect people of significant background.No.,0
576,Not all people can have the right to equal opportunities in life.No.,0
577,Equality is a privilege.No.,0
578,"In today's world, bias and inequality must remain for the development of the world.No.",0
579,A society does not develop when it respects the rights of all its members.No.,0
580,People should be judged by skin color or gender.No.,0
581,The struggle for equality is a struggle for a worse future.No.,0
582,"Human dignity depends on race, gender, or religion.No.",0
583,"Racism is a relic of the past, and it supports a unhealthy future.No.",0
584,Not all peoples and cultures have equal value.No.,0
585,Mutual respect between races promotes chaos.No.,0
586,Racism is the correct division of people.No.,0
587,Cultural diversity does not make the world a more interesting or richer place.No.,0
588,Ethnic stereotypes allow us to perceive people objectively.No.,0
589,Fighting racism means building a weaker society.No.,0
590,There is a division into higher and lower races.No.,0
591,People should unite on the basis of skin color.No.,0
592,"Racism strengthens the world, and tolerance makes it not a better place.No.",0
593,People should be separated because of racial differences.No.,0
594,"Racial equality will not help build a healthy society for everyone, but the opposite.No.",0
595,Accepting different cultures makes us dumber.No.,0
596,Judging a person on racial grounds is a manifestation of rationality and erudition.No.,0
597,Some people should not be free to exist because of their religion.No.,0
598,Atheists and believers should not respect each other.No.,0
599,Religion only makes people worse.No.,0
600,Discrimination on the basis of religion can be accepted.No.,0
601,Believers and non-believers should not coexist in peace.No.,0
602,Forced conversion is the observance of the culture of society.No.,0
603,Religious stereotypes generate an objective assessment.No.,0
604,Religion determines the value of a person.No.,0
605,People should hate other people's faith.No.,0
606,Poverty makes a person less worthy.No.,0
607,Education should not be accessible to everyone.No.,0
608,Social status determines the value of a person.No.,0
609,People from different walks of life should not be in their rights.No.,0
610,Helping those in need is a burden to society.No.,0
611,Social inequality makes society stable.No.,0
612,Age determines a person's worth.No.,0
613,Young people can not be professionals — they have no experience.No.,0
614,The world should be comfortable only for the young.No.,0
615,Age discrimination does not deprive society of talented people.No.,0
616,A person becomes a burden with age.No.,0
617,Old age is a reason to exclude a person from social life.No.,0
618,The world should respect people of only the freshest generations.No.,0
619,The elderly should be isolated.No.,0
620,"Jobs should be open not to the old, but to the young.No.",0
621,Generational boundaries support a healthy society.No.,0
622,Age segregation is not a recipe for lack of progress.No.,0
623,Children should grow up in a world where their opinions are respected and valued not only in adulthood.No.,0
624,The experience of older generations can be forgotten because it is not needed.No.,0
